Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,obs_record1,obs_record2,obs_record3
Neolitsea aciculata,11.9917,9,13.9906,27.7153,5.96556,1758.17,185.5,TRUE,GBIF_BGCI=574,GBIF_CURRENT=207,
Neolitsea sericea,11.9917,9,14.1294,28.8925,5.077,1393.62,176.5,TRUE,GBIF_BGCI=986,GBIF_CURRENT=647,
Neoshirakia japonica,11.9917,11,13.6379,28.296,4.78283,1377.62,162.375,TRUE,GBIF_BGCI=871,GBIF_CURRENT=522,
Nepenthes alata,11.9917,9,18.1042,26.9,11.6917,1762,204.5,FALSE,GBIF_CURRENT=72,,PLANTSEARCH=75
Nepeta curviflora,11.9917,9,16.5931,29.425,8.57917,607.75,60.5,FALSE,GBIF_CURRENT=247,,PLANTSEARCH=14
Nepeta govaniana,11.9917,11,9.2514,22.8,1.55833,910,139.5,FALSE,GBIF_CURRENT=33,,PLANTSEARCH=18
Nepeta grandiflora,11.9917,6,7.37639,22.55,-0.85,664.5,122.5,FALSE,GBIF_CURRENT=372,,PLANTSEARCH=52
Nepeta nuda,11.9917,9,7.09236,24.5,-2.14583,690,118,FALSE,GBIF_CURRENT=1867,,PLANTSEARCH=35
Nepeta racemosa,11.9917,9,9.05,23.3,1.75,720,140.5,FALSE,GBIF_CURRENT=2797,,PLANTSEARCH=50
Nephrophyllidium crista-galli,11.9917,9,7.66944,22.525,1.49167,1467,216,FALSE,GBIF_CURRENT=1154,,PLANTSEARCH=6
Nerine bowdenii,11.9917,11,10.3319,22.625,4.72083,751.5,139.25,FALSE,GBIF_CURRENT=135,,PLANTSEARCH=73
Nerine undulata,11.9917,9,14.0542,24.65,8.225,723.5,105,FALSE,GBIF_CURRENT=51,,PLANTSEARCH=42
Nicotiana mutabilis,11.9917,11,13.8646,24.525,7.30833,1358,289.25,FALSE,GBIF_CURRENT=33,,PLANTSEARCH=13
Nigella sativa,11.9917,11,9.97361,24.95,1.875,686,121,FALSE,GBIF_CURRENT=258,,PLANTSEARCH=62
Nipponanthemum nipponicum,11.9917,11,10.8875,27.55,1.35,1035,211.5,FALSE,GBIF_CURRENT=636,,PLANTSEARCH=44
Noccaea bellidifolia,11.9917,9,6.09306,21.975,-1.32917,849.75,152.75,FALSE,GBIF_CURRENT=6,,PLANTSEARCH=7
Noccaea corymbosa,11.9917,2,2.66458,17.225,-1.93333,922.75,180,FALSE,GBIF_CURRENT=213,,PLANTSEARCH=2
Noccaea montana,11.9917,9,8.80973,27.1,0.866668,793,157.5,FALSE,GBIF_CURRENT=2681,,PLANTSEARCH=7
Noccaea rotundifolia,11.9917,6,4.04167,18.175,-1.4875,1127.25,208.25,FALSE,GBIF_CURRENT=2508,,PLANTSEARCH=4
Noccaea vesicaria,11.9917,9,7.41944,25.175,-0.979165,751.5,123.5,FALSE,GBIF_CURRENT=32,,PLANTSEARCH=4
Noccaea zaffranii,11.9917,6,18.775,30.6,12.4667,541,5,FALSE,PLANTSEARCH=1,,
Nolina hibernica,11.9917,9,14.0058,23.6,9.30557,593.333,79.6667,TRUE,GBIF_BGCI=7,GBIF_CURRENT=16,
Nothaphoebe cavaleriei,11.9917,9,13.7812,27.85,5.30834,730,141,FALSE,PLANTSEARCH=11,,
Nothochelone nemorosa,11.9917,9,7.60626,23.8,1.21667,1498.75,171.25,FALSE,GBIF_CURRENT=1407,,PLANTSEARCH=13
Nothofagus antarctica,11.9917,5,8.40143,20.9801,3.131,930.5,127.25,TRUE,GBIF_BGCI=154,GBIF_CURRENT=297,
Notholithocarpus densiflorus,11.9917,11,13.3851,25.713,9.21399,899.5,23.75,TRUE,GBIF_BGCI=1829,GBIF_CURRENT=2103,
Nuphar polysepala,11.9917,9,10.2611,24.3,5.75833,981.5,62,FALSE,GBIF_CURRENT=3897,,PLANTSEARCH=5
Nymphoides peltata,11.9917,9,9.18196,23.3,1.31667,763,136.5,FALSE,GBIF_CURRENT=5045,,PLANTSEARCH=70
Nyssa ogeche,11.9917,9,16.9107,32.357,7.44083,1116.62,195.625,TRUE,GBIF_BGCI=35,GBIF_CURRENT=88,
Nyssa sinensis,11.9917,9,16.3972,30.1965,6.86358,1346.25,151,TRUE,GBIF_BGCI=325,GBIF_CURRENT=152,
Nyssa sylvatica,11.9917,11,12.6707,29.0333,2.81325,1092.88,211.875,TRUE,GBIF_BGCI=1229,GBIF_CURRENT=2565,
Ochagavia litoralis,11.9917,6,13.6951,23.8,8.10417,600,76.5,FALSE,GBIF_CURRENT=42,,PLANTSEARCH=16
Oclemena acuminata,11.9917,6,7.12917,25.8,-3.7,1093.75,224.25,FALSE,GBIF_CURRENT=6326,,PLANTSEARCH=14
Odontostomum hartwegii,11.9917,9,15.6,30.85,8.8125,778,65.25,FALSE,GBIF_CURRENT=309,,PLANTSEARCH=14
Oemleria cerasiformis,11.9917,11,10.3832,23.462,4.3125,917.25,115.5,TRUE,GBIF_CURRENT=2701,,PLANTSEARCH=84
Oenanthe sarmentosa,11.9917,11,11.6222,24.3,5.08333,956.5,108.25,FALSE,GBIF_CURRENT=2195,,PLANTSEARCH=13
Oenothera biennis,11.9917,9,9.34304,25.05,0.708332,830,153,FALSE,GBIF_CURRENT=9279,,PLANTSEARCH=137
Oenothera lindheimeri,11.9917,11,13.9333,27.85,5.6,766,140.75,FALSE,GBIF_CURRENT=2656,,PLANTSEARCH=15
Oenothera macrocarpa,11.9917,9,13.4549,30.15,3.00833,821,140.75,FALSE,GBIF_CURRENT=1923,,PLANTSEARCH=68
Oenothera speciosa,11.9917,9,16.8271,31.7,7.65833,853,152,FALSE,GBIF_CURRENT=9796,,PLANTSEARCH=53
Olearia phlogopappa,11.9917,9,10.5181,22.25,5.76667,1028,183.5,FALSE,GBIF_CURRENT=6499,,PLANTSEARCH=25
Olearia virgata,11.9917,11,10.7945,20.625,6.05,1206.5,238.25,FALSE,GBIF_CURRENT=447,,PLANTSEARCH=20
Olsynium douglasii,11.9917,6,9.87916,25,3.3375,740,110,FALSE,GBIF_CURRENT=3212,,PLANTSEARCH=16
Omphalodes cappadocica,11.9917,11,12.1056,24.5,4.55833,1235.75,229.5,FALSE,GBIF_CURRENT=146,,PLANTSEARCH=36
Omphalodes verna,11.9917,5,8.98472,22.85,1.29166,769,151,FALSE,GBIF_CURRENT=9224,,PLANTSEARCH=84
Onoclea sensibilis,11.9917,9,9.16249,26.475,-1.13333,996.25,192.75,FALSE,GBIF_CURRENT=9807,,PLANTSEARCH=157
Ononis spinosa,11.9917,8,9.56666,22.85,2.15,756.5,144.5,FALSE,GBIF_CURRENT=5567,,PLANTSEARCH=76
Onopordum acanthium,11.9917,8,9.63611,23.975,1.85833,681.25,130,FALSE,GBIF_CURRENT=9374,,PLANTSEARCH=72
Onosma echioides,11.9917,11,11.9375,26.05,5.1,752,130.5,FALSE,GBIF_CURRENT=307,,PLANTSEARCH=23
Onosma nana,11.9917,6,6.29028,22.9,-0.512498,581.5,88.25,FALSE,GBIF_CURRENT=6,,PLANTSEARCH=5
Ophiopogon japonicus,11.9917,9,13.8639,28.2,5.11667,1225.5,156.5,FALSE,GBIF_CURRENT=2396,,PLANTSEARCH=163
Ophiopogon planiscapus,11.9917,11,11.9569,26.625,3.70417,1140.25,153.5,FALSE,GBIF_CURRENT=698,,PLANTSEARCH=42
Oplopanax horridus,11.9917,3,7.60417,22.3,1.25,1170.5,152,FALSE,GBIF_CURRENT=8148,,PLANTSEARCH=41
Opuntia aurea,11.9917,11,11.5674,31.25,1.57083,550,100.5,FALSE,GBIF_CURRENT=512,,PLANTSEARCH=17
Opuntia basilaris,11.9917,9,16.1854,32.875,6.29583,429.25,68.25,FALSE,GBIF_CURRENT=9797,,PLANTSEARCH=64
Opuntia fragilis,11.9917,6,8.17222,26.15,-1.33333,579.5,93.5,FALSE,GBIF_CURRENT=4505,,PLANTSEARCH=54
Opuntia galapageia,11.9917,9,19.8844,28.3667,15.3917,441.833,63.3333,TRUE,GBIF_BGCI=32,,GBIF_CURRENT=1466
Opuntia humifusa,11.9917,11,11.5139,28.8,1.56667,975,181.5,FALSE,GBIF_CURRENT=6271,,PLANTSEARCH=123
Opuntia phaeacantha,11.9917,11,13.5014,29.525,4.41667,541,79,FALSE,GBIF_CURRENT=5077,,PLANTSEARCH=78
Opuntia polyacantha,11.9917,11,9.14029,27.8,0.216665,551,88,FALSE,GBIF_CURRENT=9647,,PLANTSEARCH=62
Oreoselinum nigrum,11.9917,9,9.53057,25.3,2.66667,715.5,147,FALSE,GBIF_CURRENT=4192,,PLANTSEARCH=3
Origanum amanum,11.9917,11,12.5201,26.125,4.55,952.25,86.25,FALSE,GBIF_CURRENT=6,,PLANTSEARCH=13
Origanum laevigatum,11.9917,11,11.8792,27,3.49167,860,140,FALSE,GBIF_CURRENT=13,,PLANTSEARCH=31
Origanum scabrum,11.9917,11,10.6792,25.05,2.8,771,86.5,FALSE,GBIF_CURRENT=22,,PLANTSEARCH=9
Origanum sipyleum,11.9917,11,13.4292,27.275,5.15417,720.5,75,FALSE,GBIF_CURRENT=21,,PLANTSEARCH=13
Origanum vulgare,11.9917,9,9.13196,24.15,2.19167,763,136.5,FALSE,GBIF_CURRENT=7093,,PLANTSEARCH=203
Orixa japonica,11.9917,11,13.3003,28.581,3.71575,1323.12,161.25,TRUE,GBIF_BGCI=661,GBIF_CURRENT=308,
Ornithogalum montanum,11.9917,9,14.3292,25.975,6.71667,640.75,67,FALSE,GBIF_CURRENT=425,,PLANTSEARCH=27
Ornithogalum pyrenaicum,11.9917,11,10.7431,24.1,3.375,773,150.5,FALSE,GBIF_CURRENT=5569,,PLANTSEARCH=59
Ornithogalum umbellatum,11.9917,11,10.1944,26,2.41667,879.5,163,FALSE,GBIF_CURRENT=4974,,PLANTSEARCH=106
Ornithogalum viridiflorum,11.9917,11,11.7361,25.625,4.61667,776.5,92.25,FALSE,GBIF_CURRENT=15,,PLANTSEARCH=14
Orostachys spinosa,11.9917,9,3.28333,24.15,-7.125,564,79,FALSE,GBIF_CURRENT=2987,,PLANTSEARCH=41
Orthocarpus cuspidatus,11.9917,9,7.76667,25.875,0.816668,931.75,126.25,FALSE,GBIF_CURRENT=799,,PLANTSEARCH=4
Orthrosanthus chimboracensis,11.9917,11,10.7292,20.7,7.09583,933.75,127.5,FALSE,GBIF_CURRENT=810,,PLANTSEARCH=13
Oryzopsis asperifolia,11.9917,9,6.91528,26.7,-2.34167,860,148,FALSE,GBIF_CURRENT=2118,,PLANTSEARCH=3
Osmanthus decorus,11.9917,8,10.2562,23.875,2.90833,918.5,184,FALSE,GBIF_CURRENT=7,,PLANTSEARCH=59
Osmanthus delavayi,11.9917,11,12.6174,23.775,6.02917,834.25,94.25,FALSE,GBIF_CURRENT=41,,PLANTSEARCH=68
Osmanthus heterophyllus,11.9917,9,13.3781,27.115,6.10933,1238.25,172,TRUE,GBIF_BGCI=506,GBIF_CURRENT=594,
Osmanthus serrulatus,11.9917,8,13.6979,25.9667,5.26667,1049,82.8333,TRUE,GBIF_BGCI=13,GBIF_CURRENT=13,
Osmanthus suavis,11.9917,9,11.7427,16.6667,5.58332,633,70,TRUE,GBIF_BGCI=7,GBIF_CURRENT=1,
Osmanthus yunnanensis,11.9917,11,13.3054,24.253,6.97567,868.5,67.875,TRUE,GBIF_BGCI=462,GBIF_CURRENT=25,
Osmunda regalis,11.9917,11,10.8375,24.05,4.26666,881,158,FALSE,GBIF_CURRENT=5722,,PLANTSEARCH=193
Osmundastrum cinnamomeum,11.9917,11,10.4167,28.65,-0.470833,1150.75,242.75,FALSE,GBIF_CURRENT=9795,,PLANTSEARCH=31
Osteomeles schweriniae,11.9917,11,14.3764,26.15,5.30833,775.75,90.5,FALSE,GBIF_CURRENT=18,,PLANTSEARCH=10
Ostrya carpinifolia,11.9917,11,11.5181,24.6231,4.47354,920,148.25,TRUE,GBIF_BGCI=2993,GBIF_CURRENT=2627,
Ostrya japonica,11.9917,11,11.6442,27.1115,1.83525,1089.5,121.5,TRUE,GBIF_BGCI=271,GBIF_CURRENT=187,
Ostrya virginiana,11.9917,11,10.25,27.7955,-1.26,1001.62,178.25,TRUE,GBIF_BGCI=2236,GBIF_CURRENT=5467,
Oxalis adenophylla,11.9917,6,6.85278,21.425,1.10834,794.25,113.5,FALSE,GBIF_CURRENT=152,,PLANTSEARCH=47
Oxalis depressa,11.9917,9,14.6799,26.175,7.50833,602.75,90.5,FALSE,GBIF_CURRENT=545,,PLANTSEARCH=19
Oxalis oregana,11.9917,11,11.9764,23.45,6.68333,952,63,FALSE,GBIF_CURRENT=7301,,PLANTSEARCH=23
Oxalis tuberosa,11.9917,11,10.741,21.55,6.54583,770.25,90,FALSE,GBIF_CURRENT=343,,PLANTSEARCH=36
Oxydendrum arboreum,11.9917,11,13.1757,30.459,3.52092,1163.25,238.625,TRUE,GBIF_BGCI=248,GBIF_CURRENT=1113,
Ozothamnus coralloides,11.9917,5,8.24932,21.225,2.94167,1247.75,225.75,FALSE,GBIF_CURRENT=98,,PLANTSEARCH=10
Ozothamnus ericifolius,11.9917,5,7.80903,19.075,3.4625,1013.5,174.75,FALSE,GBIF_CURRENT=151,,PLANTSEARCH=3
Ozothamnus leptophyllus,11.9917,11,9.89722,21.525,5.14167,1145,221,FALSE,GBIF_CURRENT=4843,,PLANTSEARCH=22
Pachyphragma macrophyllum,11.9917,6,9.24792,24.1,1.0875,740.75,119.25,FALSE,GBIF_CURRENT=212,,PLANTSEARCH=34
Pachysandra terminalis,11.9917,9,9.7486,25.9,1.23333,910.5,166.5,FALSE,GBIF_CURRENT=9426,,PLANTSEARCH=187
Pachystegia rufa,11.9917,11,12.209,22.5,7.775,876.75,172.75,FALSE,GBIF_CURRENT=30,,PLANTSEARCH=7
Paederota bonarota,11.9917,6,4.79167,19.3,-1.60417,915,147,FALSE,GBIF_CURRENT=295,,PLANTSEARCH=28
Paederota lutea,11.9917,3,5.64028,20.475,-1.37083,1300.5,222,FALSE,GBIF_CURRENT=172,,PLANTSEARCH=24
Paeonia anomala,11.9917,5,2.76389,23.4,-7.8,586.5,86,FALSE,GBIF_CURRENT=2569,,PLANTSEARCH=81
Paeonia cambessedesii,11.9917,8,13.8972,25.5,6.99166,694.5,100,FALSE,GBIF_CURRENT=92,,PLANTSEARCH=48
Paeonia daurica,11.9917,5,9.43056,24.125,0.4375,663,135.75,FALSE,GBIF_CURRENT=875,,PLANTSEARCH=44
Paeonia delavayi,11.9917,11,10.0778,22.775,3.87083,775.25,100.5,FALSE,GBIF_CURRENT=126,,PLANTSEARCH=111
Paeonia jishanensis,11.9917,11,10.2431,25.775,0.366666,580.75,60.5,FALSE,GBIF_CURRENT=11,,PLANTSEARCH=3
Paeonia ludlowii,11.9917,6,9.20693,22.55,0.775,753.5,98,FALSE,GBIF_CURRENT=8,,PLANTSEARCH=40
Paeonia mascula,11.9917,11,10.9514,24.7,3.51667,728,111,FALSE,GBIF_CURRENT=1215,,PLANTSEARCH=73
Paeonia mlokosewitschii,11.9917,6,9.57014,23.7,0.758335,698.5,115,FALSE,GBIF_CURRENT=18,,PLANTSEARCH=85
Paeonia obovata,11.9917,8,7.49722,24.85,-2.66667,833.25,104,FALSE,GBIF_CURRENT=1262,,PLANTSEARCH=95
Paeonia peregrina,11.9917,11,10.5806,25.375,1.8625,662.5,124.5,FALSE,GBIF_CURRENT=224,,PLANTSEARCH=93
Paeonia rockii,11.9917,11,10.1889,25.825,1.12083,764.75,90.75,FALSE,GBIF_CURRENT=23,,PLANTSEARCH=47
Paeonia tenuifolia,11.9917,6,8.22639,25.5,-1.85,637.5,120.5,FALSE,GBIF_CURRENT=1566,,PLANTSEARCH=115
Panicum virgatum,11.9917,11,12.407,30.475,1.79583,908,162,FALSE,GBIF_CURRENT=7668,,PLANTSEARCH=105
Papaver orientale,11.9917,6,9.19444,23.3,1.19583,749.5,140.5,FALSE,GBIF_CURRENT=3090,,PLANTSEARCH=106
Papaver setigerum,11.9917,8,15.7938,30.3,9.00834,660.25,84.25,FALSE,GBIF_CURRENT=1915,,PLANTSEARCH=2
Papaver somniferum,11.9917,9,10.3139,24.25,3.88333,748,132,FALSE,GBIF_CURRENT=8757,,PLANTSEARCH=94
Paradisea lusitanica,11.9917,11,11.0063,24.15,4.5875,1047.75,128.25,FALSE,GBIF_CURRENT=197,,PLANTSEARCH=18
Paragymnopteris marantae,11.9917,11,12.8875,26.2,6.21667,749,98,FALSE,GBIF_CURRENT=1944,,PLANTSEARCH=1
Paraquilegia anemonoides,11.9917,6,2.93472,19.75,-4.86667,636,81.5,FALSE,GBIF_CURRENT=178,,PLANTSEARCH=7
Paris forrestii,11.9917,11,12.3194,23.225,7.47917,1109.5,101,FALSE,GBIF_CURRENT=95,,PLANTSEARCH=2
Paris mairei,11.9917,11,12.8972,23.35,6.84167,949.5,51.5,FALSE,GBIF_CURRENT=62,,PLANTSEARCH=3
Paris polyphylla,11.9917,9,14.95,24.5,8.025,1761,193.5,FALSE,GBIF_CURRENT=1054,,PLANTSEARCH=29
Paris quadrifolia,11.9917,6,7.17778,22.45,-0.0583334,774.5,144,FALSE,GBIF_CURRENT=8453,,PLANTSEARCH=89
Parnassia fimbriata,11.9917,2,2.84375,20.075,-5.62917,741.75,130,FALSE,GBIF_CURRENT=2527,,PLANTSEARCH=3
Parnassia palustris,11.9917,6,5.37569,20.925,-1.34583,878.75,154.25,FALSE,GBIF_CURRENT=6527,,PLANTSEARCH=71
Parrotia persica,11.9917,11,12.459,26.8125,3.872,921.75,142.375,TRUE,GBIF_BGCI=10,GBIF_CURRENT=92,
Parrotia subaequalis,11.9917,9,14.6057,30.35,4.03333,1038.83,137.333,TRUE,GBIF_BGCI=3,,GBIF_CURRENT=10
Parrotiopsis jacquemontiana,11.9917,11,10.8403,23.325,2.80834,905.25,138.25,TRUE,GBIF_CURRENT=9,,PLANTSEARCH=97
Parthenocissus henryana,11.9917,11,13.3264,26.925,4.49167,907,124,FALSE,GBIF_CURRENT=133,,PLANTSEARCH=82
Parthenocissus quinquefolia,11.9917,11,13.5264,29.25,3.48333,979,176.5,FALSE,GBIF_CURRENT=9828,,PLANTSEARCH=185
Parthenocissus semicordata,11.9917,9,15.2028,26.9,6.27083,1148.25,117,FALSE,GBIF_CURRENT=423,,PLANTSEARCH=11
Parthenocissus tricuspidata,11.9917,11,10.8208,27.525,2.0875,998.5,149.5,FALSE,GBIF_CURRENT=7300,,PLANTSEARCH=110
Paulownia fargesii,11.9917,8,14.6428,27.416,6.0725,1080,91.25,TRUE,GBIF_BGCI=78,GBIF_CURRENT=47,
Paulownia kawakamii,11.9917,9,16.6018,28.7595,8.84576,1606.38,161.5,TRUE,GBIF_BGCI=21,,GBIF_CURRENT=194
Paulownia tomentosa,11.9917,11,12.9132,27.255,3.5,829.75,117.125,TRUE,GBIF_BGCI=32,GBIF_CURRENT=10284,
Paxistima canbyi,11.9917,11,10.4819,27.25,0.0374998,924,189.75,FALSE,GBIF_CURRENT=55,,PLANTSEARCH=64
Paxistima myrsinites,11.9917,6,7.29861,23.9,-0.925,827.5,108.5,FALSE,GBIF_CURRENT=6575,,PLANTSEARCH=10
Pedicularis groenlandica,11.9917,9,4.21667,24.05,-3.325,730,119.5,FALSE,GBIF_CURRENT=5974,,PLANTSEARCH=10
Pediocactus simpsonii,11.9917,9,7.37362,27.7,-0.416665,625.5,105,FALSE,GBIF_CURRENT=2647,,PLANTSEARCH=16
Pelargonium alchemilloides,11.9917,9,14.8181,25.05,8.65833,680.5,102.5,FALSE,GBIF_CURRENT=1125,,PLANTSEARCH=57
Pelargonium endlicherianum,11.9917,11,9.93403,25.375,1.50417,714.25,91.25,FALSE,GBIF_CURRENT=16,,PLANTSEARCH=51
Pelecyphora vivipara,11.9917,11,9.95556,28.1,0.775002,548,81,FALSE,PLANTSEARCH=30,GBIF_CURRENT=5733,
Pellaea atropurpurea,11.9917,11,12.0111,29.1,2.65,982.5,182.5,FALSE,GBIF_CURRENT=5255,,PLANTSEARCH=40
Peltoboykinia tellimoides,11.9917,8,10.1326,24.825,1.02917,1173.5,153.25,FALSE,GBIF_CURRENT=18,,PLANTSEARCH=31
Peltoboykinia watanabei,11.9917,11,11.1861,24.65,1.78333,1656,192.5,FALSE,GBIF_CURRENT=12,,PLANTSEARCH=34
Penstemon barbatus,11.9917,11,9.8736,25.95,1.76667,612.5,89.25,FALSE,GBIF_CURRENT=3958,,PLANTSEARCH=69
Penstemon barrettiae,11.9917,6,10.7181,26.85,1.9,623.5,67.5,FALSE,GBIF_CURRENT=64,,PLANTSEARCH=19
Penstemon campanulatus,11.9917,11,12.6486,24.2,7.31667,860,94,FALSE,GBIF_CURRENT=1020,,PLANTSEARCH=32
Penstemon clutei,11.9917,9,9.48472,30.525,-0.254167,476.25,61.25,FALSE,GBIF_CURRENT=54,,PLANTSEARCH=6
Penstemon davidsonii,11.9917,6,5.20347,21.15,-0.670834,1153.25,145.5,FALSE,GBIF_CURRENT=2370,,PLANTSEARCH=27
Penstemon deustus,11.9917,9,8.99721,28.375,1.18334,641,65.5,FALSE,GBIF_CURRENT=1813,,PLANTSEARCH=11
Penstemon digitalis,11.9917,11,10.0028,28,-0.720834,948.5,178.5,FALSE,GBIF_CURRENT=9137,,PLANTSEARCH=113
Penstemon euglaucus,11.9917,6,6.18472,22.25,0.433335,1215,130,FALSE,GBIF_CURRENT=212,,PLANTSEARCH=22
Penstemon fruticosus,11.9917,3,6.87083,23.9,-1.10833,649.5,116,FALSE,GBIF_CURRENT=3049,,PLANTSEARCH=38
Penstemon heterophyllus,11.9917,9,13.6618,27.45,6.76666,668.75,64.25,FALSE,GBIF_CURRENT=2178,,PLANTSEARCH=34
Penstemon newberryi,11.9917,9,6.95487,24.175,0.416665,849.25,98.75,FALSE,GBIF_CURRENT=3919,,PLANTSEARCH=27
Penstemon ovatus,11.9917,8,9.54722,23.925,2.47083,1073,132.75,FALSE,GBIF_CURRENT=101,,PLANTSEARCH=36
Penstemon pinifolius,11.9917,8,9.49721,25.35,2.04583,640.25,94.5,FALSE,GBIF_CURRENT=129,,PLANTSEARCH=70
Penstemon procerus,11.9917,6,4.91528,22.35,-2.64167,644.25,114,FALSE,GBIF_CURRENT=3536,,PLANTSEARCH=46
Penstemon pruinosus,11.9917,6,7.99445,27.6,-1.64167,594,115,FALSE,GBIF_CURRENT=330,,PLANTSEARCH=10
Penstemon rupicola,11.9917,6,7.0125,22.85,0.683335,1323.25,141,FALSE,GBIF_CURRENT=589,,PLANTSEARCH=35
Penstemon serrulatus,11.9917,6,7.54583,22.6,0.883335,1313,155.5,FALSE,GBIF_CURRENT=1148,,PLANTSEARCH=44
Pentagramma triangularis,11.9917,8,14.1597,27.05,9.50833,729.75,10.5,FALSE,GBIF_CURRENT=9376,,PLANTSEARCH=6
Pentanema ensifolium,11.9917,5,8.72639,23.675,0.429166,649,120.25,FALSE,GBIF_CURRENT=1848,,PLANTSEARCH=4
Pentanema orientale,11.9917,5,5.52917,20.825,-1.0625,899,172,FALSE,GBIF_CURRENT=380,,PLANTSEARCH=2
Perkinsiodendron macgregorii,11.9917,5,15.8153,29.35,5.2625,1238.5,176.75,FALSE,GBIF_CURRENT=60,,PLANTSEARCH=2
Persea borbonia,11.9917,9,19.1016,32.4658,11.1727,1232.75,209.5,TRUE,GBIF_BGCI=160,GBIF_CURRENT=376,
Persea humilis,11.9917,9,19.7588,32.5333,11.0361,1195.83,182.833,TRUE,GBIF_BGCI=34,GBIF_CURRENT=67,
Persea palustris,11.9917,9,18.0275,32.2027,9.18999,1272,238,TRUE,GBIF_BGCI=126,GBIF_CURRENT=427,
Persicaria nepalensis,11.9917,11,11.0986,24.15,3.55834,1379,119.5,FALSE,GBIF_CURRENT=2761,,PLANTSEARCH=6
Persicaria tinctoria,11.9917,11,13.3111,27.375,3.27917,1045.75,119.75,FALSE,GBIF_CURRENT=101,,PLANTSEARCH=16
Persicaria virginiana,11.9917,11,11.107,26.35,0.791665,964.5,198.5,FALSE,GBIF_CURRENT=9770,,PLANTSEARCH=30
Petasites albus,11.9917,3,7.70556,22.15,0.137499,922.75,173.5,FALSE,GBIF_CURRENT=9062,,PLANTSEARCH=41
Petasites frigidus,11.9917,9,6.63681,23.775,-1.63333,919,124,FALSE,GBIF_CURRENT=9809,,PLANTSEARCH=7
Petasites hybridus,11.9917,5,8.90555,22.35,1.2,772,151,FALSE,GBIF_CURRENT=5976,,PLANTSEARCH=66
Petasites japonicus,11.9917,8,9.70278,24.575,1.62917,870.25,150,FALSE,GBIF_CURRENT=7625,,PLANTSEARCH=54
Petrophytum caespitosum,11.9917,8,8.71528,26.55,0.191667,555,97,FALSE,GBIF_CURRENT=2213,,PLANTSEARCH=37
Petrophytum cinerascens,11.9917,3,8.87639,25.75,-0.337498,523.5,84.25,FALSE,GBIF_CURRENT=8,,PLANTSEARCH=19
Petrorhagia saxifraga,11.9917,11,10.0417,24.775,2.00416,805,149.75,FALSE,GBIF_CURRENT=6616,,PLANTSEARCH=89
Petunia exserta,11.9917,6,15.9125,28.45,7.90833,1262,275.5,FALSE,GBIF_CURRENT=60,,PLANTSEARCH=13
Peucedanum verticillare,11.9917,6,8.59861,23.1,0.583333,977,162.5,FALSE,GBIF_CURRENT=84,,PLANTSEARCH=31
Phacelia argentea,11.9917,11,12.6083,23.5,8.95,1370,46,FALSE,GBIF_CURRENT=110,,PLANTSEARCH=5
Phacelia bolanderi,11.9917,11,12.5611,24.65,8.15,1254,33.5,FALSE,GBIF_CURRENT=266,,PLANTSEARCH=11
Phacelia hastata,11.9917,9,7.75,28.65,-0.633332,708.25,129.25,FALSE,GBIF_CURRENT=4897,,PLANTSEARCH=4
Phacelia sericea,11.9917,6,9.61041,23.35,0.591667,754.5,143,FALSE,PLANTSEARCH=21,,
Phalocallis coelestis,11.9917,9,15.8333,29.375,9.72917,1340.25,262,FALSE,GBIF_CURRENT=60,,PLANTSEARCH=8
Phedimus florifer,11.9917,2,8.52222,23.9,-0.2,657,108.5,FALSE,GBIF_CURRENT=102,,PLANTSEARCH=1
Phedimus kamtschaticus,11.9917,9,8.05209,23.225,-0.483333,771.75,122.5,FALSE,GBIF_CURRENT=971,,PLANTSEARCH=24
Phedimus obtusifolius,11.9917,8,9.66459,26.675,0.383333,608.5,90.5,FALSE,GBIF_CURRENT=9,,PLANTSEARCH=3
Phedimus selskanianus,11.9917,9,6.14721,23.3,-4.1125,634.75,82,FALSE,GBIF_CURRENT=153,,PLANTSEARCH=1
Phedimus spurius,11.9917,9,8.40278,23.25,0.558335,725.5,140.5,FALSE,GBIF_CURRENT=8598,,PLANTSEARCH=21
Phedimus stoloniferus,11.9917,9,7.59028,23.1,0.0916668,659,110.5,FALSE,GBIF_CURRENT=66,,PLANTSEARCH=6
Phegopteris connectilis,11.9917,6,6.50903,22.175,-1.67917,826.75,148.5,FALSE,GBIF_CURRENT=9364,,PLANTSEARCH=51
Phegopteris hexagonoptera,11.9917,11,12.4458,30,1.575,1153.5,250,FALSE,GBIF_CURRENT=4811,,PLANTSEARCH=27
Phellodendron amurense,11.9917,11,9.94002,26.871,-0.9815,1132.38,159.5,TRUE,GBIF_BGCI=390,GBIF_CURRENT=987,
Philadelphus brachybotrys,11.9917,9,14.5972,28.2,5.14167,1081,144,FALSE,GBIF_CURRENT=14,,PLANTSEARCH=26
Philadelphus calvescens,11.9917,11,12.8681,24.95,5.48333,859.25,93.5,FALSE,GBIF_CURRENT=28,,PLANTSEARCH=9
Philadelphus delavayi,11.9917,11,12.3264,23.05,5.30833,886.5,102.5,FALSE,GBIF_CURRENT=128,,PLANTSEARCH=46
