Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,obs_record1,obs_record2,obs_record3
Philadelphus henryi,11.9917,11,13.1674,23.825,5.78333,855.5,98.5,FALSE,GBIF_CURRENT=65,,PLANTSEARCH=15
Philadelphus hirsutus,11.9917,9,12.9972,28.6,3.12083,1001.25,207.25,FALSE,GBIF_CURRENT=138,,PLANTSEARCH=27
Philadelphus lewisii,11.9917,9,9.12778,25.7,1.38333,681.25,104,FALSE,GBIF_CURRENT=3396,,PLANTSEARCH=99
Philadelphus microphyllus,11.9917,11,9.86527,26.15,2.06666,585.5,89,FALSE,GBIF_CURRENT=1121,,PLANTSEARCH=66
Philadelphus satsumi,11.9917,11,10.5243,25.175,2.1375,1235.25,162.5,FALSE,GBIF_CURRENT=871,,PLANTSEARCH=32
Philadelphus sericanthus,11.9917,9,13.9945,27.65,4.65,1001,111,FALSE,GBIF_CURRENT=234,,PLANTSEARCH=42
Philadelphus subcanus,11.9917,11,13.1569,25.25,4.575,881,88,FALSE,GBIF_CURRENT=133,,PLANTSEARCH=43
Phillyrea latifolia,11.9917,9,13.4001,27.192,6.53344,700.333,107.667,TRUE,GBIF_BGCI=13743,GBIF_CURRENT=7994,
Phlomis anisodonta,11.9917,11,10.6729,26.3,2.775,529.25,83.25,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=8
Phlomis cashmeriana,11.9917,11,9.07987,25.4,0.379166,767.75,99.5,FALSE,GBIF_CURRENT=36,,PLANTSEARCH=37
Phlomis fruticosa,11.9917,9,13.9194,27.5,6.39167,768,108.5,FALSE,GBIF_CURRENT=3221,,PLANTSEARCH=149
Phlomis grandiflora,11.9917,9,14.2667,27.325,6.77083,708,73.75,FALSE,GBIF_CURRENT=13,,PLANTSEARCH=11
Phlomis leucophracta,11.9917,11,12.2306,28.2,4.68333,674.5,76,FALSE,GBIF_CURRENT=6,,PLANTSEARCH=3
Phlomis purpurea,11.9917,9,15.1458,28.95,8.425,580,71,FALSE,GBIF_CURRENT=8759,,PLANTSEARCH=52
Phlomis russeliana,11.9917,9,10.0104,23.25,3.58333,797.75,153.75,FALSE,GBIF_CURRENT=505,,PLANTSEARCH=91
Phlomis samia,11.9917,11,10.6736,25.4,3.38333,761,121,FALSE,GBIF_CURRENT=45,,PLANTSEARCH=54
Phlox diffusa,11.9917,6,6.3611,22.5,0.666668,959,115,FALSE,GBIF_CURRENT=3670,,PLANTSEARCH=18
Phlox douglasii,11.9917,6,8.75417,26.325,0.554167,578.25,96.75,FALSE,GBIF_CURRENT=146,,PLANTSEARCH=20
Phlox kelseyi,11.9917,6,6.74792,25.2,-2.47917,428.75,76.75,FALSE,GBIF_CURRENT=106,,PLANTSEARCH=7
Phlox nivalis,11.9917,6,15.6722,32.1,5.74167,1178,254,FALSE,GBIF_CURRENT=477,,PLANTSEARCH=7
Phlox ovata,11.9917,11,10.5667,27.1,0.991666,1156,251,FALSE,GBIF_CURRENT=163,,PLANTSEARCH=9
Phlox paniculata,11.9917,11,9.9986,26.875,-0.075,919.5,175.5,FALSE,GBIF_CURRENT=9321,,PLANTSEARCH=91
Phlox stolonifera,11.9917,11,11.0736,28.725,0.920833,1156,246.25,FALSE,GBIF_CURRENT=1104,,PLANTSEARCH=26
Phlox subulata,11.9917,9,9.53472,26.15,0.233333,913,168,FALSE,GBIF_CURRENT=6462,,PLANTSEARCH=86
Phoebe sheareri,11.9917,9,16.9326,30.6555,6.75425,1345.12,142.75,TRUE,GBIF_BGCI=365,GBIF_CURRENT=159,
Photinia beauverdiana,11.9917,9,15.4692,29.084,6.08058,1317,136.5,TRUE,GBIF_BGCI=696,GBIF_CURRENT=340,
Photinia glabra,11.9917,9,15.4128,29.034,7.00533,1211,150.25,TRUE,GBIF_BGCI=612,GBIF_CURRENT=502,
Photinia serratifolia,11.9917,9,15.6924,29.314,7.23358,1064.12,130.625,TRUE,GBIF_BGCI=762,GBIF_CURRENT=1086,
Photinia villosa,11.9917,11,13.9668,28.8762,4.30167,1311.62,162.375,TRUE,GBIF_BGCI=926,GBIF_CURRENT=1013,
Phuopsis stylosa,11.9917,6,9.84027,22.6,2.81666,729,146,FALSE,GBIF_CURRENT=605,,PLANTSEARCH=73
Phygelius aequalis,11.9917,8,13.0451,23.625,7,814,95.5,FALSE,GBIF_CURRENT=126,,PLANTSEARCH=33
Phygelius capensis,11.9917,11,10.6694,23.525,4.75834,761.25,100.75,FALSE,GBIF_CURRENT=189,,PLANTSEARCH=63
Phyllocladus alpinus,11.9917,11,10.582,21.5,6.2,1675,303,FALSE,GBIF_CURRENT=8310,,PLANTSEARCH=20
Phyllodoce glanduliflora,11.9917,6,3.36805,18.875,-2.10417,952,166.75,FALSE,GBIF_CURRENT=1557,,PLANTSEARCH=9
Phyllodoce nipponica,11.9917,5,5.49097,21.525,-1.94166,1345.75,177,FALSE,GBIF_CURRENT=263,,PLANTSEARCH=9
Phyllostachys atrovaginata,11.9917,9,15.1222,30.6,4.65,1157,100,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=8
Phyllostachys aureosulcata,11.9917,11,12.009,28.45,2.03333,953.25,190.75,FALSE,GBIF_CURRENT=240,,PLANTSEARCH=69
Phyllostachys edulis,11.9917,9,14.5528,27.375,5.50417,1210.75,154.5,FALSE,GBIF_CURRENT=518,,PLANTSEARCH=27
Phyllostachys glauca,11.9917,9,13.7333,29.875,3.40833,887.75,104.5,FALSE,GBIF_CURRENT=40,,PLANTSEARCH=14
Phyllostachys makinoi,11.9917,6,18.5451,30.475,11.5875,1703.5,134.25,FALSE,GBIF_CURRENT=106,,PLANTSEARCH=9
Phyllostachys nigra,11.9917,11,13.3556,27.9,4.9875,1085,145.5,FALSE,GBIF_CURRENT=880,,PLANTSEARCH=131
Phyllostachys reticulata,11.9917,9,14.2639,27.9,5.26667,1076.5,134.5,FALSE,GBIF_CURRENT=1256,,PLANTSEARCH=7
Phyllostachys sulphurea,11.9917,9,15.3055,28.5,5.6875,1131.5,121.75,FALSE,GBIF_CURRENT=58,,PLANTSEARCH=9
Phyllostachys vivax,11.9917,11,11.8389,26.15,4.83333,1066.5,122.5,FALSE,GBIF_CURRENT=20,,PLANTSEARCH=30
Physalis peruviana,11.9917,11,12.4951,24.25,7.16667,780.75,129,FALSE,GBIF_CURRENT=8064,,PLANTSEARCH=68
Physaria arctica,11.9917,3,4.23333,15.05,-0.883335,411.5,80,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=4
Physaria reediana,11.9917,6,7.50972,24.9,-1.05417,622.5,103.5,FALSE,GBIF_CURRENT=231,,PLANTSEARCH=5
Physocarpus capitatus,11.9917,11,10.3639,24.3,3.625,1007.5,111,FALSE,GBIF_CURRENT=4513,,PLANTSEARCH=88
Physocarpus malvaceus,11.9917,6,7.8,25.6,-0.850002,607.25,101,FALSE,GBIF_CURRENT=1344,,PLANTSEARCH=42
Physocarpus opulifolius,11.9917,9,7.74931,25.2,-2.43333,837.75,153.5,FALSE,GBIF_CURRENT=9668,,PLANTSEARCH=186
Physoplexis comosa,11.9917,8,7.07222,21.425,0.304166,884.75,146.5,FALSE,GBIF_CURRENT=555,,PLANTSEARCH=43
Phyteuma hemisphaericum,11.9917,6,4.34583,19.3,-1.69167,1108.5,204.5,FALSE,GBIF_CURRENT=5406,,PLANTSEARCH=26
Phyteuma nigrum,11.9917,3,8.86111,22.6,1.51667,791.5,165.5,FALSE,GBIF_CURRENT=4751,,PLANTSEARCH=27
Phyteuma orbiculare,11.9917,5,6.94028,21.45,-0.250002,982.5,186,FALSE,GBIF_CURRENT=6779,,PLANTSEARCH=47
Phyteuma scheuchzeri,11.9917,8,8.69375,22.725,1.00417,906.25,156.5,FALSE,GBIF_CURRENT=1129,,PLANTSEARCH=43
Phyteuma sieberi,11.9917,6,3.8,18.025,-2.57083,1086.75,178.25,FALSE,GBIF_CURRENT=239,,PLANTSEARCH=22
Phytolacca americana,11.9917,11,11.8542,27.65,2.43333,951.5,176.5,FALSE,GBIF_CURRENT=9786,,PLANTSEARCH=133
Picea abies,11.9917,9,7.80089,23.641,-0.453499,781,141,TRUE,GBIF_BGCI=213041,GBIF_CURRENT=55864,
Picea alcoquiana,11.9917,11,9.79271,24.2,0.333332,1427,145,TRUE,GBIF_BGCI=43,,GBIF_CURRENT=74
Picea asperata,11.9917,8,9.13077,24.5075,-1.01942,691.75,50.75,TRUE,GBIF_BGCI=154,,GBIF_CURRENT=185
Picea brachytyla,11.9917,11,11.3588,23.4833,3.45,883.5,83.8333,TRUE,GBIF_BGCI=393,,GBIF_CURRENT=258
Picea breweriana,11.9917,6,8.49646,23.258,3.18567,1130.25,108.25,TRUE,GBIF_BGCI=289,,GBIF_CURRENT=513
Picea crassifolia,11.9917,6,5.95295,24.031,-4.7855,574.75,51,TRUE,GBIF_BGCI=22,GBIF_CURRENT=28,
Picea engelmannii,11.9917,6,5.92987,24.054,-2.355,625.75,98.25,TRUE,GBIF_BGCI=393,GBIF_CURRENT=901,
Picea glauca,11.9917,6,6.36495,24.7305,-3.71756,847.125,144.375,TRUE,GBIF_BGCI=1414,GBIF_CURRENT=5940,
Picea jezoensis,11.9917,8,7.49955,24.256,-3.22956,1089.88,161,TRUE,GBIF_BGCI=222,GBIF_CURRENT=318,
Picea koraiensis,11.9917,8,4.45403,24.6615,-9.75082,698,56,TRUE,GBIF_BGCI=13,GBIF_CURRENT=57,
Picea likiangensis,11.9917,11,9.27083,22.2011,1.92879,997.25,91.375,TRUE,GBIF_BGCI=654,,GBIF_CURRENT=236
Picea mariana,11.9917,6,5.4967,24.7579,-5.79215,869.625,158.875,TRUE,GBIF_BGCI=1075,GBIF_CURRENT=2610,
Picea pungens,11.9917,9,7.86825,25.5305,-0.450846,739,132.125,TRUE,GBIF_BGCI=120,GBIF_CURRENT=6558,
Picea rubens,11.9917,6,6.90282,25.3915,-4.66883,1036,204.25,TRUE,GBIF_BGCI=911,GBIF_CURRENT=2140,
Picea sitchensis,11.9917,11,9.88287,21.26,4.08634,1199.75,153.5,TRUE,GBIF_BGCI=704,GBIF_CURRENT=30016,
Picea smithiana,11.9917,11,10.5683,23.881,3.66508,799,107.625,TRUE,GBIF_BGCI=24,GBIF_CURRENT=94,
Picea spinulosa,11.9917,8,8.79584,19.9167,2.71389,935,68.1667,TRUE,GBIF_BGCI=19,GBIF_CURRENT=22,
Picea wilsonii,11.9917,11,8.86228,26.2825,-1.64409,704.5,50.875,TRUE,GBIF_BGCI=183,GBIF_CURRENT=82,
Picrasma quassioides,11.9917,11,12.8618,28.216,3.175,1068.17,130.333,TRUE,GBIF_CURRENT=455,,URBANPLANTS=2
Pieris floribunda,11.9917,11,10.1875,25.15,1.46666,1011,209.5,FALSE,GBIF_CURRENT=310,,PLANTSEARCH=81
Pieris formosa,11.9917,11,14,24.8135,6.0575,1040.12,107.375,TRUE,GBIF_BGCI=538,GBIF_CURRENT=243,
Pieris japonica,11.9917,11,13.276,26.638,4.94875,1436.62,174.75,TRUE,GBIF_BGCI=1124,GBIF_CURRENT=1778,
Pilgerodendron uviferum,11.9917,9,8.92708,18.7833,4.80555,1613,219,TRUE,GBIF_BGCI=202,,GBIF_CURRENT=261
Piloselloides hirsuta,11.9917,9,15.5799,24.8,9.57083,905.75,76.75,FALSE,GBIF_CURRENT=871,,PLANTSEARCH=2
Pimelea prostrata,11.9917,11,9.90834,21.2,5.39167,1313.5,258,FALSE,GBIF_CURRENT=1534,,PLANTSEARCH=20
Pinguicula macroceras,11.9917,8,7.81389,22.075,1.66667,1320.75,164.25,FALSE,GBIF_CURRENT=545,,PLANTSEARCH=5
Pinus albicaulis,11.9917,6,3.95469,22.6667,-3.28333,832.5,115.833,TRUE,GBIF_BGCI=685,,GBIF_CURRENT=3246
Pinus aristata,11.9917,6,5.09189,23.48,-2.73675,616.25,106.5,TRUE,GBIF_BGCI=116,GBIF_CURRENT=312,
Pinus armandii,11.9917,11,12.6472,25.7535,3.94067,1000.75,78.5,TRUE,GBIF_BGCI=523,,GBIF_CURRENT=660
Pinus balfouriana,11.9917,9,4.93958,22.2167,-1.44444,745.5,72.1667,TRUE,GBIF_BGCI=409,,GBIF_CURRENT=573
Pinus brutia,11.9917,11,15.0867,29.9095,7.42467,628.25,50,TRUE,GBIF_BGCI=206,GBIF_CURRENT=436,
Pinus cembra,11.9917,6,5.7048,21.8225,-2.38008,984.875,170.875,TRUE,GBIF_BGCI=4089,GBIF_CURRENT=2870,
Pinus contorta,11.9917,8,8.1024,22.69,1.79431,767,99.625,TRUE,GBIF_BGCI=2282,GBIF_CURRENT=8389,
Pinus densata,11.9917,11,7.90442,21.1115,0.787083,670,50.25,TRUE,GBIF_BGCI=258,GBIF_CURRENT=76,
Pinus densiflora,11.9917,11,12.1344,28.2524,2.54283,1202.75,135.375,TRUE,GBIF_BGCI=561,GBIF_CURRENT=1067,
Pinus flexilis,11.9917,9,7.16413,26.411,-1.4095,597.25,80.875,TRUE,GBIF_BGCI=787,GBIF_CURRENT=1194,
Pinus halepensis,11.9917,9,14.4003,28.826,7.70866,533.5,74.25,TRUE,GBIF_BGCI=60917,GBIF_CURRENT=20704,
Pinus heldreichii,11.9917,9,8.78568,24.714,0.9275,908.125,129.25,TRUE,GBIF_BGCI=30,GBIF_CURRENT=65,
Pinus jeffreyi,11.9917,11,9.24894,25.6545,2.76239,767.875,83.125,TRUE,GBIF_BGCI=975,GBIF_CURRENT=1071,
Pinus koraiensis,11.9917,8,6.8896,26.124,-5.24958,925.375,80.75,TRUE,GBIF_BGCI=84,GBIF_CURRENT=241,
Pinus lambertiana,11.9917,9,10.075,26.7187,3.46178,832.333,73.3333,TRUE,GBIF_BGCI=843,GBIF_CURRENT=797,
Pinus monticola,11.9917,6,7.57666,24.445,0.0470817,924.25,95,TRUE,GBIF_BGCI=669,,GBIF_CURRENT=3813
Pinus mugo,11.9917,9,8.07305,23.308,0.49375,965.625,165.125,TRUE,GBIF_BGCI=12125,GBIF_CURRENT=11083,
Pinus muricata,11.9917,11,13.6155,24.2465,9.48191,675.875,44.125,TRUE,GBIF_BGCI=916,,GBIF_CURRENT=1008
Pinus nigra,11.9917,11,10.4436,26.7485,2.32166,743,136.375,TRUE,GBIF_BGCI=24356,GBIF_CURRENT=16634,
Pinus parviflora,11.9917,11,11.1274,27.7465,1.05506,1325.12,187.75,TRUE,GBIF_BGCI=401,GBIF_CURRENT=367,
Pinus pinea,11.9917,9,14.6669,28.9735,8.44724,621.5,81.75,TRUE,GBIF_BGCI=10807,GBIF_CURRENT=190346,
Pinus ponderosa,11.9917,11,9.6901,27.246,1.63525,616.5,79.125,TRUE,GBIF_BGCI=2083,GBIF_CURRENT=9540,
Pinus pumila,11.9917,6,0.73125,21.2,-8.85417,693.25,97,FALSE,GBIF_CURRENT=2746,,PLANTSEARCH=78
Pinus resinosa,11.9917,6,7.24707,26.805,-4.625,933.75,174,TRUE,GBIF_BGCI=789,GBIF_CURRENT=2536,
Pinus rigida,11.9917,11,11.1862,28.27,1.19875,1068.25,205.5,TRUE,GBIF_BGCI=705,GBIF_CURRENT=2999,
Pinus strobiformis,11.9917,11,11.2159,27.8115,3.69642,658.25,73.625,TRUE,GBIF_BGCI=366,GBIF_CURRENT=541,
Pinus strobus,11.9917,9,8.62553,27.3608,-2.19642,996.375,190.875,TRUE,GBIF_BGCI=4849,GBIF_CURRENT=23606,
Pinus sylvestris,11.9917,6,8.16147,23.745,0.0162498,752,137,TRUE,GBIF_BGCI=272728,GBIF_CURRENT=65041,
Pinus thunbergii,11.9917,11,14.0804,29.4765,4.84258,1250.62,153.625,TRUE,GBIF_BGCI=244,GBIF_CURRENT=487,
Pinus uncinata,11.9917,6,7.86996,22.3015,1.4375,1056.38,180.875,TRUE,GBIF_BGCI=2964,GBIF_CURRENT=6753,
Pinus virginiana,11.9917,11,13.1568,30.497,2.8665,1109.25,239,TRUE,GBIF_BGCI=400,GBIF_CURRENT=1303,
Pinus wallichiana,11.9917,9,11.5948,25.497,4.406,874.75,145.25,TRUE,URBANPLANTS=8,PLANTSEARCH=169,
Piptanthus nepalensis,11.9917,11,10.1806,21.5,4.05,865,96.5,FALSE,GBIF_CURRENT=266,,PLANTSEARCH=34
Pittosporum illicioides,11.9917,9,14.2854,25.4,6.66667,1541.75,147.25,FALSE,GBIF_CURRENT=990,,PLANTSEARCH=23
Pittosporum subulisepalum,11.9917,5,16.4028,32.35,4.85834,1290.5,198.5,FALSE,GBIF_CURRENT=6,,PLANTSEARCH=4
Pittosporum tobira,11.9917,9,14.0403,26.85,7.4,756.75,112.5,FALSE,GBIF_CURRENT=9678,,PLANTSEARCH=151
Pittosporum truncatum,11.9917,9,14.8917,28.775,5.775,1005.5,102,FALSE,GBIF_CURRENT=158,,PLANTSEARCH=21
Plagiorhegma dubium,11.9917,6,6.15417,24.15,-5.1,732,97,FALSE,GBIF_CURRENT=296,,PLANTSEARCH=19
Planocarpa petiolaris,11.9917,5,7.50834,19.25,3.52083,1087.5,205,FALSE,GBIF_CURRENT=281,,PLANTSEARCH=3
Plantago lanceolata,11.9917,11,10.2278,24.4,3.225,798.5,142.5,FALSE,GBIF_CURRENT=8186,,PLANTSEARCH=139
Plantago major,11.9917,9,9.68681,24.675,2.6,786,134.25,FALSE,GBIF_CURRENT=8358,,PLANTSEARCH=135
Plantago subulata,11.9917,8,10.1021,23.6,2.51667,768.25,140,FALSE,GBIF_CURRENT=6840,,PLANTSEARCH=19
Platanus orientalis,11.9917,11,15.2512,28.311,7.41707,727.625,96.375,TRUE,GBIF_BGCI=868,GBIF_CURRENT=1196,
Platycarya strobilacea,11.9917,9,14.9278,29.4085,5.44633,1245.75,134.25,TRUE,GBIF_BGCI=710,GBIF_CURRENT=736,
Platycodon grandiflorus,11.9917,11,9.72014,26.175,0.399999,847.25,128.25,FALSE,GBIF_CURRENT=2587,,PLANTSEARCH=125
Plectritis congesta,11.9917,9,10.7187,23.675,4.44167,1015,99,FALSE,GBIF_CURRENT=3964,,PLANTSEARCH=9
Pleioblastus argenteostriatus,11.9917,11,13.3938,28.2,4.58333,1247.5,156,FALSE,GBIF_CURRENT=1411,,PLANTSEARCH=11
Pleioblastus viridistriatus,11.9917,9,12.9819,28.1,4.60834,1211.5,148.5,FALSE,GBIF_CURRENT=116,,PLANTSEARCH=41
Plocama calabrica,11.9917,9,13.5695,27.55,6.25833,736.25,68.5,FALSE,GBIF_CURRENT=638,,PLANTSEARCH=6
Poa buchananii,11.9917,9,6.96527,19.15,2.86667,1746.5,304.5,FALSE,GBIF_CURRENT=120,,PLANTSEARCH=4
Poa cita,11.9917,9,10.0521,21.6,4.59583,1121.25,214.5,FALSE,GBIF_CURRENT=1266,,PLANTSEARCH=13
Podocarpus acutifolius,11.9917,9,10.3375,21.75,5.20833,1592,282.5,FALSE,GBIF_CURRENT=299,,PLANTSEARCH=38
Podocarpus lawrencei,11.9917,9,7.91805,20.9,3.19167,1207.5,215.5,FALSE,GBIF_CURRENT=1226,,PLANTSEARCH=55
Podocarpus macrophyllus,11.9917,9,17.5477,29.7165,9.12484,1478,145.125,TRUE,GBIF_BGCI=573,,GBIF_CURRENT=812
Podocarpus nivalis,11.9917,9,7.84446,20.5,2.79167,1749,313.5,FALSE,GBIF_CURRENT=2311,,PLANTSEARCH=86
Podocarpus salignus,11.9917,11,10.5583,23.85,5.58333,1185.83,110.333,TRUE,GBIF_BGCI=165,,GBIF_CURRENT=292
Podocarpus totara,11.9917,11,11.4453,21.7647,6.81367,1463.17,293.667,TRUE,GBIF_BGCI=5086,GBIF_CURRENT=5070,
Podophyllum peltatum,11.9917,11,11.3861,28.05,0.874998,1000.5,195.5,FALSE,GBIF_CURRENT=9772,,PLANTSEARCH=140
Podophyllum versipelle,11.9917,6,14.6847,27.775,4.13333,962.25,108.5,FALSE,GBIF_CURRENT=21,,PLANTSEARCH=22
Polemonium brandegeei,11.9917,2,5.36598,24.9,-2.52083,521.25,87.25,FALSE,GBIF_CURRENT=140,,PLANTSEARCH=2
Polemonium caeruleum,11.9917,6,5.97083,22.3,-2.67083,715.25,124.75,FALSE,GBIF_CURRENT=8175,,PLANTSEARCH=125
Polemonium reptans,11.9917,11,10.3674,28.925,-0.545833,986.5,183.25,FALSE,GBIF_CURRENT=7151,,PLANTSEARCH=86
Poliothyrsis sinensis,11.9917,9,14.9469,29.698,5.1715,1140.5,110,TRUE,GBIF_BGCI=49,GBIF_CURRENT=56,
Polygala amarella,11.9917,2,7.4993,22.15,0.425002,659.25,122.25,FALSE,GBIF_CURRENT=6535,,PLANTSEARCH=10
Polygaloides chamaebuxus,11.9917,9,7.99723,21.85,1.75,1010.5,183.25,FALSE,GBIF_CURRENT=4826,,PLANTSEARCH=4
Polygonatum biflorum,11.9917,11,11.4347,29.15,0.804166,1017,201.5,FALSE,GBIF_CURRENT=8411,,PLANTSEARCH=98
Polygonatum cirrhifolium,11.9917,11,9.79236,23.7,2.7875,840.5,94.25,FALSE,GBIF_CURRENT=396,,PLANTSEARCH=35
Polygonatum geminiflorum,11.9917,5,5.70485,21.85,-1.025,626.75,93.25,FALSE,GBIF_CURRENT=19,,PLANTSEARCH=5
Polygonatum hookeri,11.9917,5,5.41528,18.9,-0.791665,721.5,79.5,FALSE,GBIF_CURRENT=112,,PLANTSEARCH=26
Polygonatum kingianum,11.9917,9,15.3007,28.15,6.78333,1168,110.5,FALSE,GBIF_CURRENT=150,,PLANTSEARCH=37
Polygonatum odoratum,11.9917,9,7.5111,23.525,-0.00833499,719,120.5,FALSE,GBIF_CURRENT=7613,,PLANTSEARCH=140
Polygonatum prattii,11.9917,11,12.3556,23.675,4.95,854.75,95.25,FALSE,GBIF_CURRENT=63,,PLANTSEARCH=20
Polygonatum pubescens,11.9917,6,8.675,26.55,-1.95,953,189.5,FALSE,GBIF_CURRENT=5264,,PLANTSEARCH=34
Polygonatum verticillatum,11.9917,6,7.07083,21.55,-0.0208317,977,179.75,FALSE,GBIF_CURRENT=7785,,PLANTSEARCH=87
Polygonatum zanlanscianense,11.9917,11,13.2333,28.75,3.74583,983.5,102.25,FALSE,GBIF_CURRENT=161,,PLANTSEARCH=15
Polygonum graminifolium,11.9917,11,11.7417,27.3,2,655,126,FALSE,GBIF_CURRENT=1,,
polymnia canadensis,11.9917,11,11.9764,29.825,0.954167,1054.25,220,FALSE,GBIF_CURRENT=3558,,PLANTSEARCH=16
Polypodium glycyrrhiza,11.9917,9,10.3667,23.65,4.70833,1067.5,121.5,FALSE,GBIF_CURRENT=9778,,PLANTSEARCH=23
Polypodium hesperium,11.9917,5,8.06736,24.55,-0.154166,686.75,110,FALSE,GBIF_CURRENT=947,,PLANTSEARCH=5
Polypodium virginianum,11.9917,9,7.84376,27.1,-3.0125,1022.75,198.75,FALSE,GBIF_CURRENT=9005,,PLANTSEARCH=39
Polyspora axillaris,11.9917,8,18.74,27.5053,12.418,2060.67,150,TRUE,GBIF_BGCI=861,GBIF_CURRENT=539,
Polyspora longicarpa,11.9917,9,13.9875,23.5667,7.58611,1114,89.3333,TRUE,GBIF_BGCI=62,GBIF_CURRENT=44,
Polyspora speciosa,11.9917,9,15.2635,28.0333,6.81111,1045,83.1667,TRUE,GBIF_BGCI=5,GBIF_CURRENT=3,
Polystichum acrostichoides,11.9917,11,11.4458,29,0.866666,1059,215,FALSE,GBIF_CURRENT=9754,,PLANTSEARCH=129
Polystichum andersonii,11.9917,6,7.5236,21.95,1.46667,1452.5,180.5,FALSE,GBIF_CURRENT=497,,PLANTSEARCH=22
Polystichum braunii,11.9917,6,6.91945,22.525,-1.00417,1090.25,185,FALSE,GBIF_CURRENT=6066,,PLANTSEARCH=73
Polystichum dracomontanum,11.9917,5,12.9472,23.375,6.64583,882.5,93,FALSE,GBIF_CURRENT=14,,PLANTSEARCH=8
Polystichum imbricans,11.9917,11,11.9472,26.95,6.94167,953,25,FALSE,GBIF_CURRENT=1879,,PLANTSEARCH=5
Polystichum kruckebergii,11.9917,2,6.48054,22.65,2.36667,895,76.25,FALSE,GBIF_CURRENT=223,,PLANTSEARCH=2
Polystichum lonchitis,11.9917,6,5.30833,20.35,-1.34584,974.75,179,FALSE,GBIF_CURRENT=7507,,PLANTSEARCH=58
Polystichum luctuosum,11.9917,9,13.5264,28.85,4.11666,1333.25,182.5,FALSE,GBIF_CURRENT=2574,,PLANTSEARCH=18
Polystichum makinoi,11.9917,11,12.4611,27.65,3.825,1356.75,171,FALSE,GBIF_CURRENT=774,,PLANTSEARCH=41
Polystichum munitum,11.9917,9,10.3889,23.5,4.3625,1028,118.25,FALSE,GBIF_CURRENT=9785,,PLANTSEARCH=73
Polystichum neolobatum,11.9917,11,12.9222,27.4,4.3875,1058.25,114,FALSE,GBIF_CURRENT=174,,PLANTSEARCH=35
Polystichum proliferum,11.9917,11,11.7486,23.4,6.65833,984,179.5,FALSE,GBIF_CURRENT=8920,,PLANTSEARCH=36
Polystichum scopulinum,11.9917,5,8.69514,25.475,3.88334,728.75,59,FALSE,GBIF_CURRENT=485,,PLANTSEARCH=3
Polystichum setiferum,11.9917,11,11.2139,24.125,4.74583,856.5,157.5,FALSE,GBIF_CURRENT=7445,,PLANTSEARCH=117
Polystichum tripteron,11.9917,11,10.9611,27.25,0.55,1261,156.5,FALSE,GBIF_CURRENT=4425,,PLANTSEARCH=27
Poncirus trifoliata,11.9917,9,14.15,28.95,4.225,1051,202.5,FALSE,GBIF_CURRENT=3378,,PLANTSEARCH=123
Pontechium maculatum,11.9917,6,7.81112,24.65,-1.66667,642,121,FALSE,GBIF_CURRENT=1177,,PLANTSEARCH=14
Populus maximowiczii,11.9917,5,2.59305,23.575,-9.67083,666.75,73.5,FALSE,GBIF_CURRENT=2705,,PLANTSEARCH=35
Populus tremuloides,11.9917,9,7.33388,26.5955,-3.649,808.875,114.25,TRUE,GBIF_BGCI=3040,GBIF_CURRENT=9409,
Populus trichocarpa,11.9917,8,8.55691,24.048,1.65308,669.625,105.25,TRUE,GBIF_BGCI=3141,GBIF_CURRENT=9525,
Potentilla alba,11.9917,5,8.65833,23.525,0.695833,709,133.25,FALSE,GBIF_CURRENT=3593,,PLANTSEARCH=61
Potentilla argyrophylla,11.9917,8,7.38195,21.85,0.241668,736.5,126.5,FALSE,GBIF_CURRENT=190,,PLANTSEARCH=23
Potentilla calabra,11.9917,9,8.89028,22.05,2.83333,768.75,112.5,FALSE,GBIF_CURRENT=51,,PLANTSEARCH=11
Potentilla chinensis,11.9917,11,10.6542,26.825,0.158334,1065.25,97.75,FALSE,GBIF_CURRENT=1647,,PLANTSEARCH=19
Potentilla cinerea,11.9917,6,8.91389,23.45,1.07083,697.5,126.25,FALSE,GBIF_CURRENT=3821,,PLANTSEARCH=15
Potentilla divina,11.9917,2,3.0993,18.675,-3.35416,1039,183.75,FALSE,GBIF_CURRENT=75,,PLANTSEARCH=2
Potentilla dombeyi,11.9917,5,6.55972,17,3.03333,796,145.5,FALSE,GBIF_CURRENT=42,,PLANTSEARCH=6
Potentilla nepalensis,11.9917,8,8.75556,22.625,1.14167,785.75,144.5,FALSE,GBIF_CURRENT=106,,PLANTSEARCH=58
Potentilla nitida,11.9917,5,4.19722,18.475,-1.87083,1002.5,173.5,FALSE,GBIF_CURRENT=1463,,PLANTSEARCH=48
Potentilla nivea,11.9917,3,1.88056,19.15,-5.25417,695.25,121.75,FALSE,GBIF_CURRENT=3372,,PLANTSEARCH=34
Potentilla recta,11.9917,8,9.14861,25.4,0.0791649,817,154,FALSE,GBIF_CURRENT=8999,,PLANTSEARCH=90
Potentilla thurberi,11.9917,11,9.75278,25.5,2.14584,667.5,98,FALSE,GBIF_CURRENT=589,,PLANTSEARCH=20
