Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,PLANTSEARCH,URBANPLANTS,GBIF_CURRENT,GBIF_BGCI
Rhododendron watsonii,11.9917,11,11.1557,24.2,3.06111,821.167,68.1667,True,,,16,29
Rhododendron weyrichii,11.9917,9,13.9031,27.8333,4.98056,1780.0,188.833,True,,,88,225
Rhododendron wightii,11.9917,6,5.96875,19.1,0.300001,739.5,87.75,False,34,,16,
Rhododendron williamsianum,11.9917,11,10.7806,23.475,3.72083,945.25,102.75,False,69,,13,
Rhododendron wiltonii,11.9917,11,13.1694,24.8,4.98334,991.5,107.5,False,28,,24,
Rhododendron wumingense,11.9917,9,16.9625,26.825,9.53333,1260.25,96.5,False,5,,5,
Rhododendron yakushimanum,11.9917,11,10.9042,22.75,3.2125,1943.0,311.25,False,58,,17,
Rhododendron yedoense,11.9917,11,11.0153,26.725,0.1375,1160.0,140.25,False,26,,836,
Rhododendron yuefengense,11.9917,9,14.55,27.15,5.4,1132.0,114.5,False,16,,14,
Rhododendron yunnanense,11.9917,11,11.5979,23.0,4.46667,835.0,95.0,False,73,,189,
Rhododendron zaleucum,11.9917,11,12.4896,22.4333,6.06111,1177.0,102.333,True,,,21,49
Rhodothamnus chamaecistus,11.9917,6,5.85139,20.1,-0.812502,1066.25,192.0,False,29,,2168,
Rhus aromatica,11.9917,11,12.0986,29.85,1.44167,851.5,151.5,False,144,,9845,
Rhus copallinum,11.9917,11,13.1805,30.2475,3.03117,1033.62,203.375,True,,,4622,1058
Rhus glabra,11.9917,11,11.2742,29.019,0.7515,957.625,153.25,True,,,5522,1291
Rhus typhina,11.9917,9,8.98631,26.701,-0.853999,830.375,142.25,True,,,25913,2127
Ribes acerifolium,11.9917,2,6.39166,24.85,-0.666667,1521.75,213.5,False,1,,228,
Ribes alpinum,11.9917,6,7.98889,22.75,0.0916665,729.0,132.0,False,160,,9000,
Ribes aureum,11.9917,9,9.7,26.575,1.1125,565.75,91.5,False,118,,9541,
Ribes bracteosum,11.9917,6,8.71667,22.175,2.32083,1490.75,164.0,False,24,,1766,
Ribes cereum,11.9917,6,7.70833,25.7,-0.0666667,567.0,86.0,False,32,,7771,
Ribes cucullatum,11.9917,5,8.02222,20.2,2.58333,739.5,123.0,False,12,,81,
Ribes davidii,11.9917,11,13.7597,26.2,6.30417,1070.5,58.5,False,5,,33,
Ribes divaricatum,11.9917,11,10.4542,22.85,3.83334,810.0,109.0,False,54,,1162,
Ribes glandulosum,11.9917,6,4.89167,23.1,-5.24167,869.0,162.0,False,29,,2608,
Ribes hirtellum,11.9917,6,6.64444,25.5,-4.10833,843.0,150.0,False,19,,1392,
Ribes laurifolium,11.9917,11,14.0535,24.875,5.62083,984.75,107.5,False,40,,24,
Ribes lobbii,11.9917,9,8.76529,23.6,3.375,1117.5,104.5,False,10,,595,
Ribes longeracemosum,11.9917,9,9.09721,23.1,2.85,911.25,97.0,False,6,,5,
Ribes luridum,11.9917,11,9.75834,23.3,2.97083,740.0,79.0,False,7,,61,
Ribes petraeum,11.9917,6,6.8375,21.65,0.199998,935.5,180.0,False,53,,3572,
Ribes rubrum,11.9917,9,9.70069,23.225,2.6,727.5,141.75,False,85,,6938,
Ribes sanguineum,11.9917,8,10.0014,22.85,3.575,808.5,140.5,False,92,,9487,
Ribes triste,11.9917,3,2.87083,23.15,-9.10833,664.0,84.5,False,22,,3329,
Ribes uva-crispa,11.9917,9,8.975,22.8,1.87083,748.5,144.5,False,76,,8376,
Ribes viburnifolium,11.9917,9,15.9424,27.225,11.4125,453.75,6.5,False,31,,391,
Robinia pseudoacacia,11.9917,11,11.5646,27.1827,2.69333,852.0,152.375,True,,,15367,1847
Rodgersia aesculifolia,11.9917,11,10.2333,24.2,1.675,832.0,100.5,False,132,,272,
Rodgersia pinnata,11.9917,11,9.02361,22.45,2.43333,828.5,102.0,False,84,,88,
Rodgersia podophylla,11.9917,6,8.83194,22.55,0.866665,1032.5,149.0,False,104,,1788,
Rodgersia sambucifolia,11.9917,11,12.45,23.825,4.9625,855.5,92.5,False,58,,58,
Rohdea japonica,11.9917,9,14.1951,29.15,4.7,1263.0,158.5,False,109,,306,
Romneya coulteri,11.9917,9,15.2639,27.75,9.05417,552.75,67.75,False,83,,1828,
Romneya trichocalyx,11.9917,9,16.0049,28.3,11.2542,479.0,9.0,False,16,,779,
Rosa acicularis,11.9917,6,3.40972,23.2,-7.35,618.5,97.0,False,90,,6905,
Rosa brunonii,11.9917,11,12.1507,24.625,4.34583,848.75,103.25,False,39,,71,
Rosa canina,11.9917,9,9.76527,23.95,2.875,748.0,138.5,False,171,,8012,
Rosa corymbifera,11.9917,8,9.64167,23.7,2.06667,770.5,148.25,False,40,,4978,
Rosa davidii,11.9917,11,11.4396,25.125,2.375,782.5,83.25,False,41,,118,
Rosa ecae,11.9917,11,9.27917,25.3,-0.783332,572.5,82.0,False,20,,68,
Rosa filipes,11.9917,11,10.7778,24.725,3.6875,857.0,99.5,False,23,,27,
Rosa gallica,11.9917,11,9.59443,24.45,1.66667,756.5,147.0,False,96,,4704,
Rosa glauca,11.9917,6,7.39583,22.65,-0.316667,726.5,132.5,False,137,,6405,
Rosa glomerata,11.9917,11,13.1347,24.85,5.23334,971.5,91.5,False,10,,105,
Rosa gymnocarpa,11.9917,11,10.4222,24.0,3.81667,940.0,102.0,False,52,,2877,
Rosa helenae,11.9917,11,12.8181,25.65,4.4625,905.75,94.75,False,50,,188,
Rosa henryi,11.9917,9,15.3028,28.2,6.04167,1192.5,137.0,False,26,,431,
Rosa laevigata,11.9917,5,16.1139,29.0,6.775,1166.5,170.0,False,1,,1552,
Rosa longicuspis,11.9917,8,13.4618,24.15,6.14583,937.25,102.0,False,33,,274,
Rosa macrophylla,11.9917,11,9.6875,22.225,2.68334,813.5,96.0,False,37,,193,
Rosa micrantha,11.9917,11,10.4194,24.4,3.12917,748.0,149.0,False,43,,6066,
Rosa morrisonensis,11.9917,8,5.95833,13.1,1.2,4269.0,302.0,False,1,,143,
Rosa moyesii,11.9917,11,9.05971,22.575,1.7125,793.75,96.25,False,80,,226,
Rosa nutkana,11.9917,9,10.05,23.5,3.19167,858.0,114.0,False,64,,3537,
Rosa palustris,11.9917,11,10.0806,27.0,0.125002,988.5,198.5,False,102,,2882,
Rosa pendulina,11.9917,6,6.90694,21.95,-0.158332,1021.5,190.75,False,95,,5782,
Rosa persetosa,11.9917,11,11.9271,24.175,3.22083,779.5,84.5,False,4,,25,
Rosa pisocarpa,11.9917,11,10.3396,24.775,3.40417,990.5,108.5,False,41,,540,
Rosa pulverulenta,11.9917,9,9.57987,25.275,2.22083,710.75,107.25,False,29,,608,
Rosa roxburghii,11.9917,9,13.9632,26.85,4.60417,986.75,101.5,False,84,,369,
Rosa rubiginosa,11.9917,11,10.4014,24.5,3.61667,799.5,154.0,False,1,,7658,
Rosa rubus,11.9917,9,14.7,27.1,5.67083,1022.5,101.25,False,13,,408,
Rosa rugosa,11.9917,5,9.00416,23.45,1.85,801.0,150.5,False,1,,8892,
Rosa sempervirens,11.9917,9,13.225,27.1,6.15,729.5,122.0,False,67,,7407,
Rosa serafinii,11.9917,9,9.96389,23.35,2.88333,842.0,122.0,False,35,,314,
Rosa sertata,11.9917,11,12.1736,25.85,2.68334,778.75,73.0,False,15,,197,
Rosa sherardii,11.9917,3,8.42639,21.4,2.1,770.5,155.25,False,35,,6359,
Rosa villosa,11.9917,6,7.99444,22.6,0.675002,714.75,133.0,False,88,,756,
Rosa willmottiae,11.9917,9,8.775,22.75,0.85,711.0,81.5,False,38,,88,
Rosa woodsii,11.9917,9,7.77639,25.8,-0.325,570.5,89.5,False,77,,6684,
Roscoea alpina,11.9917,11,10.684,22.575,3.925,898.5,109.5,False,47,,67,
Roscoea auriculata,11.9917,11,10.0486,21.3,4.13333,926.0,95.25,False,37,,11,
Roscoea cautleoides,11.9917,11,12.509,24.125,4.83333,798.0,79.5,False,37,,35,
Roscoea tibetica,11.9917,11,9.18334,21.25,2.84167,792.75,85.0,False,18,,65,
Rostrinucula dependens,11.9917,9,13.6555,26.95,4.98333,941.0,103.5,False,34,,42,
Rosularia platyphylla,11.9917,6,7.84028,26.0,-3.10833,567.5,80.5,False,9,,64,
Rubus alaskensis,11.9917,2,0.760417,17.65,-9.63333,739.0,103.0,False,,,6,
Rubus alceifolius,11.9917,9,17.2597,26.35,10.0333,1311.0,171.0,False,14,,2158,
Rubus arcticus,11.9917,3,3.19236,21.6,-6.34583,607.5,102.0,False,41,,9407,
Rubus bambusarum,11.9917,9,13.8757,28.175,4.87083,1108.75,97.5,False,13,,50,
Rubus chamaemorus,11.9917,3,4.83194,21.1,-2.65,719.0,131.0,False,26,,9696,
Rubus ichangensis,11.9917,9,14.5042,27.5,5.65,1060.5,113.75,False,17,,155,
Rubus idaeus,11.9917,9,7.09791,23.0,-0.495833,709.25,120.5,False,119,,9118,
Rubus laciniatus,11.9917,5,9.49653,22.8,2.29583,900.75,138.75,False,30,,8177,
Rubus lineatus,11.9917,11,12.8708,22.075,7.1875,1237.5,108.0,False,22,,212,
Rubus ludwigii,11.9917,11,12.6653,22.55,6.15,737.5,93.0,False,4,,231,
Rubus odoratus,11.9917,6,8.24028,25.7,-1.875,918.0,178.0,False,134,,9622,
Rubus pedatus,11.9917,9,6.67499,21.35,0.841665,1439.0,179.5,False,7,,3016,
Rubus pubescens,11.9917,3,6.46805,25.925,-5.67917,906.5,163.75,False,12,,6842,
Rubus rolfei,11.9917,11,11.1597,22.05,5.44167,1993.5,205.0,False,15,,847,
Rubus spectabilis,11.9917,6,9.88889,22.5,3.70834,1093.0,149.5,False,59,,9136,
Rubus tricolor,11.9917,6,9.79307,21.35,4.25834,833.5,161.25,False,37,,1279,
Rudbeckia fulgida,11.9917,9,10.6451,26.65,2.41667,925.0,170.75,False,65,,3916,
Rudbeckia laciniata,11.9917,8,9.75693,26.75,0.766667,893.0,167.0,False,1,,9811,
Rudbeckia occidentalis,11.9917,6,6.13194,24.25,-1.4,638.0,122.5,False,25,,1295,
Rudbeckia subtomentosa,11.9917,11,10.0743,28.2,-0.433332,896.25,151.75,False,65,,1062,
Rumex acetosa,11.9917,9,8.99583,22.8,1.80833,800.0,149.5,False,112,,6481,
Rupertia physodes,11.9917,11,13.8472,26.7,9.06667,807.5,10.5,False,9,,1276,
Ruschia pulvinaris,11.9917,9,14.7785,30.3,5.96667,707.0,100.25,False,15,,14,
Ruscus aculeatus,11.9917,11,12.275,26.0,5.075,791.5,140.5,False,215,,9519,
Ruscus hypoglossum,11.9917,11,10.793,25.7,2.91667,794.5,150.5,False,1,,526,
Ruta graveolens,11.9917,11,11.2153,25.4,3.77917,816.0,153.5,False,1,,3331,
Sageretia thea,11.9917,9,17.2319,30.375,8.325,1399.25,120.25,False,14,,756,
Sagittaria latifolia,11.9917,8,9.53471,26.4,0.145833,906.0,173.5,False,1,,9218,
Salix arbuscula,11.9917,3,3.23889,18.9,-3.725,753.5,131.0,False,29,,2729,
Salix arctica,11.9917,6,2.80764,18.1,-3.975,692.0,126.0,False,15,,6192,
Salix bebbiana,11.9917,3,4.31451,25.321,-8.6055,741.875,113.875,True,,,4454,3393
Salix brachycarpa,11.9917,6,2.97709,24.725,-6.03333,632.25,117.75,False,4,,1095,
Salix breviserrata,11.9917,3,3.58194,18.55,-2.32917,1028.5,190.25,False,13,,1436,
Salix candida,11.9917,6,5.94028,25.4,-6.02083,823.0,139.5,False,18,,1798,
Salix eleagnos,11.9917,11,9.95437,25.1145,1.9575,860.75,155.625,True,,,6651,12046
Salix fruticulosa,11.9917,11,8.29028,21.375,2.47083,885.25,100.25,False,2,,41,
Salix gilgiana,11.9917,11,11.0993,27.275,0.0041675,1202.5,153.5,False,9,,601,
Salix gracilistyla,11.9917,11,10.5042,27.35,-1.26666,1106.0,120.0,False,25,,2263,
Salix hookeriana,11.9917,11,10.9967,22.1342,5.83208,1123.75,97.0,True,,,156,1003
Salix integra,11.9917,11,9.49097,26.275,-2.10834,1070.5,134.75,False,20,,1186,
Salix jejuna,11.9917,2,2.99375,21.35,-7.3375,912.75,171.5,False,7,,16,
Salix lapponum,11.9917,3,2.78403,20.475,-4.975,691.75,123.75,False,42,,9414,
Salix magnifica,11.9917,11,12.9974,25.2,4.76667,1047.67,87.1667,True,,,41,84
Salix nakamurana,11.9917,5,3.65,19.05,-2.17917,1004.25,174.75,False,7,,132,
Salix nivalis,11.9917,6,2.87361,20.4,-3.6125,717.0,128.75,False,9,,766,
Salix purpurea,11.9917,8,9.17943,24.781,0.650583,823.875,150.0,True,,,10964,39521
Salix repens,11.9917,6,8.45972,21.7,1.69166,768.5,144.5,False,49,,5142,
Salix scouleriana,11.9917,11,8.68453,23.9426,1.94478,928.0,94.375,True,,,410,1928
Salix sitchensis,11.9917,11,9.87094,23.2867,2.58911,1073.67,110.333,True,,,897,1826
Salvia argentea,11.9917,11,12.9125,28.15,5.28334,643.5,90.0,False,80,,837,
Salvia atrocyanea,11.9917,9,13.5958,23.775,8.64583,679.5,74.5,False,12,,27,
Salvia candelabrum,11.9917,9,12.9444,28.35,6.17083,610.25,78.0,False,34,,146,
Salvia farinacea,11.9917,9,17.8083,31.9,8.41667,844.75,140.25,False,56,,5722,
Salvia forskaehlei,11.9917,11,12.3917,24.45,5.56667,677.5,116.0,False,8,,77,
Salvia glutinosa,11.9917,5,9.0986,24.3,1.425,957.0,174.5,False,1,,8802,
Salvia guaranitica,11.9917,6,16.5924,29.125,10.0542,925.75,161.25,False,44,,380,
Salvia hierosolymitana,11.9917,9,15.4431,27.65,7.525,661.25,61.75,False,22,,700,
Salvia interrupta,11.9917,9,14.5833,27.375,7.54583,780.25,66.75,False,22,,17,
Salvia judaica,11.9917,9,16.9528,28.6,8.82917,601.75,55.5,False,29,,382,
Salvia multicaulis,11.9917,11,12.3181,28.45,4.30834,667.75,64.0,False,14,,89,
Salvia nemorosa,11.9917,9,9.20139,25.15,0.3375,649.0,114.0,False,71,,7933,
Salvia nutans,11.9917,6,8.59167,25.525,-1.1125,600.25,112.25,False,43,,1750,
Salvia officinalis,11.9917,11,10.7764,25.2,3.49167,794.0,153.0,False,1,,9762,
Salvia patens,11.9917,9,13.1944,24.325,8.05,758.25,85.5,False,51,,424,
Salvia pratensis,11.9917,9,9.60832,24.2,1.775,773.0,149.0,False,104,,6607,
Salvia recognita,11.9917,9,10.2396,27.7,2.77917,508.75,71.0,False,10,,12,
Salvia rosmarinus,11.9917,9,13.6236,28.1,6.43333,726.5,117.0,False,25,,8821,
Salvia transsylvanica,11.9917,9,9.21598,24.7,0.9625,704.25,115.0,False,31,,18,
Salvia verbenaca,11.9917,11,13.0361,26.8,6.10833,685.5,117.5,False,67,,9182,
Salvia verticillata,11.9917,9,8.79444,23.8,0.691667,718.25,131.25,False,92,,8910,
Salvia viscosa,11.9917,11,12.1528,26.25,4.6625,804.5,62.0,False,22,,62,
Salvia yangii,11.9917,11,11.3319,27.825,2.50417,929.0,184.5,False,6,,298,
Sambucus canadensis,11.9917,11,13.171,28.596,3.78689,958.333,148.0,True,,5,7122,
Sambucus mexicana,11.9917,8,16.9514,29.725,12.6292,659.75,19.75,False,22,,1245,
Sambucus nigra,11.9917,9,10.5856,23.3075,4.04208,766.25,148.25,True,,,37076,306274
Sambucus racemosa,11.9917,8,7.38805,23.9705,-1.46384,883.5,134.75,True,,,21107,3014
Sanguinaria canadensis,11.9917,11,10.4375,27.85,-0.183333,992.5,196.0,False,139,,9767,
Sanguisorba canadensis,11.9917,6,6.78194,23.65,-2.275,983.5,196.0,False,76,,2027,
Sanguisorba hakusanensis,11.9917,6,7.52848,23.075,-1.92917,1263.75,141.5,False,29,,125,
Sanguisorba menziesii,11.9917,5,7.12222,21.65,-0.116666,1677.5,225.0,False,31,,100,
Sanguisorba officinalis,11.9917,9,8.24445,23.2,0.808335,767.0,144.0,False,147,,7732,
Sanicula bipinnatifida,11.9917,8,14.3486,29.075,9.475,773.0,10.0,False,8,,4542,
Sanicula crassicaulis,11.9917,11,13.3333,25.25,8.925,791.25,14.0,False,10,,9485,
Sanicula epipactis,11.9917,5,8.97916,23.05,1.75,774.5,149.0,False,8,,1418,
Sanicula europaea,11.9917,8,8.93472,22.7,1.63333,786.0,152.5,False,56,,8288,
Santolina chamaecyparissus,11.9917,11,11.9229,26.0,4.76667,737.0,130.5,False,152,,5755,
Santolina etrusca,11.9917,11,12.275,27.05,5.00834,704.0,112.0,False,16,,133,
Santolina pinnata,11.9917,9,10.4153,24.6,3.73334,1197.5,183.5,False,13,,143,
Santolina rosmarinifolia,11.9917,11,11.0403,27.05,4.075,615.5,100.5,False,68,,2744,
Saponaria bellidifolia,11.9917,5,8.29583,22.7,1.20834,765.0,156.0,False,5,,121,
Saponaria cypria,11.9917,9,9.80973,24.775,2.47917,810.75,84.75,False,22,,11,
Saponaria ocymoides,11.9917,11,10.4472,24.85,2.375,826.5,154.25,False,88,,8587,
Saponaria officinalis,11.9917,5,9.75693,24.65,1.84167,807.5,153.5,False,1,,7946,
Saponaria sicula,11.9917,9,9.04722,24.2,1.875,730.5,91.5,False,12,,115,
Sarcococca confusa,11.9917,9,10.2361,22.7,4.48333,748.5,153.0,False,93,,59,
Sarcococca hookeriana,11.9917,11,11.9185,24.682,4.279,924.5,108.0,True,64,,143,
Sarcococca orientalis,11.9917,9,15.2569,28.15,5.70833,1199.0,165.5,False,40,,30,
Sarcococca ruscifolia,11.9917,9,14.3667,26.75,5.99167,997.5,106.5,False,92,,374,
Saruma henryi,11.9917,11,11.9021,27.25,1.78333,955.75,138.25,False,70,,27,
Sasa minensis,11.9917,11,11.9792,27.8,1.88333,1945.0,243.0,False,,,23,
Sasa palmata,11.9917,11,10.2847,23.75,3.11667,1075.75,175.0,False,43,,1703,
Sasa veitchii,11.9917,11,12.4577,26.975,3.93333,1218.5,174.75,False,72,,535,
Sassafras albidum,11.9917,11,11.5667,29.4225,0.629333,1075.12,219.875,True,,,11581,2222
Sassafras tzumu,11.9917,9,16.1747,30.6125,6.26333,1370.38,162.5,True,,,109,156
Satureja montana,11.9917,11,11.4958,26.1,4.0,830.5,151.5,False,1,,7555,
Satureja spicigera,11.9917,11,10.4042,24.45,2.85,881.75,175.75,False,27,,21,
Satureja thymbra,11.9917,9,16.7667,28.2,9.33333,588.0,47.0,False,27,,905,
Saurauia roxburghii,11.9917,2,23.823,32.1,20.0444,1435.67,30.6667,True,,,39,38
Saxegothaea conspicua,11.9917,6,9.03126,21.35,4.33889,1559.83,191.333,True,,,288,108
Saxifraga aspera,11.9917,6,4.77917,19.5,-1.225,1057.75,199.25,False,23,,1522,
Saxifraga bronchialis,11.9917,6,2.48472,20.65,-4.79167,717.5,129.5,False,22,,6055,
Saxifraga burseriana,11.9917,6,5.80556,19.85,-0.604167,1105.0,200.75,False,21,,228,
Saxifraga caesia,11.9917,6,4.85556,19.125,-1.45417,1092.25,200.25,False,25,,3002,
Saxifraga callosa,11.9917,8,8.93403,22.625,1.89583,896.5,156.0,False,32,,717,
Saxifraga cochlearis,11.9917,11,10.2944,23.1,2.9625,833.0,144.0,False,38,,107,
Saxifraga cotyledon,11.9917,3,5.5,19.7,-0.958332,953.5,170.0,False,56,,6360,
Saxifraga crustata,11.9917,3,4.9375,19.15,-1.45,1238.0,218.0,False,57,,267,
Saxifraga cuneifolia,11.9917,6,6.77639,21.275,0.183333,1057.5,201.5,False,55,,2936,
Saxifraga exarata,11.9917,6,9.37917,23.7,1.15,812.0,155.0,False,32,,,
Saxifraga federici-augusti,11.9917,8,7.59028,22.8,0.149998,775.5,142.5,False,3,,25,
Saxifraga ferdinandi-coburgi,11.9917,8,7.27014,22.0,-0.349998,685.75,123.0,False,18,,30,
Saxifraga fortunei,11.9917,8,9.18611,24.55,0.633333,1175.5,162.0,False,25,,1195,
Saxifraga hostii,11.9917,6,6.70139,21.325,-0.370833,840.0,143.0,False,62,,264,
Saxifraga juniperifolia,11.9917,5,5.39722,20.85,-2.07083,827.0,145.0,False,31,,138,
Saxifraga longifolia,11.9917,8,8.6125,23.2,1.56667,896.5,173.5,False,44,,2252,
Saxifraga moschata,11.9917,3,4.47639,20.0,-1.3125,1128.75,209.0,False,27,,4187,
Saxifraga nipponica,11.9917,11,11.0833,25.6,2.22917,1273.75,231.25,False,1,,146,
Saxifraga oppositifolia,11.9917,6,3.49028,18.95,-2.81667,851.25,154.0,False,53,,8254,
Saxifraga paniculata,11.9917,6,5.34306,20.3,-1.29167,1008.0,192.0,False,101,,6803,
Saxifraga rotundifolia,11.9917,6,6.90694,21.3,0.00833499,1033.75,197.25,False,74,,6443,
Saxifraga rufescens,11.9917,11,14.0556,25.35,7.35,923.0,69.0,False,10,,122,
Saxifraga scardica,11.9917,5,7.45972,22.125,0.65,854.5,129.5,False,19,,37,
Saxifraga stolonifera,11.9917,11,13.4042,27.25,4.35,1167.5,162.0,False,1,,1908,
Saxifraga umbrosa,11.9917,6,7.675,22.3,1.08333,961.75,191.0,False,68,,1742,
Saxifragopsis fragarioides,11.9917,6,8.98333,25.725,2.70417,1309.75,119.25,False,5,,83,
Scabiosa columbaria,11.9917,11,9.9389,23.5,3.325,791.0,145.0,False,97,,6576,
Scabiosa drakensbergensis,11.9917,9,13.4889,24.875,7.4625,843.5,91.25,False,7,,13,
Scabiosa japonica,11.9917,8,9.13889,24.0,0.462498,1237.75,144.75,False,16,,499,
Scandosorbus intermedia,11.9917,2,8.02639,20.8,1.39167,737.0,137.0,False,3,,9305,
Sceptridium multifidum,11.9917,9,5.50763,23.55,-3.32916,827.0,63.0,False,3,,7416,
Schima sinensis,11.9917,8,15.0839,28.0167,7.06389,1117.5,48.3333,True,,,29,97
Schisandra perulata,11.9917,2,22.4833,32.8,19.3167,1001.0,21.0,False,1,,2,
Schisandra propinqua,11.9917,9,15.4056,27.55,6.55833,1152.5,118.0,False,14,,213,
Schisandra rubriflora,11.9917,11,12.3806,24.925,4.02083,865.5,100.5,False,29,,55,
Schisandra sphenanthera,11.9917,9,14.2292,27.8,4.93333,1080.5,111.5,False,30,,241,
Sciadopitys verticillata,11.9917,11,11.1028,26.5389,2.4517,1353.75,181.5,True,,,351,70
Scilla autumnalis,11.9917,9,15.5139,27.375,7.39167,620.0,62.0,False,62,,590,
Scilla forbesii,11.9917,6,8.34445,22.3,1.7,674.5,121.5,False,21,,7614,
Scilla hyacinthoides,11.9917,9,14.9722,27.375,7.28333,685.75,61.0,False,37,,688,
Scilla luciliae,11.9917,9,8.99583,22.75,1.48333,721.0,132.5,False,34,,7931,
Scilla peruviana,11.9917,9,14.5153,27.45,7.98333,696.0,78.0,False,113,,841,
Scilla siberica,11.9917,6,8.48889,24.25,-1.14167,801.0,137.75,False,109,,7876,
Scleranthus biflorus,11.9917,9,12.0979,24.35,7.00834,803.0,149.5,False,37,,,
Scleranthus uniflorus,11.9917,6,8.70554,21.5,3.00833,1141.0,219.5,False,19,,759,
Scoliopus bigelovii,11.9917,9,12.8306,23.8,7.44167,933.5,70.0,False,10,,3348,
Scopolia carniolica,11.9917,5,7.77083,22.55,-0.775,712.0,127.0,False,78,,991,
Scrophularia nodosa,11.9917,6,8.9,22.9,1.53333,748.0,141.75,False,98,,7286,
Scutellaria alpina,11.9917,6,5.5,21.025,-1.10833,1021.75,193.0,False,50,,3595,
Scutellaria baicalensis,11.9917,9,6.39375,25.4,-5.62917,643.25,64.75,False,79,,614,
Sedum brevifolium,11.9917,11,10.2264,24.8,3.55833,877.5,123.5,False,33,,4784,
Sedum divergens,11.9917,9,5.71319,21.1,-0.162498,1278.75,155.25,False,19,,1303,
Sedum laxum,11.9917,11,11.1201,24.275,5.69167,1222.25,70.0,False,5,,382,
Sedum nevii,11.9917,11,15.2028,31.25,5.075,1304.0,265.0,False,16,,54,
Sedum niveum,11.9917,9,10.5083,28.55,2.75833,972.5,134.75,False,5,,121,
Sedum obtusatum,11.9917,9,7.15696,24.75,1.04166,876.5,53.5,False,11,,1616,
Sedum oreganum,11.9917,6,9.24792,22.75,2.72083,1281.5,144.25,False,43,,1400,
Sedum oregonense,11.9917,6,7.63472,23.575,1.5125,1252.25,126.5,False,15,,450,
Sedum palmeri,11.9917,9,13.1847,27.05,5.88333,725.0,115.0,False,68,,849,
Sedum sexangulare,11.9917,9,9.20556,24.0,1.25417,813.0,153.25,False,86,,6540,
Sedum spathulifolium,11.9917,11,10.2076,23.675,3.64583,903.0,101.25,False,45,,8333,
Sedum spurium,11.9917,6,9.31528,23.6,1.5625,788.25,155.5,False,81,,389,
Sedum tenellum,11.9917,2,3.90972,18.6,-1.7,876.5,167.0,False,4,,196,
Selago flanaganii,11.9917,11,11.7861,23.825,7.375,815.0,27.75,False,2,,41,
Semiarundinaria fastuosa,11.9917,11,12.3528,26.15,4.57917,1161.25,165.0,False,41,,80,
Sempervivum arachnoideum,11.9917,9,5.88125,21.1,-0.470833,992.75,183.25,False,111,,6497,
Sempervivum borissovae,11.9917,9,8.24307,24.45,1.12083,973.25,145.75,False,8,,3,
Sempervivum calcareum,11.9917,8,9.26944,23.575,2.1375,938.0,174.75,False,62,,664,
Sempervivum ciliosum,11.9917,6,7.13472,21.95,0.383335,846.0,149.25,False,54,,33,
Sempervivum globiferum,11.9917,6,6.59792,22.45,-1.97917,651.0,115.0,False,24,,3310,
Sempervivum grandiflorum,11.9917,5,4.97778,19.5,-0.933332,913.0,185.5,False,50,,106,
Sempervivum heuffelii,11.9917,6,7.05971,21.9,0.658332,797.5,147.5,False,16,,119,
Sempervivum ingwersenii,11.9917,6,3.80973,19.6,-2.76667,919.5,166.0,False,8,,6,
Sempervivum leucanthum,11.9917,6,7.69722,22.9,-0.25,627.25,132.0,False,27,,4,
Sempervivum marmoreum,11.9917,6,7.58333,22.8,-0.0750017,786.0,137.0,False,56,,96,
Sempervivum minutum,11.9917,6,7.58194,25.6,0.0708332,763.5,107.5,False,12,,92,
Sempervivum montanum,11.9917,6,4.16944,19.4,-2.04583,1083.0,199.5,False,67,,5569,
Sempervivum ossetiense,11.9917,6,5.2514,20.55,-1.825,928.0,185.0,False,10,,2,
Sempervivum pittonii,11.9917,3,7.81944,22.75,-0.291667,838.0,142.0,False,50,,54,
Sempervivum pumilum,11.9917,6,5.87847,21.35,-1.7375,842.25,158.5,False,31,,72,
Sempervivum ruthenicum,11.9917,3,7.79514,23.85,-1.55,604.75,107.75,False,18,,625,
Sempervivum tectorum,11.9917,9,8.17638,23.05,1.075,910.5,169.0,False,140,,6500,
Sempervivum vicentei,11.9917,6,8.09514,23.8,0.912501,851.75,130.75,False,2,,376,
Sempervivum wulfenii,11.9917,3,4.28889,19.1,-1.97083,988.75,175.0,False,40,,204,
Senecio barbatus,11.9917,8,13.1264,27.475,5.35,675.5,47.75,False,1,,98,
Senecio macrospermus,11.9917,11,9.15416,21.55,3.89167,752.5,91.0,False,8,,40,
Senecio nemorensis,11.9917,9,6.95138,23.7,-0.670832,749.25,121.5,False,27,,4047,
Senna hebecarpa,11.9917,11,10.3708,28.8,-0.6125,1002.5,193.75,False,36,,1698,
Sequoia sempervirens,11.9917,11,13.3497,25.204,8.2285,855.5,73.375,True,,,8610,2203
Serratula tinctoria,11.9917,8,8.48333,22.85,1.24167,741.5,143.25,False,68,,6733,
Sesamum trilobum,11.9917,9,16.2778,25.475,9.60833,651.0,76.5,False,3,,765,
Seseli osseum,11.9917,3,9.33334,23.775,1.15417,641.75,112.5,False,6,,191,
Sesleria autumnalis,11.9917,11,11.4417,27.55,2.90833,1017.5,172.0,False,63,,192,
Sesleria caerulea,11.9917,6,10.0875,24.5,2.1,785.0,153.5,False,64,,,
