Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,PLANTSEARCH,URBANPLANTS,GBIF_CURRENT,GBIF_BGCI
Syringa yunnanensis,14.2833,8,8.59236,22.775,1.25833,772.25,86.75,False,69,,178,
Thalictrum rochebruneanum,14.2833,8,7.85138,23.9,-0.283334,934.5,171.5,False,27,,2,
Thalictrum tuberosum,14.2833,8,11.6861,26.2,4.39167,631.5,127.5,False,15,,486,
Tiarella cordifolia,14.2833,8,8.72778,25.75,-1.475,1013.5,198.5,False,125,,1569,
Tigridia pavonia,14.2833,8,13.9125,24.65,8.73333,834.0,88.5,False,58,,927,
Tigridia vanhouttei,14.2833,8,14.3583,25.7,8.7,683.5,84.5,False,6,,225,
Tricyrtis formosana,14.2833,8,16.65,25.825,9.0375,1693.0,187.25,False,6,,1281,
Trillium albidum,14.2833,8,11.1681,25.225,4.78333,1032.5,107.75,False,33,,1733,
Trillium ovatum,14.2833,8,10.5556,23.725,4.4625,1035.0,113.25,False,39,,9737,
Trillium recurvatum,14.2833,8,10.0583,28.25,-1.25417,963.5,165.75,False,6,,7355,
Triosteum pinnatifidum,14.2833,8,9.11805,24.45,0.0666651,692.0,80.0,False,46,,189,
Tropaeolum tuberosum,14.2833,8,10.1111,20.75,6.32917,889.0,125.5,False,21,,296,
Tulbaghia acutiloba,14.2833,8,14.5042,24.8,7.88334,717.0,79.0,False,11,,24,
Vaccinium ovatum,14.2833,8,11.1292,22.95,6.08333,975.25,105.25,False,53,,9771,
Veratrum formosanum,14.2833,8,8.12222,18.8,1.9625,2439.75,213.0,False,19,,344,
Verbascum blattaria,14.2833,8,10.7764,26.75,1.79167,875.5,158.5,False,68,,8897,
Vestia foetida,14.2833,8,11.5986,22.8,6.7,946.5,108.0,False,33,,63,
Viburnum acerifolium,14.2833,8,10.0299,28.25,-0.145835,1030.75,212.75,False,15,,9829,
Viburnum davidi,14.2833,8,11.7986,24.2,7.47085,727.5,145.0,False,1,,17,
Viburnum mongolicum,14.2833,8,8.87916,26.975,-2.23333,647.25,75.5,False,42,,176,
Viburnum parvifolium,14.2833,8,9.77083,20.25,4.53333,2191.5,211.0,False,13,,138,
Viburnum plicatum,14.2833,8,11.4708,28.0,2.16667,1071.0,196.5,False,87,,5395,
Viburnum rafinesqueanum,14.2833,8,7.88751,24.4,-2.3,861.5,161.0,False,11,,234,
Viburnum sieboldii,14.2833,8,11.2222,28.0,0.6,1065.5,214.25,False,81,,1254,
Viola sagittata,14.2833,8,9.96042,28.3,-0.45,1029.5,200.5,False,16,,2311,
Vitis davidi,14.2833,8,15.0486,27.3,6.63333,1324.0,153.5,False,1,,241,
Vitis labrusca,14.2833,8,10.2312,26.4,0.679165,985.0,200.0,False,62,,1585,
Watsonia fourcadei,14.2833,8,13.9236,25.3,7.5375,674.5,132.0,False,1,,27,
Watsonia pillansii,14.2833,8,14.6903,23.75,9.34167,801.0,124.5,False,27,,437,
Zanthoxylum piperitum,14.2833,8,11.4625,25.95,2.71667,1143.0,147.5,False,81,,2525,
Zanthoxylum schinifolium,14.2833,8,11.1528,26.175,1.68333,1073.0,130.75,False,57,,387,
Zenobia pulverulenta,14.2833,8,14.4431,28.25,5.1,1090.75,211.0,False,84,,169,
Abies densa,14.2833,8,6.60365,17.8167,1.15556,887.167,68.6667,True,13,,57,23
Abies homolepis,14.2833,8,9.65476,26.228,0.0305838,1150.5,131.25,True,117,1,575,227
Abies squamata,14.2833,8,7.92396,20.9167,0.719445,704.833,60.3333,True,37,,72,92
Acer carpinifolium,14.2833,8,11.861,26.4876,2.79314,1384.0,167.75,True,118,2,754,554
Acer monspessulanum,14.2833,8,11.8954,26.083,5.27342,787.625,141.875,True,149,4,1756,1292
Acer morifolium,14.2833,8,14.3886,26.0667,6.58333,2241.0,362.833,True,13,,17,4
Acer pictum,14.2833,8,11.175,27.0227,1.82644,1007.83,129.167,True,28,16,2998,
Acer rubrum,14.2833,8,10.4939,28.1125,0.434369,1040.75,201.125,True,251,94,16491,588
Acer rufinerve,14.2833,8,10.4682,24.9151,1.97529,1496.25,186.75,True,12,1,1311,746
Acer sieboldianum,14.2833,8,11.6611,26.3235,3.32941,1215.75,169.125,True,76,1,183,725
Acer tataricum,14.2833,8,8.94371,25.9118,-1.13375,767.75,125.625,True,143,54,4162,392
Acer truncatum,14.2833,8,11.8419,29.1695,-0.345584,728.625,76.375,True,13,29,119,87
Aesculus flava,14.2833,8,10.8729,27.1467,2.24694,996.5,191.833,True,145,13,489,
Aesculus glabra,14.2833,8,11.4763,29.798,-0.245393,938.25,162.375,True,144,18,1667,661
Alnus firma,14.2833,8,11.1287,25.8213,2.19778,1344.0,159.667,True,45,,693,427
Amelanchier canadensis,14.2833,8,10.1241,27.9788,-0.712899,1081.38,222.25,True,183,14,516,441
Azara microphylla,14.2833,8,10.8255,23.6465,6.32499,970.125,127.25,True,64,3,54,29
Betula utilis,14.2833,8,8.33983,22.2555,2.02942,768.625,96.125,True,19,16,562,93
Brucea javanica,14.2833,8,23.9682,31.3867,18.6761,1659.62,83.375,True,18,2,88,87
Carpinus cordata,14.2833,8,10.9325,27.1445,0.504916,1125.0,123.75,True,8,2,496,821
Carpinus orientalis,14.2833,8,10.7927,25.9363,1.98831,652.833,121.667,True,84,,316,182
Carpinus pubescens,14.2833,8,14.6667,27.0667,6.05556,1201.17,107.167,True,13,,46,78
Carrierea calycina,14.2833,8,14.2438,26.5333,5.89445,1171.0,92.0,True,34,,36,56
Carya cordiformis,14.2833,8,10.0509,28.362,-1.52825,947.375,182.25,True,137,18,267,1166
Carya ovata,14.2833,8,10.0704,28.443,-1.13667,982.5,186.5,True,166,23,494,1635
Cedrus libani,14.2833,8,11.482,25.4225,4.456,810.875,120.25,True,162,1,819,12
Celtis jessoensis,14.2833,8,11.3006,26.8333,1.82145,1277.33,158.833,True,34,,2,255
Celtis koraiensis,14.2833,8,11.7503,28.02,1.44133,1111.12,115.375,True,3,2,7,88
Celtis occidentalis,14.2833,8,11.3681,29.1125,0.284571,941.125,163.0,True,23,54,4172,1894
Clethra alnifolia,14.2833,8,10.6046,28.278,-0.146833,1077.75,216.125,True,179,1,2417,571
Cornus nuttallii,14.2833,8,11.0891,26.0656,5.04558,1016.25,70.625,True,72,4,1194,119
Corylus colurna,14.2833,8,10.1637,25.8235,1.017,769.5,136.75,True,21,21,69,22
Corylus cornuta,14.2833,8,8.77425,25.2547,-0.710416,948.667,116.667,True,91,,473,2775
Corylus jacquemontii,14.2833,8,10.2302,24.2,1.22778,854.5,109.5,True,13,,5,25
Cotinus coggygria,14.2833,8,11.5539,26.939,2.91342,814.75,142.5,True,225,43,18295,4987
Deutzia gracilis,14.2833,8,11.8477,27.374,2.12325,1260.5,157.875,True,128,4,789,333
Drimys winteri,14.2833,8,10.6717,23.4705,6.08034,849.5,92.0,True,88,1,195,143
Euonymus myrianthus,14.2833,8,15.3188,29.278,5.81142,1254.5,126.25,True,45,3,189,616
Euonymus oxyphyllus,14.2833,8,12.3795,27.6305,3.39025,1382.88,172.0,True,59,1,867,133
Fagus grandifolia,14.2833,8,9.28667,28.2067,-1.68392,1058.12,212.0,True,172,31,15164,4423
Fagus lucida,14.2833,8,15.548,29.6225,5.90358,1295.0,146.375,True,21,1,4,35
Fraxinus americana,14.2833,8,9.88767,27.782,-0.94125,979.875,185.25,True,211,85,8713,1726
Fraxinus pennsylvanica,14.2833,8,10.6015,28.5865,-0.613166,895.75,158.375,True,195,82,5422,21
Gleditsia aquatica,14.2833,8,17.0886,30.684,8.27122,1118.5,212.667,True,38,,127,63
Gymnocladus dioicus,14.2833,8,11.8049,29.8053,0.186444,954.333,159.667,True,136,,945,374
Hamamelis mollis,14.2833,8,13.756,27.734,3.89892,1089.25,157.75,True,141,8,176,47
Hamamelis virginiana,14.2833,8,9.90583,27.9367,-0.923001,1041.62,211.375,True,247,11,674,162
Heptacodium miconioides,14.2833,8,13.3835,29.4014,2.43625,1103.38,163.375,True,154,6,93,2
Kalmia latifolia,14.2833,8,10.6063,27.604,0.150833,1084.12,225.875,True,17,1,5772,1266
Lindera benzoin,14.2833,8,11.7078,29.472,1.01407,1073.25,223.875,True,195,1,4642,695
Lindera obtusiloba,14.2833,8,11.2515,26.785,2.36017,1250.5,130.25,True,86,1,439,1879
Machilus ichangensis,14.2833,8,16.7526,30.526,6.94216,1343.75,89.875,True,6,2,17,155
Magnolia salicifolia,14.2833,8,10.5119,26.422,0.695333,1470.5,222.667,True,94,,417,542
Magnolia sieboldii,14.2833,8,9.43841,25.66,-1.08169,1105.88,106.25,True,155,4,282,158
Malus sieboldii,14.2833,8,9.69098,23.7607,1.31656,1012.17,137.0,True,74,,1276,921
Merrilliopanax alpinus,14.2833,8,12.601,23.0667,4.56111,1063.67,83.6667,True,2,,3,1
Mespilus germanica,14.2833,8,10.7868,25.0459,3.39767,710.75,131.0,True,136,12,13666,12
Oemleria cerasiformis,14.2833,8,10.3832,23.462,4.3125,917.25,115.5,True,84,,271,
Ostrya japonica,14.2833,8,11.6442,27.1115,1.83525,1089.5,121.5,True,6,1,187,271
Parrotiopsis jacquemontiana,14.2833,8,10.8403,23.325,2.80834,905.25,138.25,True,97,,9,
Phellodendron amurense,14.2833,8,9.94002,26.871,-0.9815,1132.38,159.5,True,28,28,987,39
Pinus densata,14.2833,8,7.90442,21.1115,0.787083,670.0,50.25,True,21,1,76,258
Pinus koraiensis,14.2833,8,6.8896,26.124,-5.24958,925.375,80.75,True,157,5,241,84
Pinus parviflora,14.2833,8,11.1274,27.7465,1.05506,1325.12,187.75,True,118,26,367,41
Pinus ponderosa,14.2833,8,9.6901,27.246,1.63525,616.5,79.125,True,182,27,954,283
Populus trichocarpa,14.2833,8,8.55691,24.048,1.65308,669.625,105.25,True,55,11,9525,3141
Prunus prostrata,14.2833,8,10.9149,27.87,3.28033,628.0,74.1667,True,23,,46,81
Prunus virginiana,14.2833,8,9.27733,27.3684,-1.50267,866.875,129.75,True,115,3,7189,8711
Pseudotsuga menziesii,14.2833,8,10.4681,25.0665,2.78542,829.25,119.75,True,25,52,33384,32
Pyrus ussuriensis,14.2833,8,11.0952,26.3021,0.888334,733.0,82.0,True,96,37,37,63
Quercus alba,14.2833,8,10.9723,29.256,0.152167,1037.75,210.25,True,186,53,7547,2675
Quercus garryana,14.2833,8,10.9498,25.491,4.70325,974.5,84.75,True,54,3,3351,247
Quercus hypargyrea,14.2833,8,14.4694,27.225,5.80417,1028.5,123.25,True,3,,33,
Quercus palustris,14.2833,8,11.5284,28.4245,1.90025,957.375,179.0,True,26,76,3286,741
Quercus velutina,14.2833,8,11.0988,29.3043,-0.192482,1041.38,212.875,True,15,32,2341,122
Rhaphithamnus spinosus,14.2833,8,9.96325,20.8619,6.11933,1405.67,155.0,True,33,,115,71
Rhododendron catawbiense,14.2833,8,9.14879,23.58,0.905777,883.833,174.833,True,14,2,524,
Rhododendron calendulaceum,14.2833,8,11.1509,26.628,1.886,1175.0,235.5,True,114,,594,
Rhododendron campanulatum,14.2833,8,5.75104,18.4167,-0.883333,803.5,95.6667,True,59,,35,52
Rhododendron crinigerum,14.2833,8,6.76459,18.1333,0.511112,878.0,93.0,True,11,,23,143
Rhododendron fortunei,14.2833,8,15.4248,29.8765,5.45975,1277.12,141.125,True,95,4,7,14
Rhododendron macabeanum,14.2833,8,14.6182,23.6167,7.70556,1666.17,95.0,True,41,,4,1
Rhododendron niveum,14.2833,8,16.2385,25.75,8.58611,1235.0,77.6667,True,3,,5,2
Rhododendron prinophyllum,14.2833,8,9.26173,26.734,-1.06733,1056.5,206.0,True,8,,211,
Rhododendron quinquefolium,14.2833,8,10.7406,25.2773,1.65244,1384.0,158.333,True,34,,15,195
Rhododendron uvariifolium,14.2833,8,7.32084,19.2167,0.502777,776.0,74.6667,True,13,,34,116
Rhododendron wardii,14.2833,8,6.99531,19.1167,0.116667,781.5,75.0,True,49,,63,269
Sciadopitys verticillata,14.2833,8,11.1028,26.5389,2.4517,1353.75,181.5,True,1,7,351,7
Sorbus discolor,14.2833,8,9.50354,25.1705,0.189205,709.875,87.375,True,44,3,56,35
Sorbus foliolosa,14.2833,8,7.28281,18.3833,1.21944,818.5,99.1667,True,17,,35,51
Sorbus macrantha,14.2833,8,5.22604,16.7667,-1.17778,786.833,77.1667,True,5,,9,22
Sorbus rehderiana,14.2833,8,7.01244,19.1227,0.0623357,769.0,72.6667,True,31,,14,359
Staphylea trifolia,14.2833,8,10.191,28.2405,-1.46667,980.125,192.125,True,138,1,212,857
Stewartia pseudocamellia,14.2833,8,10.6615,26.6215,1.46864,1385.62,198.5,True,184,6,67,243
Taxus cuspidata,14.2833,8,8.90742,26.1795,-2.23375,1115.75,161.0,True,18,1,657,31
Thujopsis dolabrata,14.2833,8,11.2302,25.9225,2.59192,1229.0,174.375,True,133,8,558,32
Tilia americana,14.2833,8,9.51752,28.0183,-0.734999,919.667,166.667,True,183,49,6472,
Tsuga caroliniana,14.2833,8,11.6225,28.635,2.34783,1192.5,255.5,True,79,1,569,67
Viburnum grandiflorum,14.2833,8,8.7448,22.1333,0.805557,825.667,104.0,True,2,,11,22
Viburnum prunifolium,14.2833,8,12.8441,30.4605,2.54959,1077.88,220.375,True,15,4,1436,474
Viburnum rhytidophyllum,14.2833,8,11.2733,26.887,1.6565,885.5,122.25,True,185,5,42,6
Yucca glauca,14.2833,8,10.3845,29.7733,0.50711,568.5,74.6667,True,19,,1372,43
Achillea filipendulina,14.2833,9,10.2937,24.825,3.09167,697.0,127.75,False,74,,8786,
Achillea millefolium,14.2833,9,10.275,25.05,3.25833,801.0,132.0,False,247,,8613,
Adenocaulon bicolor,14.2833,9,10.9944,25.025,4.0,955.5,94.75,False,11,,5376,
Agastache urticifolia,14.2833,9,6.81807,25.4,-0.908333,634.0,102.5,False,25,,2852,
Agave bracteosa,14.2833,9,17.1917,29.275,9.71667,589.75,83.5,False,85,,31,
Agave stricta,14.2833,9,17.475,28.85,11.5417,629.0,70.5,False,1,,72,
Agave toumeyana,14.2833,9,15.5486,30.8,7.025,608.5,84.5,False,29,,19,
Akebia longeracemosa,14.2833,9,16.0542,26.1,9.33333,1638.5,150.5,False,11,,322,
Albuca nelsonii,14.2833,9,15.2903,24.8,9.09167,805.5,110.0,False,35,,39,
Alcea rosea,14.2833,9,10.1056,24.1,3.05833,756.5,136.5,False,11,,861,
Allium tolmiei,14.2833,9,8.67361,27.775,1.39167,646.5,102.25,False,7,,89,
Alstroemeria revoluta,14.2833,9,12.1771,24.225,6.85417,789.75,76.0,False,7,,77,
Amauropelta noveboracensis,14.2833,9,10.3958,28.6,-0.154167,1133.75,243.5,False,35,,9779,
Andropogon gerardi,14.2833,9,10.7208,28.7,1.075,865.0,152.0,False,7,,9321,
Aquilegia formosa,14.2833,9,8.93542,24.1,2.33333,872.0,97.25,False,77,,988,
Arctostaphylos bicolor,14.2833,9,16.7625,30.15,12.5583,401.5,7.0,False,15,,3885,
Arctostaphylos canescens,14.2833,9,12.8806,26.8,6.20833,1028.0,55.0,False,16,,787,
Arctostaphylos insularis,14.2833,9,15.0792,25.25,11.9542,544.75,6.25,False,12,,228,
Arctostaphylos nevadensis,14.2833,9,7.25071,24.85,0.9125,990.0,91.75,False,21,,249,
Arctostaphylos patula,14.2833,9,8.69307,26.95,2.275,794.0,63.5,False,22,,5538,
Ardisia pusilla,14.2833,9,15.5861,29.4,5.08333,1751.5,157.0,False,8,,541,
Arisaema ringens,14.2833,9,15.4347,26.9,7.975,1682.5,206.0,False,64,,1429,
Armeria pseudarmeria,14.2833,9,13.9181,23.4,7.97917,702.25,77.0,False,34,,74,
Armeria welwitschii,14.2833,9,13.6931,23.55,7.47083,680.75,74.0,False,21,,29,
Artemisia absinthium,14.2833,9,7.53543,24.75,-1.2875,694.0,116.5,False,176,,9286,
Artemisia pedemontana,14.2833,9,10.0854,26.7,3.40833,630.75,110.25,False,21,,22,
Artemisia vulgaris,14.2833,9,9.3764,24.45,1.16666,773.5,144.0,False,132,,8323,
Asparagus officinalis,14.2833,9,9.30279,25.2,1.00833,674.25,114.0,False,121,,7899,
Asphodelus aestivus,14.2833,9,15.4694,28.075,8.0375,617.75,63.75,False,49,,231,
Aspidotis densa,14.2833,9,10.8111,25.25,6.3875,1027.75,37.0,False,7,,3184,
Asplenium rhizophyllum,14.2833,9,11.6069,29.4,-0.0500002,1099.0,231.0,False,16,,5141,
Astelia nervosa,14.2833,9,9.80347,20.525,5.50417,1834.25,327.0,False,24,,7822,
Astragalus whitneyi,14.2833,9,7.55278,25.975,1.40833,733.5,118.25,False,6,,1125,
Astrolepis sinuata,14.2833,9,15.6174,29.4,8.3625,730.5,83.25,False,16,,1943,
Austrocactus spiniflorus,14.2833,9,8.70834,23.6,4.26666,507.5,65.0,False,1,,26,
Baptisia alba,14.2833,9,10.232,29.35,-1.29167,1035.0,189.0,False,41,,4647,
Begonia emeiensis,14.2833,9,16.2771,28.5,6.98333,1309.0,104.25,False,17,,1,
Begonia formosana,14.2833,9,17.6347,27.1,10.0667,1905.0,277.0,False,17,,126,
Begonia palmata,14.2833,9,15.9347,25.8,9.02917,1622.5,115.75,False,35,,149,
Berberis gyalaica,14.2833,9,9.42292,21.925,3.31667,743.75,74.75,False,11,,1,
Berberis kawakamii,14.2833,9,9.78265,19.4,4.80417,2314.25,198.0,False,13,,641,
Berchemia scandens,14.2833,9,16.2431,31.45,5.95,1035.5,190.0,False,3,,2818,
Beschorneria rigida,14.2833,9,16.057,28.15,11.9917,635.0,39.75,False,7,,51,
Bignonia capreolata,14.2833,9,14.7444,30.6,4.86667,1146.5,220.5,False,7,,7995,
Borinda macclureana,14.2833,9,9.65972,22.85,3.30417,853.75,74.25,False,6,,5,
Borodinia laevigata,14.2833,9,10.0826,26.825,-1.14583,983.25,196.25,False,2,,2616,
Boykinia occidentalis,14.2833,9,9.8889,22.5,4.36667,1448.0,152.0,False,22,,1914,
Brassica cretica,14.2833,9,16.1833,29.8,8.3,669.5,51.0,False,9,,487,
Brewerimitella ovalis,14.2833,9,11.1167,24.15,6.8,1176.5,60.0,False,4,,384,
Brodiaea coronaria,14.2833,9,10.866,23.75,4.74167,830.25,102.25,False,23,,1854,
Bryonia cretica,14.2833,9,11.6319,26.45,5.475,719.5,116.5,False,11,,6149,
Buddleja lindleyana,14.2833,9,15.1604,28.275,6.17917,1121.25,153.5,False,77,,657,
Buxus bodinieri,14.2833,9,15.2514,28.2,5.83333,1175.0,132.0,False,18,,86,
Calamagrostis arundinacea,14.2833,9,6.30139,23.025,-2.06667,721.25,125.25,False,55,,9622,
Calendula officinalis,14.2833,9,10.2465,24.1,3.59167,785.5,143.0,False,127,,8881,
Callicarpa americana,14.2833,9,17.5444,31.85,7.70833,1168.0,196.0,False,14,,9756,
Callicarpa bodinieri,14.2833,9,15.0208,28.5,5.22083,1143.0,144.0,False,52,,526,
Callistemon pityoides,14.2833,9,10.8333,23.65,5.70834,981.5,181.5,False,32,,1312,
Callistemon salignus,14.2833,9,16.4805,26.2,9.81667,1013.5,153.5,False,66,,3949,
Callistemon viridiflorus,14.2833,9,9.61249,20.85,5.29166,938.0,163.5,False,32,,739,
Callitriche stagnalis,14.2833,9,10.516,23.85,4.7125,791.5,150.75,False,17,,7435,
Camassia howellii,14.2833,9,12.4542,30.5,3.88333,1069.0,140.5,False,4,,11,
Cardamine diphylla,14.2833,9,8.85277,27.925,-1.68333,1093.75,222.0,False,28,,7365,
Cardamine nuttallii,14.2833,9,11.8361,26.2,7.07083,1057.0,48.5,False,2,,243,
Carex albula,14.2833,9,10.7424,22.675,5.32917,826.0,145.5,False,13,,44,
Carex hoodii,14.2833,9,6.81111,24.825,-1.225,689.75,109.75,False,9,,1363,
Carex laxiflora,14.2833,9,10.8375,29.175,0.220833,1130.75,244.5,False,4,,2551,
Carex punicea,14.2833,9,10.1778,22.65,5.87083,1220.25,229.25,False,5,,41,
Carex scaposa,14.2833,9,17.1757,30.675,7.52917,1349.5,136.5,False,24,,182,
Carex solandri,14.2833,9,11.9931,22.0,7.97917,1146.25,218.5,False,1,,479,
Castilleja arachnoidea,14.2833,9,7.34722,25.275,1.0875,1200.75,137.5,False,4,,66,
Castilleja hispida,14.2833,9,9.48473,27.8,0.625002,904.0,163.5,False,2,,3198,
Castilleja levisecta,14.2833,9,10.8653,25.875,5.125,1122.5,85.0,False,4,,676,
Ceanothus cordulatus,14.2833,9,9.89166,27.725,4.72917,890.5,29.0,False,1,,2133,
Ceanothus integerrimus,14.2833,9,12.5139,29.95,5.85,891.0,50.0,False,12,,2734,
Ceanothus megacarpus,14.2833,9,16.0854,28.075,11.1833,465.25,6.25,False,1,,1298,
Ceanothus pumilus,14.2833,9,12.1028,26.0,5.44167,1280.5,117.25,False,7,,493,
Ceanothus sanguineus,14.2833,9,9.40694,26.95,1.4375,894.75,128.5,False,9,,134,
Centaurea gymnocarpa,14.2833,9,16.2021,29.675,9.85001,568.75,41.75,False,8,,1,
Centranthus ruber,14.2833,9,10.4375,24.375,4.24583,754.25,137.25,False,126,,8664,
Ceratostigma minus,14.2833,9,10.3667,23.0,4.59166,732.5,29.5,False,1,,183,
Chaenorhinum glareosum,14.2833,9,5.83612,25.475,-1.70833,807.0,88.5,False,12,,54,
Chamaebatia foliolosa,14.2833,9,12.1826,27.8,6.77084,929.0,18.5,False,3,,2167,
Chamaemelum nobile,14.2833,9,11.2861,24.875,4.39583,810.5,146.25,False,98,,526,
Chascolytrum subaristatum,14.2833,9,15.4208,26.175,8.3875,860.25,131.75,False,6,,218,
Chrysojasminum parkeri,14.2833,9,12.9028,26.4,5.52083,887.0,109.25,False,3,,3,
Chrysosplenium macrophyllum,14.2833,9,14.3208,27.3,4.875,1092.5,122.25,False,3,,119,
Cistus populifolius,14.2833,9,14.4042,26.875,7.91667,764.5,69.5,False,32,,8416,
Cladanthus scariosus,14.2833,9,12.4813,28.775,5.05417,624.75,78.0,False,3,,52,
Clarkia rhomboidea,14.2833,9,11.35,29.9,3.8375,770.0,57.5,False,7,,1348,
Claytosmunda claytoniana,14.2833,9,8.47223,27.75,-1.80833,1054.0,206.5,False,5,,9811,
Clematis cirrhosa,14.2833,9,15.2195,27.55,7.88333,653.5,74.0,False,5,,3469,
Clematis ligusticifolia,14.2833,9,9.09861,26.95,0.870832,505.75,71.5,False,58,,273,
Clematis paniculata,14.2833,9,11.1153,22.55,5.65833,1229.5,238.5,False,46,,457,
Clinopodium grandiflorum,14.2833,9,7.775,21.8,0.900002,986.0,172.5,False,9,,38,
Colutea istria,14.2833,9,15.4945,27.475,7.09583,447.25,59.0,False,17,,88,
Coprosma acerosa,14.2833,9,12.6083,23.1,7.47083,912.75,174.0,False,16,,1597,
Coreopsis auriculata,14.2833,9,14.85,31.2,4.86667,1180.5,220.75,False,23,,55,
Corydalis aurea,14.2833,9,8.53611,28.5,-0.054165,638.5,108.75,False,9,,4368,
Corylopsis glandulifera,14.2833,9,15.2903,29.45,4.825,1298.0,166.0,False,18,,56,
Coryphantha macromeris,14.2833,9,15.6875,32.65,5.55417,458.5,66.5,False,24,,883,
Coryphantha robustispina,14.2833,9,15.384,30.775,7.90834,509.0,56.0,False,6,,28,
Cota tinctoria,14.2833,9,9.31804,24.1,2.40833,739.5,128.0,False,2,,8443,
Crinum bulbispermum,14.2833,9,15.4958,26.9,7.96667,784.25,87.25,False,67,,358,
Crocosmia masoniorum,14.2833,9,9.61251,21.1,4.69584,871.5,156.75,False,37,,12,
Cylindropuntia kleiniae,14.2833,9,17.2917,29.675,9.27083,554.75,70.75,False,37,,544,
Cyrtomium falcatum,14.2833,9,15.1028,27.1,8.18334,1088.0,162.5,False,16,,648,
Dahlia imperialis,14.2833,9,15.3583,25.075,10.5167,1158.75,102.5,False,64,,251,
Danthonia californica,14.2833,9,11.3472,25.85,5.8375,893.5,58.0,False,13,,1695,
Daphne longilobata,14.2833,9,10.5243,23.225,3.23333,880.25,95.0,False,21,,39,
Dasylirion leiophyllum,14.2833,9,15.6597,31.2,7.25417,569.5,71.0,False,33,,56,
Dasylirion texanum,14.2833,9,17.3083,31.0,7.57083,772.75,132.75,False,37,,1483,
Delosperma cooperi,14.2833,9,10.9333,25.65,3.77083,807.5,149.75,False,92,,377,
Delosperma crassum,14.2833,9,15.9458,27.125,9.81666,457.75,76.75,False,8,,3,
Delosperma esterhuyseniae,14.2833,9,13.2403,25.4,7.18333,525.5,69.5,False,7,,31,
Deparia acrostichoides,14.2833,9,10.0493,28.425,-0.858333,1123.25,234.25,False,26,,3574,
Dianella tasmanica,14.2833,9,11.3347,23.6,6.11667,870.5,167.0,False,84,,928,
Dierama igneum,14.2833,9,15.6597,24.5,10.075,871.25,114.5,False,26,,95,
Dierama jucundum,14.2833,9,13.5583,26.45,6.6,728.5,97.0,False,14,,2,
Dierama reynoldsii,14.2833,9,14.0306,23.6,8.61667,837.0,99.5,False,16,,49,
Digitalis purpurea,14.2833,9,9.89723,23.45,3.25416,863.75,151.25,False,176,,739,
Diplarrena moraea,14.2833,9,12.0042,22.2,7.31667,869.5,160.5,False,23,,2761,
Dipterostemon capitatus,14.2833,9,15.4847,28.4,9.85834,632.5,9.5,False,1,,986,
Disporum cantoniense,14.2833,9,14.9576,26.575,7.03333,1169.25,116.5,False,35,,63,
Dodecatheon austrofrigidum,14.2833,9,11.1049,25.0,6.89167,1535.25,105.5,False,3,,21,
Draperia systyla,14.2833,9,10.9736,26.9,5.975,887.0,20.5,False,5,,522,
Dryopteris sieboldii,14.2833,9,13.7708,26.975,4.9625,1460.5,188.25,False,64,,373,
Ebracteola fulleri,14.2833,9,16.2611,29.325,8.76667,364.75,53.5,False,7,,12,
Echinacea purpurea,14.2833,9,10.2194,28.025,0.120835,913.0,164.75,False,27,,8184,
Echinocereus reichenbachii,14.2833,9,16.6833,31.7,6.64166,764.0,121.5,False,44,,573,
Echium wildpretii,14.2833,9,10.6681,24.2,4.96667,583.5,73.5,False,82,,728,
Ephedra breana,14.2833,9,11.3313,24.05,7.29167,414.0,58.75,False,6,,95,
Epimedium acuminatum,14.2833,9,14.4264,27.15,5.55417,1057.0,113.25,False,45,,61,
Epimedium fangii,14.2833,9,14.5361,26.0,5.55833,1183.25,110.75,False,6,,5,
Epimedium sagittatum,14.2833,9,15.4403,29.225,5.42083,1178.25,138.0,False,28,,165,
Epimedium sempervirens,14.2833,9,12.2299,29.2,2.375,1492.0,272.5,False,13,,385,
Epimedium truncatum,14.2833,9,9.75833,24.4,3.21667,1073.0,178.0,False,8,,1,
Epimedium zhushanense,14.2833,9,13.7125,27.1,3.66667,941.5,112.0,False,14,,2,
Equisetum telmateia,14.2833,9,10.2424,23.875,3.90833,809.0,145.25,False,32,,7462,
Erigeron glaucus,14.2833,9,11.5472,23.15,6.25,824.5,118.0,False,44,,9486,
Eriocapitella hupehensis,14.2833,9,10.1604,22.975,3.9625,812.0,130.75,False,6,,1789,
Eriocapitella rivularis,14.2833,9,10.2681,24.025,2.95,760.5,61.75,False,4,,356,
Eriogonum compositum,14.2833,9,9.67362,26.5,2.0,760.5,95.5,False,13,,1353,
Eriogonum giganteum,14.2833,9,15.9174,26.3,11.8625,439.5,7.0,False,26,,612,
Eriogonum siskiyouense,14.2833,9,7.87709,24.65,2.475,1012.0,94.25,False,11,,95,
Eriogonum vimineum,14.2833,9,10.3972,30.75,1.21667,749.5,138.0,False,2,,15,
Eryngium leavenworthii,14.2833,9,16.0333,33.2,6.07083,870.5,152.0,False,14,,2969,
Erythranthe lewisii,14.2833,9,5.31251,22.75,-0.362498,803.25,125.5,False,1,,4221,
