Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,PLANTSEARCH,URBANPLANTS,GBIF_CURRENT,GBIF_BGCI
Fagus hayatae,9.98333,9,13.0927,22.9,7.48055,2160.0,270.833,True,9,,158,9
Fagus longipetiolata,9.98333,9,16.0084,30.8185,6.25517,1321.5,147.125,True,16,2,358,368
Fagus lucida,9.98333,9,15.548,29.6225,5.90358,1295.0,146.375,True,21,1,4,35
Ficus carica,9.98333,9,13.9277,28.6908,7.07942,733.125,108.75,True,219,82,4531,1442
Firmiana simplex,9.98333,9,16.036,30.4835,6.78908,1219.75,134.0,True,117,46,52,326
Fortunearia sinensis,9.98333,9,15.2093,30.486,4.57217,1087.75,135.625,True,44,6,38,84
Franklinia alatamaha,9.98333,9,11.6774,28.9307,1.34222,1111.33,232.333,True,115,3,16,
Fraxinus angustifolia,9.98333,9,13.4573,27.655,7.12108,666.0,95.125,True,86,52,34948,17754
Fraxinus baroniana,9.98333,9,13.836,29.787,2.20067,848.75,61.875,True,2,3,2,4
Fraxinus insularis,9.98333,9,17.4583,30.5193,9.0041,1697.75,155.5,True,32,5,197,248
Fraxinus latifolia,9.98333,9,12.0388,26.3236,5.44641,940.625,78.5,True,69,3,637,896
Fraxinus nigra,9.98333,9,7.18953,26.6763,-4.71242,935.625,180.625,True,67,16,5785,659
Fraxinus ornus,9.98333,9,12.6026,26.6875,5.99125,742.0,122.625,True,188,33,5681,5349
Fuchsia regia,9.98333,9,14.9438,24.9667,9.8032,1354.67,229.667,True,2,,251,436
Ginkgo biloba,9.98333,9,14.0986,29.377,3.92508,1071.12,160.125,True,397,139,9561,28
Gleditsia aquatica,9.98333,9,17.0886,30.684,8.27122,1118.5,212.667,True,38,,127,63
Gleditsia japonica,9.98333,9,13.4786,28.36,3.08875,1085.12,114.75,True,55,9,12,172
Gleditsia sinensis,9.98333,9,15.1174,29.896,5.19142,1058.5,107.375,True,63,16,195,256
Glyptostrobus pensilis,9.98333,9,18.6935,30.219,10.3913,1394.5,118.125,True,86,1,98,74
Halesia carolina,9.98333,9,12.9837,29.2405,3.77914,1183.0,236.75,True,146,7,249,165
Halesia diptera,9.98333,9,16.3177,31.6105,6.37292,1286.38,260.25,True,56,1,215,1
Hamamelis vernalis,9.98333,9,12.1897,30.201,0.544417,1040.38,199.75,True,144,1,139,98
Helwingia chinensis,9.98333,9,14.4761,28.775,5.27125,978.375,77.125,True,5,2,11,311
Helwingia himalaica,9.98333,9,14.6476,25.8907,6.50489,1127.0,86.6667,True,18,,144,326
Hovenia dulcis,9.98333,9,14.4982,28.126,6.49933,1339.25,145.375,True,148,6,582,48
Hydrangea aspera,9.98333,9,13.9896,25.2485,6.43917,1304.25,86.25,True,81,1,225,157
Hydrangea robusta,9.98333,9,13.8917,26.1333,5.42778,1341.33,94.6667,True,16,,39,153
Hydrangea xanthoneura,9.98333,9,12.9969,26.0667,4.23333,1023.67,78.3333,True,28,,57,242
Ilex corallina,9.98333,9,14.9929,27.934,5.96908,1128.25,100.25,True,22,4,118,3
Ilex integra,9.98333,9,15.1697,29.3385,6.55267,1453.12,164.75,True,53,1,239,482
Ilex latifolia,9.98333,9,15.1441,30.0405,6.17142,1367.0,153.75,True,82,12,2,167
Ilex macrocarpa,9.98333,9,15.1049,28.6655,5.90217,1204.0,99.875,True,22,6,125,31
Ilex mucronata,9.98333,9,6.57275,24.9807,-4.78167,1073.5,212.667,True,22,,1574,763
Ilex pedunculosa,9.98333,9,13.7984,29.715,4.122,1556.0,187.25,True,84,1,638,695
Ilex pernyi,9.98333,9,13.8042,28.404,3.94383,936.125,75.75,True,97,1,79,262
Illicium henryi,9.98333,9,14.4526,30.0605,4.91808,1195.25,114.0,True,67,3,41,76
Juniperus communis,9.98333,9,8.08432,23.204,1.3055,793.75,142.0,True,224,21,6841,233265
Juniperus occidentalis,9.98333,9,8.86815,25.4865,2.91916,723.375,57.75,True,36,1,1576,1692
Juniperus oxycedrus,9.98333,9,12.3362,29.388,4.19633,515.5,78.25,True,65,1,1416,45217
Juniperus phoenicea,9.98333,9,12.7687,27.6333,6.02222,593.667,91.0,True,77,,591,21882
Juniperus rigida,9.98333,9,11.7751,27.9645,0.789749,1057.12,118.0,True,18,13,685,333
Keteleeria evelyniana,9.98333,9,15.8842,25.5965,9.35817,933.0,70.875,True,4,1,151,25
Larix gmelinii,9.98333,9,8.15563,25.873,-4.40917,682.0,78.5,True,71,8,,
Larix laricina,9.98333,9,6.70973,25.515,-5.14433,939.5,177.75,True,14,13,498,199
Larix lyallii,9.98333,9,2.90296,20.0607,-4.14156,861.333,152.333,True,8,,145,92
Larix occidentalis,9.98333,9,6.57256,24.3876,-2.33235,802.875,111.125,True,63,2,373,156
Laurus nobilis,9.98333,9,13.4893,26.694,7.10017,770.5,126.5,True,263,45,22861,6554
Leucosidea sericea,9.98333,9,14.8058,25.3687,8.71534,746.667,70.6667,True,8,,269,161
Ligustrum japonicum,9.98333,9,15.4946,29.5508,7.44683,1274.62,150.0,True,117,38,162,668
Ligustrum lucidum,9.98333,9,15.9536,29.888,8.14583,962.5,114.75,True,117,99,9729,67
Lindera angustifolia,9.98333,9,15.3932,31.208,5.13958,1264.12,157.0,True,45,6,71,99
Lindera erythrocarpa,9.98333,9,13.2906,28.9365,3.70517,1400.12,160.0,True,69,3,653,1169
Lindera glauca,9.98333,9,14.7532,30.1464,4.75167,1311.75,139.5,True,42,7,1139,1593
Lindera reflexa,9.98333,9,16.1837,31.4675,5.73033,1389.62,158.375,True,32,4,181,394
Liquidambar acalycina,9.98333,9,15.8786,29.219,6.57817,1287.5,139.375,True,5,2,3,37
Liquidambar formosana,9.98333,9,17.3189,29.713,9.9319,1360.75,131.75,True,83,49,642,522
Liquidambar styraciflua,9.98333,9,14.6344,29.5647,6.2365,1040.25,197.5,True,286,95,15226,343
Liriodendron chinense,9.98333,9,15.636,29.7685,5.71717,1237.12,144.75,True,126,27,135,64
Lithocarpus edulis,9.98333,9,14.4385,28.4156,5.78298,1418.88,179.625,True,31,1,24,195
Lithocarpus variolosus,9.98333,9,14.2245,24.6667,7.7,846.333,71.6667,True,8,,38,165
Lyonia ovalifolia,9.98333,9,14.2193,27.6655,5.88105,1362.0,127.625,True,27,8,1918,2891
Magnolia biondii,9.98333,9,13.325,28.928,2.55716,762.25,64.0,True,56,5,3,7
Magnolia chevalieri,9.98333,9,19.6573,29.3,13.2528,1525.0,102.0,True,6,,2,5
Magnolia cylindrica,9.98333,9,14.3079,28.6281,4.86189,1445.25,164.0,True,79,2,57,19
Magnolia dawsoniana,9.98333,9,13.0375,25.3667,5.35,1016.33,84.0,True,32,,18,4
Magnolia denudata,9.98333,9,15.4261,30.076,5.05731,1205.25,136.25,True,142,44,14,19
Magnolia ernestii,9.98333,9,13.4783,25.9011,5.43921,1434.0,121.875,True,16,1,8,17
Magnolia fraseri,9.98333,9,11.7111,27.5993,2.61955,1268.5,262.333,True,6,,453,158
Magnolia grandiflora,9.98333,9,16.6733,30.989,8.0865,1111.5,192.75,True,237,17,3768,55
Magnolia insignis,9.98333,9,14.0638,24.0521,7.12931,1304.62,101.875,True,35,2,97,15
Magnolia laevifolia,9.98333,9,14.8026,24.728,8.334,942.75,73.75,True,31,1,3,172
Magnolia macrophylla,9.98333,9,14.3672,30.877,4.60917,1242.25,247.0,True,14,1,733,19
Magnolia nitida,9.98333,9,14.4635,24.55,7.77778,1348.0,120.167,True,9,,43,49
Magnolia officinalis,9.98333,9,14.8917,29.892,5.51583,1219.0,110.0,True,77,9,217,36
Magnolia sapaensis,9.98333,9,12.1114,21.1333,6.3,1614.0,69.6667,True,16,,8,5
Magnolia sargentiana,9.98333,9,12.95,25.3261,4.96212,1230.25,109.5,True,2,1,41,11
Magnolia sprengeri,9.98333,9,14.3055,29.1235,4.6994,1198.12,111.375,True,44,4,42,4
Magnolia tripetala,9.98333,9,12.8333,29.514,2.86375,1108.5,231.75,True,168,6,187,151
Magnolia virginiana,9.98333,9,14.4431,30.9425,4.38017,1179.5,230.5,True,172,14,138,319
Magnolia wilsonii,9.98333,9,13.4539,25.116,7.38333,834.125,91.75,True,73,3,32,5
Magnolia zenii,9.98333,9,14.5801,30.7625,4.04981,1051.62,135.25,True,51,4,17,11
Mahonia bealei,9.98333,9,15.2041,29.7145,5.48292,1239.38,133.75,True,12,17,112,98
Malus doumeri,9.98333,9,17.0581,29.762,8.06917,1466.38,148.25,True,18,1,16,288
Malus halliana,9.98333,9,14.7014,28.0565,5.01308,1049.12,98.25,True,43,24,73,77
Meliosma alba,9.98333,9,14.2524,25.0947,8.87879,1249.83,112.5,True,7,,142,13
Meliosma oldhamii,9.98333,9,14.6908,29.9885,4.1285,1323.0,130.0,True,22,3,9,95
Melliodendron xylocarpum,9.98333,9,15.2783,28.5165,6.81783,1234.88,132.25,True,27,1,55,165
Metapanax davidii,9.98333,9,15.0888,27.143,6.7405,1051.5,72.25,True,17,1,134,51
Metasequoia glyptostroboides,9.98333,9,12.9763,28.728,3.441,1121.5,155.0,True,355,87,4769,11
Myrceugenia ovata,9.98333,9,13.7063,23.002,9.27956,1431.33,203.5,True,6,,185,34
Myrtus communis,9.98333,9,15.2857,28.737,8.8168,650.5,53.0,True,176,15,14729,8838
Neolitsea sericea,9.98333,9,14.1294,28.8925,5.077,1393.62,176.5,True,74,2,647,986
Neoshirakia japonica,9.98333,9,13.6379,28.296,4.78283,1377.62,162.375,True,27,2,522,871
Nolina hibernica,9.98333,9,14.0058,23.6,9.30557,593.333,79.6667,True,6,,16,7
Nothofagus antarctica,9.98333,9,8.40143,20.9801,3.131,930.5,127.25,True,89,3,297,154
Nyssa sinensis,9.98333,9,16.3972,30.1965,6.86358,1346.25,151.0,True,6,6,152,325
Opuntia galapageia,9.98333,9,19.8844,28.3667,15.3917,441.833,63.3333,True,22,,1466,32
Orixa japonica,9.98333,9,13.3003,28.581,3.71575,1323.12,161.25,True,1,2,38,661
Osmanthus heterophyllus,9.98333,9,13.3781,27.115,6.10933,1238.25,172.0,True,12,5,594,56
Osmanthus serrulatus,9.98333,9,13.6979,25.9667,5.26667,1049.0,82.8333,True,21,,13,13
Osmanthus suavis,9.98333,9,11.7427,16.6667,5.58332,633.0,70.0,True,2,,1,7
Ostrya carpinifolia,9.98333,9,11.5181,24.6231,4.47354,920.0,148.25,True,156,3,2627,2993
Oxydendrum arboreum,9.98333,9,13.1757,30.459,3.52092,1163.25,238.625,True,146,13,1113,248
Parrotia subaequalis,9.98333,9,14.6057,30.35,4.03333,1038.83,137.333,True,5,,1,3
Paulownia fargesii,9.98333,9,14.6428,27.416,6.0725,1080.0,91.25,True,24,2,47,78
Paulownia kawakamii,9.98333,9,16.6018,28.7595,8.84576,1606.38,161.5,True,26,2,194,21
Phillyrea latifolia,9.98333,9,13.4001,27.192,6.53344,700.333,107.667,True,92,,7994,13743
Phoebe sheareri,9.98333,9,16.9326,30.6555,6.75425,1345.12,142.75,True,15,8,159,365
Photinia beauverdiana,9.98333,9,15.4692,29.084,6.08058,1317.0,136.5,True,45,5,34,696
Photinia serratifolia,9.98333,9,15.6924,29.314,7.23358,1064.12,130.625,True,53,44,186,762
Photinia villosa,9.98333,9,13.9668,28.8762,4.30167,1311.62,162.375,True,18,2,113,926
Picea abies,9.98333,9,7.80089,23.641,-0.453499,781.0,141.0,True,265,71,55864,21341
Picea breweriana,9.98333,9,8.49646,23.258,3.18567,1130.25,108.25,True,93,1,513,289
Picea crassifolia,9.98333,9,5.95295,24.031,-4.7855,574.75,51.0,True,29,2,28,22
Picea engelmannii,9.98333,9,5.92987,24.054,-2.355,625.75,98.25,True,18,7,91,393
Picea glauca,9.98333,9,6.36495,24.7305,-3.71756,847.125,144.375,True,171,35,594,1414
Picea jezoensis,9.98333,9,7.49955,24.256,-3.22956,1089.88,161.0,True,77,2,318,222
Picea koraiensis,9.98333,9,4.45403,24.6615,-9.75082,698.0,56.0,True,5,14,57,13
Picea mariana,9.98333,9,5.4967,24.7579,-5.79215,869.625,158.875,True,122,1,261,175
Picea rubens,9.98333,9,6.90282,25.3915,-4.66883,1036.0,204.25,True,15,7,214,911
Picrasma quassioides,9.98333,9,12.8618,28.216,3.175,1068.17,130.333,True,52,2,455,
Pieris formosa,9.98333,9,14.0,24.8135,6.0575,1040.12,107.375,True,49,4,243,538
Pieris japonica,9.98333,9,13.276,26.638,4.94875,1436.62,174.75,True,171,5,1778,1124
Pinus albicaulis,9.98333,9,3.95469,22.6667,-3.28333,832.5,115.833,True,26,,3246,685
Pinus aristata,9.98333,9,5.09189,23.48,-2.73675,616.25,106.5,True,13,5,312,116
Pinus balfouriana,9.98333,9,4.93958,22.2167,-1.44444,745.5,72.1667,True,12,,573,49
Pinus brutia,9.98333,9,15.0867,29.9095,7.42467,628.25,50.0,True,54,25,436,26
Pinus cembra,9.98333,9,5.7048,21.8225,-2.38008,984.875,170.875,True,172,6,287,489
Pinus flexilis,9.98333,9,7.16413,26.411,-1.4095,597.25,80.875,True,17,1,1194,787
Pinus halepensis,9.98333,9,14.4003,28.826,7.70866,533.5,74.25,True,18,39,274,6917
Pinus monticola,9.98333,9,7.57666,24.445,0.0470817,924.25,95.0,True,85,7,3813,669
Pinus mugo,9.98333,9,8.07305,23.308,0.49375,965.625,165.125,True,196,28,1183,12125
Pinus muricata,9.98333,9,13.6155,24.2465,9.48191,675.875,44.125,True,54,2,18,916
Pinus pinea,9.98333,9,14.6669,28.9735,8.44724,621.5,81.75,True,158,34,19346,187
Pinus resinosa,9.98333,9,7.24707,26.805,-4.625,933.75,174.0,True,115,21,2536,789
Pinus thunbergii,9.98333,9,14.0804,29.4765,4.84258,1250.62,153.625,True,139,46,487,244
Pinus uncinata,9.98333,9,7.86996,22.3015,1.4375,1056.38,180.875,True,43,1,6753,2964
Pinus virginiana,9.98333,9,13.1568,30.497,2.8665,1109.25,239.0,True,84,11,133,4
Pinus wallichiana,9.98333,9,11.5948,25.497,4.406,874.75,145.25,True,169,8,,
Platanus orientalis,9.98333,9,15.2512,28.311,7.41707,727.625,96.375,True,117,6,1196,868
Platycarya strobilacea,9.98333,9,14.9278,29.4085,5.44633,1245.75,134.25,True,95,13,736,71
Podocarpus macrophyllus,9.98333,9,17.5477,29.7165,9.12484,1478.0,145.125,True,148,6,812,573
Poliothyrsis sinensis,9.98333,9,14.9469,29.698,5.1715,1140.5,110.0,True,9,5,56,49
Polyspora longicarpa,9.98333,9,13.9875,23.5667,7.58611,1114.0,89.3333,True,19,,44,62
Polyspora speciosa,9.98333,9,15.2635,28.0333,6.81111,1045.0,83.1667,True,13,,3,5
Populus tremuloides,9.98333,9,7.33388,26.5955,-3.649,808.875,114.25,True,98,28,949,34
Prunus armeniaca,9.98333,9,12.7818,28.0273,4.845,718.333,103.333,True,6,62,4946,
Prunus incisa,9.98333,9,12.5876,25.964,5.344,1073.0,163.0,True,56,1,377,
Prunus maackii,9.98333,9,4.67698,24.3925,-6.92391,699.375,91.5,True,86,11,125,13
Prunus subhirtella,9.98333,9,12.2137,27.96,3.42683,908.0,166.25,True,57,32,,
Pseudolarix amabilis,9.98333,9,15.154,30.4045,4.82492,1243.62,162.25,True,151,14,86,69
Pseudotsuga sinensis,9.98333,9,14.8427,25.097,7.41942,1755.0,167.5,True,23,2,239,328
Pteroceltis tatarinowii,9.98333,9,14.7393,30.68,3.65175,1010.5,96.875,True,5,8,111,15
Pterostyrax psilophyllus,9.98333,9,14.7487,28.745,5.46842,1173.88,97.5,True,25,2,129,16
Punica granatum,9.98333,9,14.6692,30.3655,6.71317,734.25,84.5,True,238,9,2777,45
Pyracantha atalantioides,9.98333,9,15.1375,29.774,5.11883,1075.62,89.5,True,17,1,18,187
Pyrus calleryana,9.98333,9,15.4893,30.3995,5.44725,1128.62,165.125,True,88,16,3454,46
Quercus acuta,9.98333,9,12.892,27.36,4.10956,1464.0,177.333,True,32,,238,518
Quercus chrysolepis,9.98333,9,13.4042,28.387,7.47225,689.125,37.75,True,56,5,2158,3299
Quercus ilex,9.98333,9,12.9853,26.721,6.66201,741.5,128.5,True,183,31,31233,34333
Quercus ithaburensis,9.98333,9,17.3729,29.6667,9.80888,632.333,42.5,True,31,,712,1458
Quercus morii,9.98333,9,12.2713,21.4787,7.00622,2248.67,189.333,True,6,,159,371
Quercus myrsinifolia,9.98333,9,13.0142,26.9321,4.72064,1374.25,158.375,True,72,2,32,21
Quercus oxyodon,9.98333,9,13.8334,26.5407,5.54267,1128.17,92.3333,True,7,,135,212
Quercus phillyreoides,9.98333,9,14.7143,28.724,5.42033,1331.5,154.625,True,49,2,67,93
Quercus schottkyana,9.98333,9,14.3251,24.37,7.525,916.0,65.5,True,8,1,19,542
Quercus serrata,9.98333,9,13.7589,29.365,4.14633,1323.0,150.0,True,7,8,222,1731
Quercus shumardii,9.98333,9,14.1918,31.6675,4.11533,977.125,166.0,True,14,28,83,417
Quercus variabilis,9.98333,9,14.433,28.9985,5.05941,1196.75,128.25,True,17,13,998,1129
Rehderodendron macrocarpum,9.98333,9,14.3662,26.15,6.33333,1274.17,97.0,True,33,,54,5
Rhamnus alpina,9.98333,9,8.99583,23.2,2.3,743.0,147.0,True,2,,,
Rhododendron maxwellii,9.98333,9,13.934,20.925,9.87919,1807.75,297.75,True,6,,4,
Rhododendron argipeplum,9.98333,9,6.36111,18.5,0.920835,744.0,85.25,True,19,,,2
Rhododendron argyrophyllum,9.98333,9,13.4781,25.8333,5.11667,1038.67,82.0,True,42,,34,216
Rhododendron auriculatum,9.98333,9,14.4052,28.1667,5.05278,1187.5,112.833,True,59,,28,44
Rhododendron basilicum,9.98333,9,12.4614,23.2,6.19445,991.167,96.1667,True,22,,11,16
Rhododendron calophytum,9.98333,9,13.2552,25.6667,4.89722,1059.5,82.8333,True,69,,38,154
Rhododendron campanulatum,9.98333,9,5.75104,18.4167,-0.883333,803.5,95.6667,True,59,,35,52
Rhododendron canescens,9.98333,9,16.315,30.932,6.75217,1286.25,255.5,True,79,,537,
Rhododendron coeloneurum,9.98333,9,14.1541,25.8333,5.10555,1064.0,103.667,True,8,,12,24
Rhododendron cumberlandense,9.98333,9,12.475,28.975,3.20416,1358.75,277.25,True,33,,1,
Rhododendron cyanocarpum,9.98333,9,13.9505,23.9,7.33333,859.667,92.8333,True,21,,16,89
Rhododendron dilatatum,9.98333,9,12.1635,26.0913,3.17067,1441.83,165.667,True,2,,395,584
Rhododendron eastmanii,9.98333,9,15.5375,31.6667,5.975,1183.33,240.5,True,21,,3,2
Rhododendron erosum,9.98333,9,3.77709,17.2333,-2.65,751.0,69.3333,True,14,,3,1
Rhododendron exasperatum,9.98333,9,7.99375,18.9833,2.10556,1154.67,89.1667,True,1,,1,2
Rhododendron faucium,9.98333,9,5.59792,18.0667,-1.26111,720.333,62.0,True,2,,15,18
Rhododendron floribundum,9.98333,9,13.2359,24.8667,5.50833,926.833,70.0,True,33,,26,76
Rhododendron fortunei,9.98333,9,15.4248,29.8765,5.45975,1277.12,141.125,True,95,4,7,14
Rhododendron griffithianum,9.98333,9,12.4674,23.25,6.21667,1026.0,94.0,True,25,,4,
Rhododendron hirtipes,9.98333,9,4.76459,17.45,-1.68611,703.333,60.6667,True,18,,11,2
Rhododendron hodgsonii,9.98333,9,6.36719,17.4667,1.13611,943.167,97.8333,True,37,,5,9
Rhododendron huanum,9.98333,9,14.4722,27.0,6.00833,1005.75,111.5,True,8,,4,
Rhododendron irroratum,9.98333,9,14.25,24.2667,8.13333,930.667,83.3333,True,3,,71,453
Rhododendron lanigerum,9.98333,9,6.58889,19.8,0.85,631.5,112.5,True,12,,1,
Rhododendron longipes,9.98333,9,14.7823,27.6333,5.93055,1105.5,103.167,True,7,,11,36
Rhododendron maculiferum,9.98333,9,14.4558,28.355,4.76167,1174.0,119.125,True,2,1,38,61
Rhododendron maddenii,9.98333,9,12.939,23.2833,6.84444,1046.5,86.1667,True,27,,52,166
Rhododendron magniflorum,9.98333,9,3.38124,11.225,1.97917,424.25,83.5,True,11,,1,
Rhododendron maoerense,9.98333,9,16.2885,29.0333,6.9,1427.0,166.667,True,5,,2,19
Rhododendron moulmainense,9.98333,9,18.0726,29.235,10.6113,1437.38,108.5,True,24,3,158,36
Rhododendron ochraceum,9.98333,9,13.4104,25.6333,5.36667,1050.17,82.0,True,16,,11,2
Rhododendron oligocarpum,9.98333,9,16.0328,28.5667,6.55278,1374.83,174.5,True,12,,7,35
Rhododendron orbiculare,9.98333,9,14.0828,26.3667,5.93611,1226.0,115.0,True,44,,31,81
Rhododendron pachypodum,9.98333,9,15.4885,24.75,8.9111,946.833,86.5,True,23,,34,197
Rhododendron pingianum,9.98333,9,13.5917,25.45,5.30556,1166.33,89.0,True,22,,11,53
Rhododendron platypodum,9.98333,9,15.5583,28.1833,6.38611,1225.0,134.833,True,7,,14,47
Rhododendron polylepis,9.98333,9,13.0817,25.55,5.04167,970.333,73.8333,True,32,,2,19
Rhododendron qiaojiaense,9.98333,9,3.46667,11.925,2.17917,413.0,79.5,True,8,,1,
Rhododendron ririei,9.98333,9,13.8406,25.9,5.53056,1193.0,90.5,True,26,,14,73
Rhododendron sikangense,9.98333,9,12.4849,23.4167,5.5,902.333,73.1667,True,17,,5,2
Rhododendron strigillosum,9.98333,9,13.2354,25.5333,5.16667,1033.5,82.6667,True,33,,2,74
Rhododendron weyrichii,9.98333,9,13.9031,27.8333,4.98056,1780.0,188.833,True,36,,88,225
Rhododendron zaleucum,9.98333,9,12.4896,22.4333,6.06111,1177.0,102.333,True,2,,21,49
Rhus copallinum,9.98333,9,13.1805,30.2475,3.03117,1033.62,203.375,True,42,2,4622,158
Salix bebbiana,9.98333,9,4.31451,25.321,-8.6055,741.875,113.875,True,23,1,4454,3393
Sambucus racemosa,9.98333,9,7.38805,23.9705,-1.46384,883.5,134.75,True,122,5,2117,314
Sassafras tzumu,9.98333,9,16.1747,30.6125,6.26333,1370.38,162.5,True,22,13,19,156
Sequoia sempervirens,9.98333,9,13.3497,25.204,8.2285,855.5,73.375,True,25,29,861,223
Sinojackia rehderiana,9.98333,9,15.7026,29.6833,5.28611,1084.83,163.833,True,35,,3,9
Sinojackia xylocarpa,9.98333,9,15.3505,30.205,4.81683,1066.25,141.25,True,63,7,3,26
Sorbus americana,9.98333,9,6.56557,24.4198,-4.84822,1037.62,202.5,True,89,11,1545,533
Sorbus arranensis,9.98333,9,8.94133,18.8303,4.56843,1423.67,240.167,True,21,,232,79
Sorbus decora,9.98333,9,4.43755,23.7844,-8.10199,843.875,146.375,True,81,3,725,382
Sorbus macrantha,9.98333,9,5.22604,16.7667,-1.17778,786.833,77.1667,True,5,,9,22
Sorbus monbeigii,9.98333,9,5.70729,17.1833,-0.655553,777.667,75.5,True,2,,23,45
Sorbus sitchensis,9.98333,9,6.44503,21.1261,0.245873,1553.12,166.625,True,25,1,561,351
Staphylea holocarpa,9.98333,9,14.0597,28.426,4.24242,1011.5,88.0,True,33,2,61,138
Stewartia monadelpha,9.98333,9,12.0971,25.8706,3.95248,1541.88,175.875,True,87,2,127,151
Stewartia ovata,9.98333,9,12.5922,29.0833,3.11111,1352.83,277.333,True,4,,51,4
Stewartia rostrata,9.98333,9,13.9957,28.53,4.96675,1205.62,146.0,True,62,1,13,16
Stewartia sinensis,9.98333,9,15.6135,30.2855,5.2035,1295.5,142.625,True,87,3,47,93
Styrax confusus,9.98333,9,17.2945,31.644,7.17316,1408.5,161.5,True,17,6,191,355
Styrax hemsleyanus,9.98333,9,13.6245,26.8167,5.03055,1202.67,102.333,True,21,,3,95
Styrax japonicus,9.98333,9,13.252,29.0155,3.80842,1322.5,168.625,True,143,17,1842,154
Sycopsis sinensis,9.98333,9,14.0197,25.4705,6.4475,1788.62,184.0,True,87,4,129,279
Symplocos paniculata,9.98333,9,15.449,29.2924,5.31433,1349.67,150.333,True,81,6,88,
Taiwania cryptomerioides,9.98333,9,13.9953,25.656,7.7585,1819.5,154.625,True,94,6,228,23
Tamarix ramosissima,9.98333,9,12.2908,29.9495,3.14334,454.25,49.375,True,44,7,3457,115
Tetracentron sinense,9.98333,9,12.7959,24.7033,5.08344,1038.33,90.6667,True,65,,18,265
Thuja occidentalis,9.98333,9,8.25474,26.588,-2.07283,916.375,162.875,True,234,8,8219,1853
Tilia chingiana,9.98333,9,15.7203,29.15,5.84722,1304.33,167.833,True,18,,11,27
Tilia cordata,9.98333,9,8.4168,23.7645,0.212991,756.625,143.125,True,22,91,28277,7215
Toona sinensis,9.98333,9,15.1284,29.143,5.9055,1146.75,122.625,True,96,42,26,126
Torreya nucifera,9.98333,9,12.5184,28.2685,2.47033,1243.38,157.375,True,127,2,621,591
Trachycarpus fortunei,9.98333,9,15.0508,28.721,6.89733,1139.25,133.25,True,199,81,845,73
Trachycarpus geminisectus,9.98333,9,16.3156,25.5667,9.41109,1253.33,83.6667,True,7,,6,6
Trachycarpus princeps,9.98333,9,13.3135,24.0833,6.81944,1228.83,85.0,True,18,,5,7
Trochodendron aralioides,9.98333,9,12.1272,24.872,4.98267,1962.33,198.0,True,122,,52,723
Tsuga mertensiana,9.98333,9,6.67498,22.0706,0.662561,1186.62,125.75,True,71,2,12,679
Ulmus parvifolia,9.98333,9,15.2754,30.048,6.66242,1123.25,146.125,True,153,1,1156,457
Umbellularia californica,9.98333,9,13.807,27.107,8.67722,723.75,40.5,True,94,9,471,2833
Vaccinium arboreum,9.98333,9,17.323,32.3667,7.70556,1256.0,245.667,True,4,,1471,593
Vaccinium cylindraceum,9.98333,9,14.621,23.4355,10.1437,1115.33,159.667,True,17,,565,34
Viburnum chingii,9.98333,9,13.6755,23.7333,6.98333,897.667,90.6667,True,11,,54,168
Viburnum cinnamomifolium,9.98333,9,14.2427,25.75,6.25833,1153.17,86.5,True,41,,3,132
Viburnum cylindricum,9.98333,9,14.0149,24.479,7.58833,1073.25,78.75,True,53,1,23,322
Viburnum henryi,9.98333,9,15.0455,29.735,5.8015,1242.75,117.0,True,52,1,58,137
Viburnum odoratissimum,9.98333,9,15.706,28.432,8.41083,1748.75,151.75,True,78,35,44,436
Viburnum prunifolium,9.98333,9,12.8441,30.4605,2.54959,1077.88,220.375,True,15,4,1436,474
Viburnum rufidulum,9.98333,9,16.8374,33.4945,7.16808,954.375,167.25,True,72,1,1479,551
Vitex agnus-castus,9.98333,9,15.4475,29.683,8.18666,637.0,89.5,True,211,17,7669,2556
Wollemia nobilis,9.98333,9,14.4989,27.1435,7.40983,760.625,134.125,True,132,4,28,54
Yucca baccata,9.98333,9,14.2014,31.8833,5.25667,466.833,61.3333,True,71,,1638,456
Yucca thompsoniana,9.98333,9,17.6459,32.9667,9.13334,533.667,63.6667,True,44,,21,17
Ziziphus jujuba,9.98333,9,15.4612,30.0357,6.33125,919.625,87.5,True,15,5,369,329
Abeliophyllum distichum,9.98333,11,10.7826,26.7,0.224999,1086.5,123.75,False,135,,48,
Acaena microphylla,9.98333,11,8.56389,21.2,2.23333,1235.0,239.25,False,42,,234,
Acaena pinnatifida,9.98333,11,12.3458,23.15,6.1125,810.5,84.0,False,18,,761,
Acantholimon glumaceum,9.98333,11,7.26806,23.625,-1.13334,588.75,97.75,False,28,,17,
Acantholimon ulicinum,9.98333,11,8.86249,23.975,1.3,777.5,90.5,False,19,,33,
Acanthophyllum cerastioides,9.98333,11,8.42083,21.1,2.60833,994.5,139.25,False,6,,98,
Acanthus hungaricus,9.98333,11,9.9014,23.3,2.36667,800.0,154.5,False,68,,128,
Achillea clypeolata,9.98333,11,10.5097,25.9,1.88334,655.0,120.5,False,38,,76,
Achillea filipendulina,9.98333,11,10.2937,24.825,3.09167,697.0,127.75,False,74,,8786,
