Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,PLANTSEARCH,URBANPLANTS,GBIF_CURRENT,GBIF_BGCI
Elliottia racemosa,9.98333,6,16.7385,32.4,7.17222,1186.33,232.0,True,25,,3,9
Fraxinus griffithii,9.98333,6,18.5155,28.5715,12.4272,1632.62,148.5,True,3,26,326,3
Gymnocladus chinensis,9.98333,6,16.3778,32.1645,5.90883,1349.88,164.125,True,16,7,42,57
Huodendron tibeticum,9.98333,6,13.5578,25.25,6.77778,1399.5,100.167,True,17,,24,51
Ilex cornuta,9.98333,6,15.6914,31.183,5.77642,1200.38,164.5,True,88,44,572,21
Ilex rotunda,9.98333,6,18.4251,30.8615,9.55617,1521.0,151.0,True,41,12,696,124
Lagerstroemia subcostata,9.98333,6,18.8799,29.704,11.6362,1894.75,142.0,True,37,7,788,723
Machilus ichangensis,9.98333,6,16.7526,30.526,6.94216,1343.75,89.875,True,6,2,17,155
Magnolia cavaleriei,9.98333,6,16.7321,31.38,6.58458,1452.5,183.625,True,8,1,26,72
Magnolia lotungensis,9.98333,6,17.4334,31.3333,8.24721,1381.17,165.167,True,1,,36,1
Magnolia martini,9.98333,6,15.4162,28.212,6.98933,1217.88,99.625,True,7,2,13,42
Magnolia maudiae,9.98333,6,17.4557,30.6635,7.46425,1394.75,158.875,True,26,12,97,246
Morella cerifera,9.98333,6,18.2024,32.1911,9.42133,1196.33,225.833,True,35,6,4127,
Neolitsea aciculata,9.98333,6,13.9906,27.7153,5.96556,1758.17,185.5,True,1,,27,574
Persea borbonia,9.98333,6,19.1016,32.4658,11.1727,1232.75,209.5,True,4,3,376,16
Persea palustris,9.98333,6,18.0275,32.2027,9.18999,1272.0,238.0,True,22,,427,126
Photinia glabra,9.98333,6,15.4128,29.034,7.00533,1211.0,150.25,True,34,17,52,612
Prunus mume,9.98333,6,13.2246,27.592,6.0905,1066.62,113.25,True,59,13,216,25156
Quercus hypargyrea,9.98333,6,14.4694,27.225,5.80417,1028.5,123.25,True,3,,33,
Quercus virginiana,9.98333,6,18.7599,32.4435,10.2621,1097.12,157.625,True,12,26,1664,496
Stewartia pteropetiolata,9.98333,6,16.8068,26.2,10.5667,1035.17,79.1667,True,15,,15,45
Styrax odoratissimus,9.98333,6,17.9168,31.7896,8.1145,1453.5,155.75,True,12,4,49,115
Tapiscia sinensis,9.98333,6,16.0584,30.747,6.06392,1246.0,105.625,True,23,4,138,118
Tetradium glabrifolium,9.98333,6,19.3997,29.4436,12.6655,1888.5,125.25,True,9,1,294,42
Trachycarpus latisectus,9.98333,6,15.6729,25.05,9.79582,1845.0,84.75,True,24,,,1
Acantholimon caryophyllaceum,9.98333,8,10.8236,29.55,-0.891668,667.5,36.5,False,3,,5,
Allium tolmiei,9.98333,8,8.67361,27.775,1.39167,646.5,102.25,False,7,,89,
Anisocampium niponicum,9.98333,8,13.6361,29.7,3.71667,1220.25,143.5,False,3,,522,
Aquilegia grata,9.98333,8,11.8847,25.05,2.9,948.0,170.5,False,8,,4,
Arctostaphylos canescens,9.98333,8,12.8806,26.8,6.20833,1028.0,55.0,False,16,,787,
Aria meliosmifolia,9.98333,8,14.9583,27.5,5.7,1172.0,47.0,False,,,53,
Begonia taliensis,9.98333,8,15.7104,27.525,8.69166,860.75,69.75,False,5,,34,
Brachyglottis lagopus,9.98333,8,8.80834,20.25,5.04167,1393.5,265.0,False,4,,2565,
Carex oederi,9.98333,8,7.66806,21.2,0.674998,755.5,142.0,False,1,,5127,
Carex tumulicola,9.98333,8,13.5646,27.475,9.17917,854.0,12.75,False,17,,293,
Castilleja hispida,9.98333,8,9.48473,27.8,0.625002,904.0,163.5,False,2,,3198,
Ceanothus cordulatus,9.98333,8,9.89166,27.725,4.72917,890.5,29.0,False,1,,2133,
Celtica gigantea,9.98333,8,14.1174,28.025,7.49583,735.0,99.75,False,6,,122,
Chrysojasminum parkeri,9.98333,8,12.9028,26.4,5.52083,887.0,109.25,False,3,,3,
Cladanthus scariosus,9.98333,8,12.4813,28.775,5.05417,624.75,78.0,False,3,,52,
Cremanthodium arnicoides,9.98333,8,5.89305,19.275,-0.962499,720.5,107.0,False,14,,42,
Crocus mazziaricus,9.98333,8,15.2854,29.5,7.75,603.5,39.0,False,,,72,
Daphne pseudosericea,9.98333,8,4.88611,20.2,-2.74167,1095.5,210.0,False,1,,26,
Dichelostemma multiflorum,9.98333,8,13.6625,29.3,6.84167,894.75,69.5,False,18,,934,
Draba olgae,9.98333,8,3.44583,22.15,-6.44167,538.5,61.5,False,2,,28,
Eriogonum pulchrum,9.98333,8,11.8076,31.9,1.37917,573.25,95.25,False,3,,47,
Erythranthe cardinalis,9.98333,8,14.3132,28.375,8.57917,673.75,35.75,False,12,,4671,
Euphorbia rigida,9.98333,8,13.1556,28.025,6.07083,637.0,79.25,False,52,,668,
Geranium reinii,9.98333,8,5.75833,22.35,-4.10417,1176.5,132.75,False,2,,175,
Grevillea australis,9.98333,8,8.64862,21.6,4.15,1171.0,209.5,False,2,,2147,
Hydrangea integrifolia,9.98333,8,12.4069,21.55,6.49167,1954.0,197.5,False,15,,57,
Ilex franchetiana,9.98333,8,14.3722,25.6,7.15,1030.0,51.5,False,3,,197,
Ilex melanotricha,9.98333,8,13.7063,25.3,6.29167,951.75,72.25,False,3,,197,
Kniphofia angustifolia,9.98333,8,14.2562,23.825,10.725,715.0,37.0,False,3,,27,
Lepisorus bicolor,9.98333,8,15.7764,29.1,9.05832,1117.0,116.5,False,1,,2,
Ludwigia alternifolia,9.98333,8,12.7854,30.375,1.25833,1134.0,245.0,False,18,,3859,
Marah oregana,9.98333,8,12.1917,25.55,6.26667,1027.5,78.25,False,5,,468,
Monardella purpurea,9.98333,8,13.5854,25.6,9.5,964.25,11.0,False,4,,282,
Moraea robusta,9.98333,8,13.4222,24.95,7.6,761.25,80.5,False,3,,18,
Noccaea vesicaria,9.98333,8,7.41944,25.175,-0.979165,751.5,123.5,False,4,,32,
Ozothamnus ericifolius,9.98333,8,7.80903,19.075,3.4625,1013.5,174.75,False,3,,151,
Pachystegia rufa,9.98333,8,12.209,22.5,7.775,876.75,172.75,False,7,,3,
Papaver setigerum,9.98333,8,15.7938,30.3,9.00834,660.25,84.25,False,2,,1915,
Paragymnopteris marantae,9.98333,8,12.8875,26.2,6.21667,749.0,98.0,False,1,,1944,
Paraquilegia anemonoides,9.98333,8,2.93472,19.75,-4.86667,636.0,81.5,False,7,,178,
Pentagramma triangularis,9.98333,8,14.1597,27.05,9.50833,729.75,10.5,False,6,,9376,
Phlomis grandiflora,9.98333,8,14.2667,27.325,6.77083,708.0,73.75,False,11,,13,
Potentilla dombeyi,9.98333,8,6.55972,17.0,3.03333,796.0,145.5,False,6,,42,
Prunus itosakura,9.98333,8,12.9229,29.775,2.55833,1416.0,216.25,False,2,,664,
Pseudosasa humilis,9.98333,8,12.8333,27.7,7.14168,1378.0,140.0,False,4,,121,
Ranzania japonica,9.98333,8,7.02639,23.65,-2.36667,1201.0,200.0,False,16,,24,
Rhodiola imbricata,9.98333,8,2.51528,18.75,-4.31666,450.75,80.25,False,2,,157,
Rhodiola ishidae,9.98333,8,5.525,22.1,-4.225,1044.75,168.75,False,13,,66,
Rosa morrisonensis,9.98333,8,5.95833,13.1,1.2,4269.0,302.0,False,1,,143,
Rosa persetosa,9.98333,8,11.9271,24.175,3.22083,779.5,84.5,False,4,,25,
Rupertia physodes,9.98333,8,13.8472,26.7,9.06667,807.5,10.5,False,9,,1276,
Salvia glutinosa,9.98333,8,9.0986,24.3,1.425,957.0,174.5,False,1,,882,
Sasa minensis,9.98333,8,11.9792,27.8,1.88333,1945.0,243.0,False,,,23,
Sedum niveum,9.98333,8,10.5083,28.55,2.75833,972.5,134.75,False,5,,121,
Sidalcea asprella,9.98333,8,12.3055,27.0,7.30833,1061.0,37.5,False,2,,679,
Silene cognata,9.98333,8,9.19098,25.825,-0.708332,1129.75,144.0,False,2,,445,
Siler montanum,9.98333,8,6.88819,22.475,-1.49583,1088.75,215.25,False,2,,481,
Stachys thirkei,9.98333,8,13.7646,28.25,7.15832,869.75,139.5,False,12,,84,
Styrax roseus,9.98333,8,15.3167,25.45,7.82916,1005.5,51.5,False,2,,152,
Thymus zygis,9.98333,8,13.807,29.95,6.35,631.5,72.0,False,17,,8866,
Triteleia hendersonii,9.98333,8,11.5153,27.25,5.05833,956.5,72.5,False,6,,328,
Veronica cupressoides,9.98333,8,8.81944,20.475,4.25417,1246.0,238.0,False,5,,75,
Veronica rupicola,9.98333,8,9.04861,20.7,4.6875,1342.75,262.75,False,3,,118,
Veronica salicornioides,9.98333,8,7.78541,20.675,3.4125,1644.5,277.25,False,4,,16,
Whipplea modesta,9.98333,8,13.2139,25.6,8.63333,969.5,13.5,False,9,,2332,
Wisteria sinensis,9.98333,8,13.225,27.25,4.5,962.75,177.5,False,1,,3379,
Yushania brevipaniculata,9.98333,8,13.3,26.8,4.74583,862.5,97.5,False,1,,31,
Alnus lanata,9.98333,8,11.7411,23.7167,4.91389,847.833,53.6667,True,9,,4,3
Arctostaphylos viscida,9.98333,8,13.5105,29.9247,6.80755,895.667,31.1667,True,12,,51,215
Camellia lutchuensis,9.98333,8,17.1401,25.4667,10.5195,2123.0,213.833,True,31,,48,234
Crataegus schuettei,9.98333,8,8.22917,26.0,-3.90556,872.667,176.0,True,4,,52,26
Frangula californica,9.98333,8,14.093,27.3675,9.69992,672.625,11.625,True,2,2,4465,5314
Fraxinus cuspidata,9.98333,8,15.4459,30.5293,8.37643,428.0,44.6667,True,6,,21,131
Juniperus deppeana,9.98333,8,13.5623,27.992,7.20867,612.333,48.0,True,28,,1954,1648
Morella californica,9.98333,8,12.7177,23.384,8.45903,941.25,38.25,True,2,,741,
Notholithocarpus densiflorus,9.98333,8,13.3851,25.713,9.21399,899.5,23.75,True,15,4,213,1829
Prunus nigra,9.98333,8,7.96389,26.3725,-2.92683,809.25,151.625,True,32,13,492,2
Prunus pseudocerasus,9.98333,8,14.496,29.8785,3.65258,1035.25,78.625,True,9,18,37,39
Sinopanax formosanus,9.98333,8,13.2026,22.7167,7.88056,2181.0,164.0,True,6,,167,1
Taxodium distichum,9.98333,8,15.5888,29.8126,6.388,1016.0,170.125,True,1,74,11722,1297
Acaena magellanica,9.98333,9,6.225,17.6,1.60417,709.75,131.0,False,38,,668,
Acaena myriophylla,9.98333,9,13.8708,26.275,6.61667,734.5,87.75,False,15,,46,
Acanthus sennii,9.98333,9,13.0945,23.35,9.07917,988.5,108.0,False,21,,41,
Acer ceriferum,9.98333,9,13.9389,27.275,4.66667,1737.75,196.25,False,13,,81,
Achillea barrelieri,9.98333,9,6.26389,20.65,0.208334,769.0,153.25,False,2,,58,
Achillea clavennae,9.98333,9,4.90694,19.275,-1.31667,1115.5,206.75,False,32,,1821,
Achillea ptarmica,9.98333,9,8.36528,22.7,1.53334,770.5,143.5,False,94,,6839,
Aciphylla aurea,9.98333,9,8.32778,20.925,3.06667,1247.75,225.5,False,25,,1553,
Aciphylla scott-thomsonii,9.98333,9,7.88196,19.4,3.20833,1540.0,263.0,False,1,,394,
Acis autumnalis,9.98333,9,14.1076,26.6,7.23333,720.0,96.25,False,38,,1319,
Acmella oleracea,9.98333,9,20.6062,28.625,14.05,1176.0,126.5,False,24,,285,
Aconitum anthora,9.98333,9,6.59028,21.75,-0.633334,935.0,183.0,False,39,,3669,
Aconitum carmichaelii,9.98333,9,13.3542,27.625,3.34167,968.5,119.0,False,68,,312,
Aconitum fischeri,9.98333,9,2.65833,21.5,-8.25,788.25,121.5,False,23,,392,
Aconitum napellus,9.98333,9,6.61528,21.35,0.116667,1021.0,192.5,False,115,,8191,
Acrothamnus colensoi,9.98333,9,8.23194,21.7,1.825,1358.0,245.5,False,3,,116,
Actaea cimicifuga,9.98333,9,3.13125,23.15,-7.92917,626.25,84.0,False,11,,1141,
Actaea rubra,9.98333,9,6.68194,24.575,-3.025,834.0,132.5,False,12,,9759,
Actinidia callosa,9.98333,9,14.5958,26.5,5.51667,1125.25,120.5,False,24,,79,
Actinidia chinensis,9.98333,9,11.816,24.575,4.16667,1073.75,154.0,False,8,,1486,
Actinidia kolomikta,9.98333,9,7.34722,24.0,-2.13333,971.75,126.5,False,125,,1381,
Actinidia melanandra,9.98333,9,13.6507,27.0,3.4375,960.0,105.25,False,33,,155,
Actinidia rufa,9.98333,9,15.3222,27.55,7.54167,1728.5,254.5,False,11,,48,
Adiantum capillus-veneris,9.98333,9,15.0111,28.85,7.27083,813.75,117.0,False,129,,9282,
Aethionema schistosum,9.98333,9,12.4736,29.65,2.05417,693.25,75.0,False,28,,5,
Agapanthus campanulatus,9.98333,9,12.9368,23.8,6.80833,813.5,98.5,False,37,,22,
Agapanthus coddii,9.98333,9,15.2472,25.65,8.43333,678.5,84.5,False,12,,6,
Agastache aurantiaca,9.98333,9,11.7674,25.475,6.03333,781.75,83.5,False,16,,51,
Agastache rupestris,9.98333,9,12.0764,29.2,3.825,684.25,98.0,False,39,,32,
Agastache urticifolia,9.98333,9,6.81807,25.4,-0.908333,634.0,102.5,False,25,,2852,
Agave parryi,9.98333,9,13.3694,28.75,4.95,613.5,83.5,False,18,,1933,
Agave stricta,9.98333,9,17.475,28.85,11.5417,629.0,70.5,False,1,,72,
Agave toumeyana,9.98333,9,15.5486,30.8,7.025,608.5,84.5,False,29,,19,
Agave virginica,9.98333,9,14.4458,30.1,4.79167,1169.0,233.5,False,9,,1313,
Akebia longeracemosa,9.98333,9,16.0542,26.1,9.33333,1638.5,150.5,False,11,,322,
Akebia quinata,9.98333,9,11.5264,26.75,2.46667,1077.0,156.5,False,177,,4845,
Akebia trifoliata,9.98333,9,12.391,26.225,3.7375,1203.25,159.5,False,51,,2425,
Albuca nelsonii,9.98333,9,15.2903,24.8,9.09167,805.5,110.0,False,35,,39,
Alchemilla alpina,9.98333,9,5.33194,19.2,-0.600002,1041.0,183.0,False,93,,921,
Alchemilla erythropoda,9.98333,9,6.51667,22.975,-2.5625,719.0,127.75,False,62,,5,
Alchemilla sericea,9.98333,9,3.18056,19.0,-4.2875,915.0,166.5,False,13,,149,
Alchemilla xanthochlora,9.98333,9,8.45,21.8,1.5,929.0,180.5,False,53,,6365,
Allium amplectens,9.98333,9,12.0264,27.5,5.06667,897.5,74.0,False,18,,1478,
Allium forrestii,9.98333,9,5.575,18.775,-1.8125,667.0,78.0,False,13,,55,
Allium hollandicum,9.98333,9,8.07083,22.075,1.725,674.25,131.0,False,11,,96,
Allium kiiense,9.98333,9,12.4444,28.9,1.70833,1682.5,231.5,False,6,,8,
Allium platycaule,9.98333,9,7.40416,24.25,1.025,752.0,82.0,False,2,,359,
Allium schubertii,9.98333,9,15.1431,28.45,6.44167,681.5,81.5,False,77,,98,
Allium senescens,9.98333,9,3.5375,23.75,-7.78333,656.5,82.0,False,67,,1822,
Alnus viridis,9.98333,9,5.15486,21.175,-1.50417,980.75,174.5,False,56,,8613,
Aloiampelos striatula,9.98333,9,13.6319,26.6,7.11667,655.5,91.5,False,17,,65,
Alstroemeria hookeri,9.98333,9,13.082,23.5,7.69167,596.0,75.5,False,14,,155,
Alstroemeria ligtu,9.98333,9,13.0639,25.2,7.43333,622.75,76.25,False,23,,721,
Alstroemeria revoluta,9.98333,9,12.1771,24.225,6.85417,789.75,76.0,False,7,,77,
Althaea cannabina,9.98333,9,12.0889,26.025,4.775,721.0,131.5,False,59,,612,
Alyssum lenense,9.98333,9,3.63611,24.95,-6.75833,533.5,87.0,False,14,,124,
Alyssum wulfenianum,9.98333,9,4.31389,18.95,-2.04583,1301.25,236.75,False,38,,72,
Amana edulis,9.98333,9,12.0722,25.8,3.11667,1097.5,141.5,False,7,,626,
Amaryllis belladonna,9.98333,9,14.5202,25.175,8.48333,769.0,89.75,False,16,,4999,
Amelanchier humilis,9.98333,9,6.46667,22.9,-3.675,730.0,120.5,False,21,,8617,
Amorpha californica,9.98333,9,12.757,27.15,5.50417,609.75,62.5,False,27,,986,
Amorpha nana,9.98333,9,7.53472,27.15,-4.37917,639.5,96.0,False,44,,415,
Ampelodesmos mauritanicus,9.98333,9,14.3049,27.025,7.14167,702.5,101.0,False,26,,1851,
Amsonia hubrichtii,9.98333,9,13.9236,31.0,2.89167,1175.0,232.0,False,85,,156,
Amsonia tabernaemontana,9.98333,9,13.034,29.45,2.79583,1021.5,203.5,False,144,,2676,
Anchusa azurea,9.98333,9,12.4736,26.825,4.95,687.25,108.25,False,57,,5941,
Andromeda polifolia,9.98333,9,9.41458,23.3,1.74167,791.0,154.0,False,81,,,
Androsace tanggulashanensis,9.98333,9,4.25694,22.45,-4.775,691.5,67.0,False,3,,35,
Androsace villosa,9.98333,9,6.89722,22.075,-0.141667,1013.25,185.75,False,44,,3741,
Androsace vitaliana,9.98333,9,4.45,20.15,-2.07917,1120.75,205.5,False,14,,2521,
Anemonastrum canadense,9.98333,9,7.59444,24.4,-1.275,838.0,153.0,False,3,,979,
Anemone multifida,9.98333,9,5.18681,22.475,-2.60833,664.5,118.75,False,7,,4665,
Anemone palmata,9.98333,9,13.6708,27.1,6.63334,674.5,84.0,False,24,,225,
Anemone parviflora,9.98333,9,1.78333,20.225,-6.075,766.0,118.0,False,12,,265,
Anemone pavonina,9.98333,9,12.9792,26.1,5.21667,678.5,110.0,False,2,,129,
Anemone sylvestris,9.98333,9,7.48194,24.1,-1.275,693.5,122.0,False,132,,782,
Angelica sylvestris,9.98333,9,7.11111,22.35,-0.00416505,696.75,125.25,False,71,,8884,
Antennaria chilensis,9.98333,9,6.74097,20.175,0.591667,621.25,114.5,False,11,,4,
Antennaria dioica,9.98333,9,4.95694,21.55,-2.70417,703.25,125.25,False,98,,998,
Antennaria howellii,9.98333,9,7.57014,25.375,-2.03333,820.75,151.0,False,1,,322,
Antennaria umbrinella,9.98333,9,5.46667,23.3,-1.88333,649.75,127.0,False,8,,1411,
Anthericum ramosum,9.98333,9,8.55972,23.275,0.654167,784.5,147.0,False,13,,715,
Aphyllanthes monspeliensis,9.98333,9,12.4139,26.55,5.34167,724.75,129.75,False,29,,9591,
Apocynum androsaemifolium,9.98333,9,7.14792,26.15,-2.61667,854.0,140.0,False,43,,9732,
Aquilegia coerulea,9.98333,9,4.05972,22.95,-3.2625,582.0,114.25,False,17,,4719,
Aquilegia flabellata,9.98333,9,1.975,22.725,-8.90417,794.25,86.0,False,48,,521,
Aquilegia olympica,9.98333,9,5.41667,21.1,-2.15,1011.5,182.0,False,53,,324,
Aquilegia viridiflora,9.98333,9,3.10833,23.9,-8.33333,582.5,79.5,False,43,,321,
Arabis alpina,9.98333,9,5.04861,20.15,-1.34167,964.0,183.5,False,81,,5447,
Aralia californica,9.98333,9,12.4111,24.35,6.66667,941.0,78.0,False,59,,247,
Arctanthemum arcticum,9.98333,9,2.37431,20.475,-5.58333,718.0,117.0,False,11,,745,
Arctostaphylos alpinus,9.98333,9,3.44305,18.9,-2.9,856.0,151.5,False,11,,8833,
Arctostaphylos bakeri,9.98333,9,12.2431,23.95,6.55833,933.0,84.0,False,1,,115,
Arctostaphylos densiflora,9.98333,9,14.2431,27.0,9.42917,816.25,10.5,False,13,,59,
Arctostaphylos nevadensis,9.98333,9,7.25071,24.85,0.9125,990.0,91.75,False,21,,249,
Arctostaphylos patula,9.98333,9,8.69307,26.95,2.275,794.0,63.5,False,22,,5538,
Arctostaphylos uva-ursi,9.98333,9,6.39028,23.7,-1.775,749.0,130.0,False,15,,965,
Ardisia japonica,9.98333,9,13.3667,28.025,4.91667,1357.25,168.5,False,54,,267,
Arenaria purpurascens,9.98333,9,9.75833,23.0,2.48333,797.0,148.0,False,36,,,
Aria alnifolia,9.98333,9,10.3958,25.45,0.825,1050.5,127.5,False,2,,,
Aria thomsonii,9.98333,9,13.15,24.45,5.2,1019.0,112.0,False,1,,5,
Arisaema consanguineum,9.98333,9,12.409,23.525,5.40417,1554.75,158.0,False,79,,665,
Arisaema ringens,9.98333,9,15.4347,26.9,7.975,1682.5,206.0,False,64,,1429,
Arisaema tortuosum,9.98333,9,13.3458,24.125,6.2125,1345.0,102.5,False,68,,133,
Arisarum proboscideum,9.98333,9,12.8646,25.4,5.40833,864.5,153.25,False,56,,142,
Aristaloe aristata,9.98333,9,13.3986,27.0,7.15833,706.5,82.25,False,23,,6,
Armeria alpina,9.98333,9,4.15417,19.475,-1.9875,1117.5,207.75,False,44,,32,
Armeria pseudarmeria,9.98333,9,13.9181,23.4,7.97917,702.25,77.0,False,34,,74,
Armeria welwitschii,9.98333,9,13.6931,23.55,7.47083,680.75,74.0,False,21,,29,
Arnica chamissonis,9.98333,9,6.12361,24.35,-1.57917,605.5,100.5,False,59,,1581,
Arnica cordifolia,9.98333,9,5.66458,24.0,-2.22917,674.25,121.0,False,1,,5661,
Arnica montana,9.98333,9,6.06667,20.35,-0.404168,981.5,182.5,False,11,,8475,
Arnica unalaschcensis,9.98333,9,3.90763,20.3,-4.2625,1064.5,187.25,False,2,,117,
Aronia melanocarpa,9.98333,9,7.91944,25.3,-1.975,950.0,183.5,False,158,,649,
Artemisia absinthium,9.98333,9,7.53543,24.75,-1.2875,694.0,116.5,False,176,,9286,
Artemisia chamaemelifolia,9.98333,9,7.04097,22.35,0.0541675,972.75,174.75,False,22,,341,
Artemisia frigida,9.98333,9,6.39793,26.175,-2.82083,542.0,80.25,False,37,,8128,
Arum creticum,9.98333,9,14.0104,25.375,6.87083,759.0,81.75,False,34,,97,
Aruncus dioicus,9.98333,9,8.76529,23.4,0.7,962.5,170.5,False,179,,9247,
Asarum europaeum,9.98333,9,7.61111,23.725,-1.41667,741.25,127.75,False,15,,9159,
Asparagus acutifolius,9.98333,9,14.1819,28.425,6.52917,681.25,105.5,False,44,,9729,
Asparagus maritimus,9.98333,9,13.5889,26.625,5.30833,706.75,112.5,False,17,,28,
Asparagus microraphis,9.98333,9,12.0236,24.9,6.47917,886.0,145.25,False,4,,61,
Asphodeline liburnica,9.98333,9,12.7576,26.3,5.07083,734.0,117.5,False,71,,11,
Asphodeline lutea,9.98333,9,12.659,26.3,4.8,681.75,110.0,False,133,,291,
Asphodelus aestivus,9.98333,9,15.4694,28.075,8.0375,617.75,63.75,False,49,,231,
Asplenium septentrionale,9.98333,9,7.53333,22.45,0.175002,760.0,140.5,False,37,,798,
Asplenium viride,9.98333,9,6.42778,20.825,-0.883333,1058.25,194.0,False,33,,6235,
Aster alpinus,9.98333,9,4.37639,20.525,-1.875,950.25,179.0,False,14,,7443,
Aster pyrenaeus,9.98333,9,8.13195,22.975,0.970832,971.25,172.0,False,43,,7,
Astilbe biternata,9.98333,9,11.4125,27.9,1.69167,1197.0,250.0,False,28,,124,
Astilbe glaberrima,9.98333,9,13.5292,25.35,4.95,2003.5,312.75,False,4,,9,
Astilbe rivularis,9.98333,9,12.5708,23.75,5.3375,963.25,104.0,False,3,,28,
Astilboides tabularis,9.98333,9,7.35417,22.8,-0.712501,755.75,131.25,False,14,,9,
Astragalus sempervirens,9.98333,9,5.97014,21.075,-0.316665,1003.25,188.0,False,18,,261,
Astrantia major,9.98333,9,7.99444,21.95,0.654167,961.25,180.0,False,123,,891,
Astrolepis sinuata,9.98333,9,15.6174,29.4,8.3625,730.5,83.25,False,16,,1943,
Athyrium filix-femina,9.98333,9,7.12918,23.2,-0.4,805.0,134.5,False,174,,8877,
Atropa belladonna,9.98333,9,8.93057,23.65,1.55833,857.0,159.5,False,58,,6971,
Austroblechnum penna-marina,9.98333,9,8.89237,21.7,2.9875,1298.25,241.25,False,4,,8165,
Azorella trifurcata,9.98333,9,7.7,19.875,2.12083,647.5,124.5,False,53,,27,
Baccharis magellanica,9.98333,9,7.70694,19.575,3.14167,674.25,121.25,False,11,,29,
Beesia calthifolia,9.98333,9,12.793,25.2,4.85,914.0,94.5,False,33,,197,
Begonia emeiensis,9.98333,9,16.2771,28.5,6.98333,1309.0,104.25,False,17,,1,
Begonia grandis,9.98333,9,13.6632,28.7,4.13333,1118.75,140.5,False,76,,613,
Begonia palmata,9.98333,9,15.9347,25.8,9.02917,1622.5,115.75,False,35,,149,
Berberidopsis corallina,9.98333,9,11.0986,22.375,6.5,1087.75,125.0,False,33,,51,
Berberis empetrifolia,9.98333,9,7.45972,20.5,2.25,683.0,101.5,False,3,,546,
Berberis gyalaica,9.98333,9,9.42292,21.925,3.31667,743.75,74.75,False,11,,1,
Berberis microphylla,9.98333,9,7.76806,19.4,3.13333,760.0,131.5,False,27,,1176,
Berberis morrisonensis,9.98333,9,7.60696,18.05,2.75,2511.5,225.0,False,22,,396,
Berberis pruinosa,9.98333,9,13.2208,24.65,6.2625,799.5,86.0,False,36,,87,
Berberis sanguinea,9.98333,9,12.3569,24.65,4.4125,827.75,86.75,False,16,,21,
Berchemia racemosa,9.98333,9,12.7014,26.15,3.375,1162.5,155.25,False,23,,1866,
Berchemia scandens,9.98333,9,16.2431,31.45,5.95,1035.5,190.0,False,3,,2818,
Bergenia emeiensis,9.98333,9,13.4486,25.25,5.0,935.0,90.0,False,17,,12,
Betonica macrantha,9.98333,9,6.47986,21.925,-2.40417,742.75,119.25,False,18,,1649,
Betula apoiensis,9.98333,9,6.75694,22.575,-2.1625,984.0,155.75,False,26,,6,
Betula glandulosa,9.98333,9,0.73889,20.9,-9.125,647.0,92.0,False,44,,4323,
Betula michauxii,9.98333,9,4.20418,21.65,-4.85,962.5,176.5,False,14,,161,
Betula nana,9.98333,9,3.20139,20.525,-4.15,695.5,125.0,False,117,,9393,
Betula platyphylla,9.98333,9,7.60625,23.15,-0.6,718.5,125.75,False,78,,7958,
Betula pumila,9.98333,9,6.34305,24.55,-3.75833,810.5,136.5,False,77,,2727,
Biarum marmarisense,9.98333,9,9.65696,21.35,4.35833,888.0,162.0,False,1,,2,
Biarum tenuifolium,9.98333,9,13.7708,26.5,6.36667,691.75,86.5,False,23,,356,
Bidens aurea,9.98333,9,13.2861,25.85,7.08333,811.5,116.75,False,2,,4749,
Bignonia capreolata,9.98333,9,14.7444,30.6,4.86667,1146.5,220.5,False,7,,7995,
Bistorta affinis,9.98333,9,7.87084,21.55,0.766665,646.0,120.5,False,23,,346,
Bistorta officinalis,9.98333,9,7.36667,21.85,0.408335,850.0,163.0,False,37,,7289,
Bistorta vacciniifolia,9.98333,9,6.40001,18.65,1.15833,704.5,103.75,False,1,,78,
Bletilla striata,9.98333,9,13.7861,28.05,4.79583,1160.5,148.25,False,145,,348,
Blitum bonus-henricus,9.98333,9,7.19028,21.8,0.0666667,843.5,149.0,False,1,,5387,
Boehmeria platanifolia,9.98333,9,12.5736,28.0,2.75833,1167.0,159.0,False,17,,754,
Brachyglottis bellidioides,9.98333,9,7.91388,18.9,3.67917,1711.5,323.5,False,5,,834,
Briza maxima,9.98333,9,13.0625,25.75,6.82917,735.75,95.0,False,58,,9659,
Briza media,9.98333,9,8.51667,22.6,1.29583,821.75,155.25,False,112,,6712,
Brodiaea californica,9.98333,9,13.6021,27.025,6.90417,801.75,70.75,False,21,,131,
Brunsvigia radulosa,9.98333,9,14.8417,25.775,8.07083,777.5,75.25,False,13,,477,
Buddleja lindleyana,9.98333,9,15.1604,28.275,6.17917,1121.25,153.5,False,77,,657,
Buphthalmum salicifolium,9.98333,9,8.17916,22.45,0.795833,985.0,183.75,False,61,,828,
Bupleurum aureum,9.98333,9,3.98472,23.5,-6.51667,664.5,106.0,False,11,,1913,
Bupleurum fruticescens,9.98333,9,14.5424,30.65,7.7375,447.5,57.25,False,6,,6734,
Bupleurum fruticosum,9.98333,9,13.2278,26.7,6.075,700.0,118.0,False,88,,8969,
