AccNoFull,ItemAccNoFull,LocationName,LocationCoordY,LocationCoordX,LifeForm,Family,Genus,GenusSpecies,ItemLocationCode,ProvenanceCode,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,climate_rating_emissions_limited_2050,climate_rating_current_sheet,climate_rating_business_as_usual_2090,climate_rating_bau_plus_1degree_2090
1965-0026,1965-0026.01,Asian Garden,-123.247676,49.25149944,Shrub,Ericaceae,Rhododendron,Rhododendron hodgsonii,3AE9,G,Planting,,,,,,8,9,5,5
1965-0032,1965-0032.01,Asian Garden,-123.24941,49.25304096,Shrub,Ericaceae,Rhododendron,Rhododendron ambiguum,3AB5,G,Planting,,,,,,11,9,11,11
1965-0035,1965-0035.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron stenopetalum,3AE3,G,Planting,,,,,,9,9,11,11
1965-0035,1965-0035.02,Asian Garden,-123.2479935,49.25203532,Shrub,Ericaceae,Rhododendron,Rhododendron stenopetalum,3AE1,G,Planting,,,,,,9,9,11,11
1965-0035,1965-0035.03,Alpine Garden,-123.246133,49.253477,Shrub,Ericaceae,Rhododendron,Rhododendron stenopetalum,LAS5,G,Planting,,,,,,9,9,11,11
1965-0035,1965-0035.04,Asian Garden,-123.2479935,49.25203532,Shrub,Ericaceae,Rhododendron,Rhododendron stenopetalum,3AE1,G,Planting,,,,,,9,9,11,11
1965-0035,1965-0035.05,Asian Garden,-123.2479935,49.25203532,Shrub,Ericaceae,Rhododendron,Rhododendron stenopetalum,3AE1,G,Planting,,,,,,9,9,11,11
1965-0035,1965-0035.06,Asian Garden,-123.2479935,49.25203532,Shrub,Ericaceae,Rhododendron,Rhododendron stenopetalum,3AE1,G,Planting,,,,,,9,9,11,11
1965-0042,1965-0042.02,Asian Garden,-123.2488464,49.25148647,Shrub,Ericaceae,Rhododendron,Rhododendron orbiculare,3AH4,G,Planting,,,,,,8,9,11,11
1965-0043,1965-0043.01,Alpine Garden,-123.246133,49.253477,Shrub,Ericaceae,Rhododendron,Rhododendron racemosum,LAS5,U,Planting,,,,,,11,11,11,11
1965-0046,1965-0046.02,Alpine Garden,-123.246396,49.253624,Shrub,Ericaceae,Rhododendron,Rhododendron russatum,LAS3,G,Planting,,,,,,11,11,8,5
1965-0047,1965-0047.02,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron glaucophyllum,3AF1,G,Planting,,,,,,8,11,8,5
1965-0049,1965-0049.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron calostrotum,3AE3,G,Planting,,,,,,8,11,8,5
1965-0049,1965-0049.04,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron calostrotum,3AF1,G,Planting,,,,,,8,11,8,5
1965-0050,1965-0050.01,Alpine Garden,-123.246133,49.253477,Shrub,Ericaceae,Rhododendron,Rhododendron calostrotum,LAS5,W,Planting,,,,SE Tibet,"CHN: Xizang (Tibet), SE Tibet, 4570 m",8,11,8,5
1965-0052,1965-0052.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1965-0052,1965-0052.03,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1965-0052,1965-0052.04,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1965-0052,1965-0052.05,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1965-0052,1965-0052.06,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1965-0052,1965-0052.07,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1965-0052,1965-0052.08,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1965-0052,1965-0052.09,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1965-0052,1965-0052.10,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1965-0052,1965-0052.11,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1965-0052,1965-0052.12,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron × lochmium,3AF1,G,Planting,,,,,,,,,
1966-0002,1966-0002.01,Asian Garden,-123.250355,49.253423,Shrub,Ericaceae,Rhododendron,Rhododendron bainbridgeanum,3AA5,W,Planting,,,,northwest Yunnan,"CHN: Yunnan Province, northwest Yunnan",11,11,8,5
1966-0002,1966-0002.02,Asian Garden,-123.250355,49.253423,Shrub,Ericaceae,Rhododendron,Rhododendron bainbridgeanum,3AA5,W,Planting,,,,northwest Yunnan,"CHN: Yunnan Province, northwest Yunnan",11,11,8,5
1966-0020,1966-0020.02,Asian Garden,-123.2495641,49.25337494,Shrub,Ericaceae,Rhododendron,Rhododendron hippophaeoides,3AA8,G,Planting,,,,,,11,11,8,5
1966-0022,1966-0022.01,Alpine Garden,-123.246133,49.253477,Shrub,Ericaceae,Rhododendron,Rhododendron calostrotum,LAS5,G,Planting,,,,,,8,11,8,5
1966-0023,1966-0023.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron pemakoense,3AE3,G,Planting,,,,,,8,11,5,5
1966-0023,1966-0023.02,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron pemakoense,3AF1,G,Planting,,,,,,8,11,5,5
1966-0026,1966-0026.10,Asian Garden,-123.24941,49.25304096,Shrub,Ericaceae,Rhododendron,Rhododendron williamsianum,3AB5,G,Planting,,,,,,11,11,11,11
1966-0026,1966-0026.11,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron williamsianum,3AF1,G,Planting,,,,,,11,11,11,11
1966-0026,1966-0026.12,Front Entrance,-123.251573,49.254125,Shrub,Ericaceae,Rhododendron,Rhododendron williamsianum,2A18,G,Planting,,,,,,11,11,11,11
1966-0026,1966-0026.15,Asian Garden,-123.247018,49.25078685,Shrub,Ericaceae,Rhododendron,Rhododendron williamsianum,3AG5,G,Planting,,,,,,11,11,11,11
1966-0026,1966-0026.17,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron williamsianum,3AF1,G,Planting,,,,,,11,11,11,11
1966-0026,1966-0026.18,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron williamsianum,3AF1,G,Planting,,,,,,11,11,11,11
1966-0028,1966-0028.02,Asian Garden,-123.2498194,49.25305292,Shrub,Ericaceae,Rhododendron,Rhododendron haematodes,3AB4,G,Planting,,,,,,11,11,8,8
1966-0028,1966-0028.03,Asian Garden,-123.2498194,49.25305292,Shrub,Ericaceae,Rhododendron,Rhododendron haematodes,3AB4,G,Planting,,,,,,11,11,8,8
1966-0030,1966-0030.01,Asian Garden,-123.2498116,49.253454,Shrub,Ericaceae,Rhododendron,Rhododendron thayerianum,3AA7,G,Planting,,,,,,8,9,11,11
1966-0030,1966-0030.02,Asian Garden,-123.2498116,49.253454,Shrub,Ericaceae,Rhododendron,Rhododendron thayerianum,3AA7,G,Planting,,,,,,8,9,11,11
1966-0030,1966-0030.03,Asian Garden,-123.2498116,49.253454,Shrub,Ericaceae,Rhododendron,Rhododendron thayerianum,3AA7,G,Planting,,,,,,8,9,11,11
1966-0032,1966-0032.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron oreotrephes,3AE3,W,Planting,,,,,,11,11,11,8
1966-0032,1966-0032.02,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron oreotrephes,3AE3,W,Planting,,,,,,11,11,11,8
1966-0035,1966-0035.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron mekongense,3AE3,G,Planting,,,,,,8,11,8,8
1966-0035,1966-0035.03,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron mekongense,3AE3,G,Planting,,,,,,8,11,8,8
1966-0038,1966-0038.01,Asian Garden,-123.2491856,49.25177768,Shrub,Ericaceae,Rhododendron,Rhododendron oreodoxa,3AH2,G,Planting,,,,,,11,11,11,11
1966-0038,1966-0038.02,Asian Garden,-123.2501527,49.25251143,Shrub,Ericaceae,Rhododendron,Rhododendron oreodoxa,3AD9,G,Planting,,,,,,11,11,11,11
1966-0043,1966-0043.01,Asian Garden,-123.248276,49.25214879,Shrub,Ericaceae,Rhododendron,Rhododendron bureavii,3AD4,U,Planting,,,,,,11,9,11,11
1966-0043,1966-0043.01,Asian Garden,-123.248276,49.25214879,Shrub,Ericaceae,Rhododendron,Rhododendron bureavii,3AD4,U,Planting,,,,,,11,9,11,11
1966-0044,1966-0044.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.02,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.03,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.04,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AF1,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.05,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.06,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.07,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.08,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.09,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.10,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.11,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.12,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.13,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.14,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.15,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.16,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.17,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.18,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1966-0044,1966-0044.19,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1967-0011,1967-0011.01,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron wardii,3AC7,G,Planting,,,,,,11,11,8,5
1969-0004,1969-0004.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron,3AE3,G,Planting,,,,,,,,,
1969-0006,1969-0006.03,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron charitopes,3AF1,G,Planting,,,,,,11,11,11,11
1969-0006,1969-0006.04,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron charitopes,3AE3,G,Planting,,,,,,11,11,11,11
1969-0007,1969-0007.02,Asian Garden,-123.24905,49.25295255,Shrub,Ericaceae,Rhododendron,Rhododendron davidsonianum,3ABB,G,Planting,,,,,,11,11,11,11
1969-0010,1969-0010.03,Asian Garden,-123.2499776,49.25365216,Shrub,Ericaceae,Rhododendron,Rhododendron insigne,3AA4,G,Planting,,,,,,11,11,11,8
1969-0012,1969-0012.01,Asian Garden,-123.250355,49.253423,Shrub,Ericaceae,Rhododendron,Rhododendron pseudochrysanthum,3AA5,W,Planting,,,,,,8,11,5,5
1969-0012,1969-0012.02,Asian Garden,-123.250355,49.253423,Shrub,Ericaceae,Rhododendron,Rhododendron pseudochrysanthum,3AA5,W,Planting,,,,,,8,11,5,5
1970-0023,1970-0023.01,Alpine Garden,-123.246104,49.25365,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,LAS4,G,Planting,,,,,,11,11,11,11
1970-0034,1970-0034.02,Asian Garden,-123.2492523,49.25244587,Shrub,Ericaceae,Rhododendron,Rhododendron annae,3AD2,G,Planting,,,,,,9,9,11,11
1970-0038,1970-0038.01,Asian Garden,-123.250583,49.253088,Shrub,Ericaceae,Rhododendron,Rhododendron pachytrichum,3AB8,G,Planting,,,,,,11,11,11,11
1970-0039,1970-0039.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron charitopes,3AF1,G,Planting,,,,,,11,11,11,11
1970-0040,1970-0040.01,Asian Garden,-123.2498194,49.25305292,Shrub,Ericaceae,Rhododendron,Rhododendron sperabile,3AB4,W,Planting,,,,,,11,11,11,11
1970-0040,1970-0040.02,Asian Garden,-123.2500403,49.25290045,Shrub,Ericaceae,Rhododendron,Rhododendron sperabile,3AB7,W,Planting,,,,,,11,11,11,11
1970-0040,1970-0040.03,Asian Garden,-123.2500403,49.25290045,Shrub,Ericaceae,Rhododendron,Rhododendron sperabile,3AB7,W,Planting,,,,,,11,11,11,11
1970-0040,1970-0040.04,Asian Garden,-123.2498194,49.25305292,Shrub,Ericaceae,Rhododendron,Rhododendron sperabile,3AB4,W,Planting,,,,,,11,11,11,11
1970-0040,1970-0040.05,Asian Garden,-123.2498194,49.25305292,Shrub,Ericaceae,Rhododendron,Rhododendron sperabile,3AB4,W,Planting,,,,,,11,11,11,11
1970-0041,1970-0041.01,Asian Garden,-123.249125,49.25319826,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AB1,G,Planting,,,,,,11,11,11,11
1970-0041,1970-0041.02,Asian Garden,-123.2474244,49.2513684,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AF3,G,Planting,,,,,,11,11,11,11
1970-0041,1970-0041.03,Asian Garden,-123.2498116,49.253454,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AA7,G,Planting,,,,,,11,11,11,11
1970-0041,1970-0041.04,Asian Garden,-123.2474244,49.2513684,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AF3,G,Planting,,,,,,11,11,11,11
1970-0041,1970-0041.05,Asian Garden,-123.2474244,49.2513684,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AF3,G,Planting,,,,,,11,11,11,11
1970-0042,1970-0042.01,Asian Garden,-123.249125,49.25319826,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AB1,G,Planting,,,,,,11,11,11,11
1970-0042,1970-0042.02,Asian Garden,-123.2498116,49.253454,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AA7,G,Planting,,,,,,11,11,11,11
1970-0042,1970-0042.03,Asian Garden,-123.2471152,49.25147078,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AF2,G,Planting,,,,,,11,11,11,11
1970-0042,1970-0042.04,Asian Garden,-123.2498116,49.253454,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AA7,G,Planting,,,,,,11,11,11,11
1970-0043,1970-0043.01,Asian Garden,-123.248986,49.252381,Shrub,Ericaceae,Rhododendron,Rhododendron cinnabarinum,3ACA,G,Planting,,,,,,8,9,5,5
1970-0043,1970-0043.02,Asian Garden,-123.248986,49.252381,Shrub,Ericaceae,Rhododendron,Rhododendron cinnabarinum,3ACA,G,Planting,,,,,,8,9,5,5
1970-0043,1970-0043.03,Asian Garden,-123.248986,49.252381,Shrub,Ericaceae,Rhododendron,Rhododendron cinnabarinum,3ACA,G,Planting,,,,,,8,9,5,5
1970-0044,1970-0044.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
1970-0044,1970-0044.02,Asian Garden,-123.2471152,49.25147078,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AF2,G,Planting,,,,,,11,11,11,8
1970-0047,1970-0047.01,Asian Garden,-123.248276,49.25214879,Shrub,Ericaceae,Rhododendron,Rhododendron aganniphum,3AD4,G,Planting,,,,,,8,9,5,5
1970-0048,1970-0048.01,Asian Garden,-123.2496112,49.25262248,Shrub,Ericaceae,Rhododendron,Rhododendron lacteum,3AC6,G,Planting,,,,,,11,11,11,11
1970-0052,1970-0052.01,Asian Garden,-123.2487159,49.25255704,Shrub,Ericaceae,Rhododendron,Rhododendron campylocarpum,3AC8,W,Planting,,,,,,11,11,11,5
1970-0145,1970-0145.01,Asian Garden,-123.2482302,49.25242023,Shrub,Ericaceae,Rhododendron,Rhododendron aganniphum,3AD1,U,Planting,,,,,,8,9,5,5
1970-0149,1970-0149.01,Asian Garden,-123.2482302,49.25242023,Shrub,Ericaceae,Rhododendron,Rhododendron alutaceum,3AD1,W,Planting,,,,northwest Yunnan,"CHN: Yunnan Province, northwest Yunnan",6,11,5,5
1971-0006,1971-0006.01,Asian Garden,-123.2482302,49.25242023,Shrub,Ericaceae,Rhododendron,Rhododendron recurvoides,3AD1,G,Planting,,,,,,3,9,2,2
1971-0101,1971-0101.01,Asian Garden,-123.2479935,49.25203532,Shrub,Ericaceae,Rhododendron,Rhododendron tschonoskii,3AE1,G,Planting,,,,,,8,11,5,5
1972-0012,1972-0012.02,Asian Garden,-123.250355,49.253423,Shrub,Ericaceae,Rhododendron,Rhododendron longesquamatum,3AA5,G,Planting,,,,,,11,11,11,8
1972-0030,1972-0030.02,Alpine Garden,-123.246915,49.254169,Shrub,Ericaceae,Rhododendron,Rhododendron ferrugineum,LEU3,G,Planting,Least concern,,,,,6,9,3,3
1972-0052,1972-0052.01,Asian Garden,-123.24941,49.25304096,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AB5,U,Planting,,,,,,11,11,11,11
1972-0052,1972-0052.02,Asian Garden,-123.24941,49.25304096,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AB5,U,Planting,,,,,,11,11,11,11
1972-0052,1972-0052.03,Asian Garden,-123.24941,49.25304096,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AB5,U,Planting,,,,,,11,11,11,11
1972-0052,1972-0052.04,Asian Garden,-123.24941,49.25304096,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AB5,U,Planting,,,,,,11,11,11,11
1972-0052,1972-0052.05,Asian Garden,-123.24941,49.25304096,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AB5,U,Planting,,,,,,11,11,11,11
1972-0052,1972-0052.06,Asian Garden,-123.24941,49.25304096,Shrub,Ericaceae,Rhododendron,Rhododendron augustinii,3AB5,U,Planting,,,,,,11,11,11,11
1972-0182,1972-0182.02,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron brachyanthum,3AE3,G,Planting,,,,,,11,11,11,8
1972-0184,1972-0184.01,Asian Garden,-123.24905,49.25295255,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3ABB,G,Planting,,,,,,11,9,11,11
1972-0184,1972-0184.02,Asian Garden,-123.249125,49.25319826,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3AB1,G,Planting,,,,,,11,9,11,11
1972-0184,1972-0184.03,Asian Garden,-123.249125,49.25319826,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3AB1,G,Planting,,,,,,11,9,11,11
1972-0184,1972-0184.04,Asian Garden,-123.249125,49.25319826,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3AB1,G,Planting,,,,,,11,9,11,11
1972-0184,1972-0184.05,Asian Garden,-123.249125,49.25319826,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3AB1,G,Planting,,,,,,11,9,11,11
1972-0184,1972-0184.06,Asian Garden,-123.249125,49.25319826,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3AB1,G,Planting,,,,,,11,9,11,11
1972-0184,1972-0184.07,Asian Garden,-123.249125,49.25319826,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3AB1,G,Planting,,,,,,11,9,11,11
1972-0184,1972-0184.08,Asian Garden,-123.249125,49.25319826,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3AB1,G,Planting,,,,,,11,9,11,11
1972-0202,1972-0202.01,Asian Garden,-123.2491856,49.25177768,Shrub,Ericaceae,Rhododendron,Rhododendron cinnabarinum,3AH2,W,Planting,,,,Thudam,"NPL: Thudam, 3810 m",8,9,5,5
1972-0202,1972-0202.02,Asian Garden,-123.2491856,49.25177768,Shrub,Ericaceae,Rhododendron,Rhododendron cinnabarinum,3AH2,W,Planting,,,,Thudam,"NPL: Thudam, 3810 m",8,9,5,5
1972-0206,1972-0206.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron tubiforme,3AF1,W,Planting,,,,Barun Khola,"NPL: Barun Khola, 3048 m",2,9,2,2
1972-0207,1972-0207.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron glaucophyllum,3AE3,W,Planting,,,,Barun Khola,"NPL: Barun Khola, 3200 m",8,11,8,5
1972-0207,1972-0207.02,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron glaucophyllum,3AE3,W,Planting,,,,Barun Khola,"NPL: Barun Khola, 3200 m",8,11,8,5
1972-0207,1972-0207.03,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron glaucophyllum,3AE3,W,Planting,,,,Barun Khola,"NPL: Barun Khola, 3200 m",8,11,8,5
1972-0208,1972-0208.01,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron hodgsonii,3AC7,W,Planting,,,,Barun Khola,"NPL: Barun Khola, 3353 m",8,9,5,5
1972-0208,1972-0208.03,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron hodgsonii,3AC7,W,Planting,,,,Barun Khola,"NPL: Barun Khola, 3353 m",8,9,5,5
1972-0208,1972-0208.04,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron hodgsonii,3AC7,W,Planting,,,,Barun Khola,"NPL: Barun Khola, 3353 m",8,9,5,5
1972-0208,1972-0208.05,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron hodgsonii,3AC7,W,Planting,,,,Barun Khola,"NPL: Barun Khola, 3353 m",8,9,5,5
1972-0209,1972-0209.02,Asian Garden,-123.2487159,49.25255704,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC8,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.04,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.05,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.06,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.07,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.08,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.09,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.10,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.11,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.12,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.13,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.14,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0209,1972-0209.15,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
