AccNoFull,ItemAccNoFull,LocationName,LocationCoordY,LocationCoordX,LifeForm,Family,Genus,GenusSpecies,ItemLocationCode,ProvenanceCode,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,climate_rating_emissions_limited_2050,climate_rating_current_sheet,climate_rating_business_as_usual_2090,climate_rating_bau_plus_1degree_2090
1993-0259,1993-0259.07,Asian Garden,-123.248276,49.25214879,Shrub,Theaceae,Camellia,Camellia japonica,3AD4,G,Planting,,,,,,11,9,11,11
1993-0261,1993-0261.01,Asian Garden,-123.2496112,49.25262248,Shrub,Theaceae,Camellia,Camellia japonica,3AC6,G,Planting,,,,,,11,9,11,11
1993-0263,1993-0263.01,Asian Garden,-123.2483829,49.25150426,Shrub,Theaceae,Camellia,Camellia japonica,3AE8,G,Planting,,,,,,11,9,11,11
1993-0264,1993-0264.01,Asian Garden,-123.250583,49.253088,Shrub,Theaceae,Camellia,Camellia japonica,3AB8,G,Planting,,,,,,11,9,11,11
1993-0267,1993-0267.01,Asian Garden,-123.250583,49.253088,Shrub,Theaceae,Camellia,Camellia japonica,3AB8,G,Planting,,,,,,11,9,11,11
1993-0268,1993-0268.01,Asian Garden,-123.250583,49.253088,Shrub,Theaceae,Camellia,Camellia japonica,3AB8,G,Planting,,,,,,11,9,11,11
1993-0271,1993-0271.01,Asian Garden,-123.250583,49.253088,Shrub,Theaceae,Camellia,Camellia japonica,3AB8,G,Planting,,,,,,11,9,11,11
1994-0124,1994-0124.01,Asian Garden,-123.2501288,49.25265817,Shrub,Theaceae,Camellia,Camellia japonica,3AC4,G,Planting,,,,,,11,9,11,11
1997-0266,1997-0266.01,Asian Garden,-123.2483829,49.25150426,Shrub,Theaceae,Camellia,Camellia japonica,3AE8,G,Planting,,,,,,11,9,11,11
1997-0267,1997-0267.01,Asian Garden,-123.2501193,49.2532481,Shrub,Theaceae,Camellia,Camellia japonica,3AB3,G,Planting,,,,,,11,9,11,11
1997-0268,1997-0268.01,Asian Garden,-123.2483829,49.25150426,Shrub,Theaceae,Camellia,Camellia japonica,3AE8,G,Planting,,,,,,11,9,11,11
2001-0375,2001-0375.01,Asian Garden,-123.248371,49.25200358,Shrub,Theaceae,Camellia,Camellia japonica,3AD5,G,Planting,,,,,,11,9,11,11
2001-0376,2001-0376.01,Asian Garden,-123.248709,49.25159409,Shrub,Theaceae,Camellia,Camellia japonica,3AH8,G,Planting,,,,,,11,9,11,11
2003-0260,2003-0260.01,Asian Garden,-123.2482302,49.25242023,Shrub,Theaceae,Camellia,Camellia brevistyla,3AD1,W,Planting,,,,,CHN: Guangxi Autonomous Region,9,6,9,9
2005-0370,2005-0370.01,Asian Garden,-123.2489599,49.25178564,Shrub,Theaceae,Camellia,Camellia reticulata,3AE6,W,Planting,Vulnerable,,,Ailao Shan (Mt. Ailao),"CHN: Yunnan Province, Ailao Shan (Mt. Ailao), 2465 m",9,6,9,11
2010-0178,2010-0178.01,Asian Garden,-123.2486754,49.25182975,Shrub,Theaceae,Camellia,Camellia sp.,3AD7,W,Planting,,,,along the road from Xichang to Luoji Shan,"CHN: Sichuan Province, along the road from Xichang to Luoji Shan, 2171 m, 27.73866 | 102.34229",,,,
2011-0275,2011-0275.01,Asian Garden,-123.2498116,49.253454,Shrub,Theaceae,Camellia,Camellia sasanqua,3AA7,W,Planting,,,,"Ashizuri Cape, Tosashimizu-shi, Kochi Prefecture, (Shikoku Dist.)","JPN: Ashizuri Cape, Tosashimizu-shi, Kochi Prefecture, (Shikoku Dist.)",9,9,9,11
2013-0194,2013-0194.01,Nitobe Memorial Garden,,,Shrub,Theaceae,Camellia,Camellia japonica,5A,G,Planting,,,,,,11,9,11,11
2013-0195,2013-0195.01,Nitobe Memorial Garden,,,Shrub,Theaceae,Camellia,Camellia japonica,5A,G,Planting,,,,,,11,9,11,11
2013-0196,2013-0196.01,Nitobe Memorial Garden,,,Shrub,Theaceae,Camellia,Camellia japonica,5A,G,Planting,,,,,,11,9,11,11
2015-0552,2015-0552.01,Asian Garden,-123.2466776,49.25051887,Shrub,Theaceae,Camellia,Camellia lutchuensis,3AJ4,W,Planting,,,,Ton Station,"VNM: Lao Cai, Ton Station, 2196 m, 22 19.697 | 103 46.902",11,8,11,11
2020-0574,2020-0574.01,Winter Garden,-123.24767,49.254563,Shrub,Theaceae,Camellia,Camellia sp.,1P02,G,Planting,,,,,,,,,
2021-0635,2021-0635.88,Nursery,-123.234415,49.249515,Shrub,Theaceae,Camellia,Camellia japonica,8,G,Planting,,,,,,11,9,11,11
2021-0636,2021-0636.88,Nursery,-123.234415,49.249515,Shrub,Theaceae,Camellia,Camellia,8,G,Planting,,,,,,,,,
2021-0639,2021-0639.88,Nursery,-123.234415,49.249515,Shrub,Theaceae,Camellia,Camellia japonica,8,G,Planting,,,,,,11,9,11,11
2021-0640,2021-0640.88,Nursery,-123.234415,49.249515,Shrub,Theaceae,Camellia,Camellia sp.,8,G,Planting,,,,,,,,,
2021-0641,2021-0641.88,Nursery,-123.234415,49.249515,Shrub,Theaceae,Camellia,Camellia sp.,8,G,Planting,,,,,,,,,
2021-0642,2021-0642.88,Nursery,-123.234415,49.249515,Shrub,Theaceae,Camellia,Camellia japonica,8,G,Planting,,,,,,11,9,11,11
2022-0089,2022-0089.01,Asian Garden,-123.2499974,49.25258482,Shrub,Theaceae,Camellia,Camellia japonica,3AC5,U,Planting,,,,,,11,9,11,11
1974-0329,1974-0329.01,Nitobe Memorial Garden,,,Shrub or Tree,Theaceae,Camellia,Camellia japonica,5B,G,Planting,,,,,,11,9,11,11
1985-0433,1985-0433.01,Asian Garden,-123.2499974,49.25258482,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3AC5,W,Planting,,,,,KOR: 34.36 N | 126.32 E,11,9,11,11
1985-0433,1985-0433.02,Asian Garden,-123.2500452,49.2527596,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3AC3,W,Planting,,,,,KOR: 34.36 N | 126.32 E,11,9,11,11
1985-0433,1985-0433.03,Asian Garden,-123.2480625,49.25156118,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3AEB,W,Planting,,,,,KOR: 34.36 N | 126.32 E,11,9,11,11
1985-0433,1985-0433.04,Asian Garden,-123.2480625,49.25156118,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3AEB,W,Planting,,,,,KOR: 34.36 N | 126.32 E,11,9,11,11
1985-0433,1985-0433.05,Asian Garden,-123.2500452,49.2527596,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3AC3,W,Planting,,,,,KOR: 34.36 N | 126.32 E,11,9,11,11
1985-0433,1985-0433.06,Asian Garden,-123.2500452,49.2527596,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3AC3,W,Planting,,,,,KOR: 34.36 N | 126.32 E,11,9,11,11
1985-0433,1985-0433.07,Asian Garden,-123.2500452,49.2527596,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3AC3,W,Planting,,,,,KOR: 34.36 N | 126.32 E,11,9,11,11
1985-0433,1985-0433.08,Asian Garden,-123.2500452,49.2527596,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3AC3,W,Planting,,,,,KOR: 34.36 N | 126.32 E,11,9,11,11
1985-0433,1985-0433.09,Asian Garden,-123.2500452,49.2527596,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3AC3,W,Planting,,,,,KOR: 34.36 N | 126.32 E,11,9,11,11
1985-0455,1985-0455.01,Asian Garden,-123.24905,49.25295255,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3ABB,W,Planting,,,,,KOR: 34.36 N | 126.32 E,11,9,11,11
1987-0364,1987-0364.02,Winter Garden,-123.24767,49.254563,Shrub or Tree,Theaceae,Camellia,Camellia sasanqua,1P02,G,Planting,,,,,,9,9,9,11
1987-0370,1987-0370.01,Asian Garden,-123.2497293,49.25284675,Shrub or Tree,Theaceae,Camellia,Camellia forrestii,3AC2,G,Planting,,,,,,9,6,9,11
1987-0376,1987-0376.01,Asian Garden,-123.2497293,49.25284675,Shrub or Tree,Theaceae,Camellia,Camellia yunnanensis,3AC2,G,Planting,,,,,,9,6,9,11
1989-0453,1989-0453.01,Asian Garden,-123.2498116,49.253454,Shrub or Tree,Theaceae,Camellia,Camellia oleifera,3AA7,W,Planting,,,,Tianping/Ziyun Mts.,"CHN: Hunan Province, Tianping/Ziyun Mts.",9,9,9,11
2012-0095,2012-0095.02,Asian Garden,-123.2499974,49.25258482,Shrub or Tree,Theaceae,Camellia,Camellia japonica,3AC5,U,Planting,,,,,,11,9,11,11
2021-0518,2021-0518.01,Food Garden,-123.246757,49.252803,Shrub or Tree,Theaceae,Camellia,Camellia sinensis,1K16,G,Planting,,,,,,9,9,11,11
2021-0518,2021-0518.89,Food Garden,-123.246461,49.252832,Shrub or Tree,Theaceae,Camellia,Camellia sinensis,1K05,G,Planting,,,,,,9,9,11,11
2017-0349,2017-0349.01,Garry Oak Meadow,-123.247253,49.252857,Annual,Onagraceae,Camissonia,Camissonia contorta,1G02,Z,Planting,,Endangered SARA Schedule 1,Red-listed British Columbia,Sidney Island,"CAN: British Columbia, Capital Regional District, Sidney Island",11,11,11,11
2021-0704,2021-0704.02,Alpine Garden,-123.245873,49.253589,Herbaceous Perennial,Campanulaceae,Campanula,Campanula formanekiana,LTC1,G,Planting,,,,,,,,,
2001-0465,2001-0465.01,Alpine Garden,-123.245928,49.253562,Herbaceous Perennial,Campanulaceae,Campanula,Campanula rotundifolia,LTC2,G,Planting,,,Yellow-listed British Columbia,,,6,9,3,3
2002-0392,2002-0392.01,Alpine Garden,-123.245928,49.253562,Herbaceous Perennial,Campanulaceae,Campanula,Campanula rotundifolia,LTC2,W,Planting,,,Yellow-listed British Columbia,Pryor Mtns,"USA: Montana, Pryor Mtns",6,9,3,3
2014-0302,2014-0302.01,Front Entrance,-123.250668,49.254134,Herbaceous Perennial,Campanulaceae,Campanula,Campanula sp.,2A02,G,Planting,,,,,,,,,
2016-0077,2016-0077.01,Alpine Garden,-123.2464,49.254005,Herbaceous Perennial,Campanulaceae,Campanula,Campanula sarmatica,LAM,Z,Planting,,,,Mt. Beshtau.,"RUS: Stavropol Krai, Mt. Beshtau., 1000 - 1400 m",6,9,2,2
2016-0077,2016-0077.03,Alpine Garden,-123.245928,49.253562,Herbaceous Perennial,Campanulaceae,Campanula,Campanula sarmatica,LTC2,Z,Planting,,,,Mt. Beshtau.,"RUS: Stavropol Krai, Mt. Beshtau., 1000 - 1400 m",6,9,2,2
2017-0277,2017-0277.01,Front Entrance,-123.251361,49.254303,Herbaceous Perennial,Campanulaceae,Campanula,Campanula sp.,2A17,G,Planting,,,,,,,,,
2018-0659,2018-0659.01,Front Entrance,-123.251361,49.254303,Herbaceous Perennial,Campanulaceae,Campanula,Campanula latifolia,2A17,G,Planting,,,,,,6,9,3,3
2019-0570,2019-0570.01,Alpine Garden,-123.2464,49.254005,Herbaceous Perennial,Campanulaceae,Campanula,Campanula tridentata,LAM,W,Planting,,,,Mestia,"GEO: Samegrelo-Zemo Svaneti, Mestia, 2985 m, 43 01.825 | 042 55.385",2,9,2,2
2019-0621,2019-0621.01,Alpine Garden,-123.2464,49.254005,Herbaceous Perennial,Campanulaceae,Campanula,Campanula tridentata,LAM,W,Planting,,,,"Mt. Aragats, above K'ari Lich (lake)","ARM: Aragacotn, Mt. Aragats, above K'ari Lich (lake), 3200 - 3600 m",2,9,2,2
2019-0625,2019-0625.01,Alpine Garden,-123.246952,49.254323,Herbaceous Perennial,Campanulaceae,Campanula,Campanula scheuchzeri,LEU1,W,Planting,,,,Galibier,"FRA: Galibier, 2700 m",6,9,3,3
2019-0635,2019-0635.01,Alpine Garden,-123.246952,49.254323,Herbaceous Perennial,Campanulaceae,Campanula,Campanula cochleariifolia,LEU1,G,Planting,,,,,,6,9,3,3
2019-1098,2019-1098.01,Alpine Garden,-123.245873,49.253589,Herbaceous Perennial,Campanulaceae,Campanula,Campanula lasiocarpa,LTC1,G,Planting,,,Yellow-listed British Columbia,,,9,9,3,2
2023-0340,2023-0340.01,Front Entrance,-123.251064,49.254147,Herbaceous Perennial,Campanulaceae,Campanula,Campanula persicifolia,2A07,G,Planting,,,,,,,,,
2024-0054,2024-0054.01,Contemporary Garden,-123.246002,49.253038,Herbaceous Perennial,Campanulaceae,Campanula,Campanula lactiflora,1C02,G,Planting,,,,,,,,,
2024-0055,2024-0055.01,Contemporary Garden,-123.246002,49.253038,Herbaceous Perennial,Campanulaceae,Campanula,Campanula pyramidalis,1C02,G,Planting,,,,,,,,,
2023-0257,2023-0257.01,Carolinean Forest,-123.247872,49.254044,Herbaceous Perennial,Campanulaceae,Campanulastrum,Campanulastrum americanum,4C01,W,Planting,,,,The Niagara Glen,"CAN: Ontario, Regional Municipality of Niagara, The Niagara Glen, 132 m, 43.132564 | -79.056008",,,,
1982-0285,1982-0285.01,Arbour,-123.24656,49.253082,Climber_Liana_Vine,Bignoniaceae,Campsis,Campsis × tagliabuana,1D,G,Planting,,,,,,,,,
1982-0285,1982-0285.04,Asian Garden,-123.250754,49.253935,Climber_Liana_Vine,Bignoniaceae,Campsis,Campsis × tagliabuana,3AA3,G,Planting,,,,,,,,,
1982-0285,1982-0285.05,Asian Garden,-123.250754,49.253935,Climber_Liana_Vine,Bignoniaceae,Campsis,Campsis × tagliabuana,3AA3,G,Planting,,,,,,,,,
2006-0303,2006-0303.02,Carolinean Forest,-123.248129,49.254107,Climber_Liana_Vine,Bignoniaceae,Campsis,Campsis radicans,4C06,W,Planting,,,,Pleasant Green by Eno River,"USA: North Carolina, Pleasant Green by Eno River",9,9,11,11
2006-0303,2006-0303.03,Carolinean Forest,-123.248733,49.254424,Climber_Liana_Vine,Bignoniaceae,Campsis,Campsis radicans,4C11,W,Planting,,,,Pleasant Green by Eno River,"USA: North Carolina, Pleasant Green by Eno River",9,9,11,11
2019-0915,2019-0915.01,Alpine Garden,-123.246549,49.25406,Herbaceous Perennial,Asteraceae,Canadanthus,Canadanthus modestus,LNA2,W,Planting,,,Yellow-listed British Columbia,Blowdown Pass Forest Service Road,"CAN: British Columbia, Squamish-Lillooet Regional District, Blowdown Pass Forest Service Road, 1635 m, 50.37226 | -122.19843",2,9,2,2
2010-0247,2010-0247.01,Rain Forest Garden,-123.24494,49.253447,Herbaceous Perennial,Papaveraceae,Capnoides,Capnoides sempervirens,1B34,W,Planting,,,Yellow-listed British Columbia,"Wells Gray Prov. Park, Clearwater Valley near Fage Creek","CAN: British Columbia, Wells Gray Prov. Park, Clearwater Valley near Fage Creek",5,9,2,2
2017-0231,2017-0231.01,Carolinean Forest,-123.247778,49.253524,Herbaceous Perennial,Papaveraceae,Capnoides,Capnoides sempervirens,4C04,W,Planting,,,Yellow-listed British Columbia,"Lake Temagami access road, about 200m in off highway 11","CAN: Ontario, Nipissing District, Lake Temagami access road, about 200m in off highway 11, 47.012351 | -79.827285",5,9,2,2
