family,genus,n_accepted_species_in_genus,n_genera_in_family,n_accepted_species_in_family
Asteraceae,Baltimora,2,1717,34557
Asteraceae,Barkleyanthus,1,1717,34557
Asteraceae,Barnadesia,20,1717,34557
Asteraceae,Barroetea,6,1717,34557
Asteraceae,Barrosoa,13,1717,34557
Asteraceae,Bartlettia,1,1717,34557
Asteraceae,Bartlettina,41,1717,34557
Asteraceae,Basedowia,1,1717,34557
Asteraceae,Bathysanthus,1,1717,34557
Asteraceae,Batopilasia,1,1717,34557
Asteraceae,Bebbia,2,1717,34557
Asteraceae,Bechium,3,1717,34557
Asteraceae,Bedfordia,3,1717,34557
Asteraceae,Bejaranoa,2,1717,34557
Asteraceae,Bellida,1,1717,34557
Asteraceae,Bellis,15,1717,34557
Asteraceae,Bellium,4,1717,34557
Asteraceae,Belloa,2,1717,34557
Asteraceae,Benitoa,1,1717,34557
Asteraceae,Berardia,1,1717,34557
Asteraceae,Berkheya,84,1717,34557
Asteraceae,Berlandiera,8,1717,34557
Asteraceae,Berroa,1,1717,34557
Asteraceae,Berylsimpsonia,2,1717,34557
Asteraceae,Bethencourtia,3,1717,34557
Asteraceae,Bidens,246,1717,34557
Asteraceae,Bishopalea,1,1717,34557
Asteraceae,Bishopanthus,1,1717,34557
Asteraceae,Bishopiella,1,1717,34557
Asteraceae,Bishovia,2,1717,34557
Asteraceae,Blainvillea,12,1717,34557
Asteraceae,Blakeanthus,2,1717,34557
Asteraceae,Blakiella,1,1717,34557
Asteraceae,Blanchetia,1,1717,34557
Asteraceae,Blennosperma,4,1717,34557
Asteraceae,Blennospora,3,1717,34557
Asteraceae,Blepharipappus,1,1717,34557
Asteraceae,Blepharispermum,16,1717,34557
Asteraceae,Blepharizonia,2,1717,34557
Asteraceae,Blumea,116,1717,34557
Asteraceae,Blumeopsis,2,1717,34557
Asteraceae,Boeberastrum,3,1717,34557
Asteraceae,Boeberoides,1,1717,34557
Asteraceae,Bolandia,2,1717,34557
Asteraceae,Bolanosa,1,1717,34557
Asteraceae,Boltonia,7,1717,34557
Asteraceae,Bombycilaena,2,1717,34557
Asteraceae,Borrichia,3,1717,34557
Asteraceae,Bothriocline,62,1717,34557
Asteraceae,Brachanthemum,10,1717,34557
Asteraceae,Brachionostylum,1,1717,34557
Asteraceae,Brachyclados,3,1717,34557
Asteraceae,Brachyglottis,34,1717,34557
Asteraceae,Brachylaena,15,1717,34557
Asteraceae,Brachyscome,76,1717,34557
Asteraceae,Brachythrix,7,1717,34557
Asteraceae,Bradburia,2,1717,34557
Asteraceae,Brenandendron,3,1717,34557
Asteraceae,Brickellia,115,1717,34557
Asteraceae,Brickelliastrum,1,1717,34557
Asteraceae,Brocchia,1,1717,34557
Asteraceae,Buphthalmum,3,1717,34557
Asteraceae,Burkartia,1,1717,34557
Asteraceae,Caatinganthus,2,1717,34557
Asteraceae,Cabobanthus,2,1717,34557
Asteraceae,Cabreraea,1,1717,34557
Asteraceae,Cabreriella,2,1717,34557
Asteraceae,Cacaliopsis,1,1717,34557
Asteraceae,Cacosmia,3,1717,34557
Asteraceae,Cadiscus,1,1717,34557
Asteraceae,Caesulia,1,1717,34557
Asteraceae,Calanticaria,4,1717,34557
Asteraceae,Calea,161,1717,34557
Asteraceae,Calendula,13,1717,34557
Asteraceae,Callicephalus,1,1717,34557
Asteraceae,Callilepis,5,1717,34557
Asteraceae,Callistephus,1,1717,34557
Asteraceae,Calocephalus,8,1717,34557
Asteraceae,Calomeria,2,1717,34557
Asteraceae,Calopappus,1,1717,34557
Asteraceae,Calorezia,1,1717,34557
Asteraceae,Calostephane,6,1717,34557
Asteraceae,Calotesta,1,1717,34557
Asteraceae,Calotis,26,1717,34557
Asteraceae,Calycadenia,10,1717,34557
Asteraceae,Calycoseris,2,1717,34557
Asteraceae,Calyptocarpus,6,1717,34557
Asteraceae,Camchaya,9,1717,34557
Asteraceae,Campovassouria,2,1717,34557
Asteraceae,Camptacra,2,1717,34557
Asteraceae,Campuloclinium,15,1717,34557
Asteraceae,Canadanthus,1,1717,34557
Asteraceae,Cancrinia,12,1717,34557
Asteraceae,Cancriniella,1,1717,34557
Asteraceae,Capelio,3,1717,34557
Asteraceae,Caputia,4,1717,34557
Asteraceae,Cardiagyris,10,1717,34557
Asteraceae,Cardopatium,2,1717,34557
Asteraceae,Carduncellus,28,1717,34557
Asteraceae,Carduogalactites,1,1717,34557
Asteraceae,Carduus,137,1717,34557
Asteraceae,Carlina,39,1717,34557
Asteraceae,Carlquistia,1,1717,34557
Asteraceae,Carminatia,4,1717,34557
Asteraceae,Carpesium,25,1717,34557
Asteraceae,Carphephorus,6,1717,34557
Asteraceae,Carphochaete,6,1717,34557
Asteraceae,Carthamus,26,1717,34557
Asteraceae,Cassinia,41,1717,34557
Asteraceae,Castanedia,1,1717,34557
Asteraceae,Castenedia,1,1717,34557
Asteraceae,Castrilanthemum,1,1717,34557
Asteraceae,Castroviejoa,2,1717,34557
Asteraceae,Catamixis,1,1717,34557
Asteraceae,Catananche,5,1717,34557
Asteraceae,Catatia,2,1717,34557
Asteraceae,Catolesia,2,1717,34557
Asteraceae,Caucasalia,4,1717,34557
Asteraceae,Caucasoseris,1,1717,34557
Asteraceae,Cavalcantia,2,1717,34557
Asteraceae,Cavea,1,1717,34557
Asteraceae,Caxamarca,1,1717,34557
Asteraceae,Celmisia,77,1717,34557
Asteraceae,Centaurea,794,1717,34557
Asteraceae,Centaurodendron,2,1717,34557
Asteraceae,Centauropsis,9,1717,34557
Asteraceae,Centaurothamnus,1,1717,34557
Asteraceae,Centenaria,1,1717,34557
Asteraceae,Centipeda,11,1717,34557
Asteraceae,Centrapalus,1,1717,34557
Asteraceae,Centratherum,3,1717,34557
Asteraceae,Centromadia,4,1717,34557
Asteraceae,Cephalipterum,1,1717,34557
Asteraceae,Cephalopappus,1,1717,34557
Asteraceae,Cephalosorus,1,1717,34557
Asteraceae,Ceratogyne,1,1717,34557
Asteraceae,Ceruana,1,1717,34557
Asteraceae,Chacoa,1,1717,34557
Asteraceae,Chaenactis,19,1717,34557
Asteraceae,Chaetadelpha,1,1717,34557
Asteraceae,Chaetanthera,51,1717,34557
Asteraceae,Chaetopappa,12,1717,34557
Asteraceae,Chaetymenia,1,1717,34557
Asteraceae,Chamaechaenactis,1,1717,34557
Asteraceae,Chamaegeron,5,1717,34557
Asteraceae,Chamaemelum,5,1717,34557
Asteraceae,Chamaepus,1,1717,34557
Asteraceae,Chaochienchangia,1,1717,34557
Asteraceae,Chaptalia,49,1717,34557
Asteraceae,Charadranaetes,1,1717,34557
Asteraceae,Chardinia,1,1717,34557
Asteraceae,Cheirolophus,27,1717,34557
Asteraceae,Chersodoma,9,1717,34557
Asteraceae,Chevreulia,8,1717,34557
Asteraceae,Chiliadenus,10,1717,34557
Asteraceae,Chiliocephalum,2,1717,34557
Asteraceae,Chiliophyllum,1,1717,34557
Asteraceae,Chiliotrichiopsis,3,1717,34557
Asteraceae,Chiliotrichum,2,1717,34557
Asteraceae,Chimantaea,9,1717,34557
Asteraceae,Chionolaena,18,1717,34557
Asteraceae,Chionopappus,1,1717,34557
Asteraceae,Chlamydophora,1,1717,34557
Asteraceae,Chloracantha,4,1717,34557
Asteraceae,Chondrilla,29,1717,34557
Asteraceae,Chondropyxis,1,1717,34557
Asteraceae,Chresta,14,1717,34557
Asteraceae,Chromolaena,176,1717,34557
Asteraceae,Chromolepis,1,1717,34557
Asteraceae,Chronopappus,1,1717,34557
Asteraceae,Chrysactinia,6,1717,34557
Asteraceae,Chrysactinium,7,1717,34557
Asteraceae,Chrysanthellum,12,1717,34557
Asteraceae,Chrysanthemoides,2,1717,34557
Asteraceae,Chrysanthemum,72,1717,34557
Asteraceae,Chrysanthoglossum,2,1717,34557
Asteraceae,Chryselium,1,1717,34557
Asteraceae,Chrysocephalum,10,1717,34557
Asteraceae,Chrysocoma,25,1717,34557
Asteraceae,Chrysogonum,3,1717,34557
Asteraceae,Chrysolaena,16,1717,34557
Asteraceae,Chrysoma,1,1717,34557
Asteraceae,Chrysopsis,14,1717,34557
Asteraceae,Chrysothamnus,11,1717,34557
Asteraceae,Chthonocephalus,6,1717,34557
Asteraceae,Chucoa,2,1717,34557
Asteraceae,Chuquiraga,26,1717,34557
Asteraceae,Cicerbita,25,1717,34557
Asteraceae,Ciceronia,1,1717,34557
Asteraceae,Cichorium,7,1717,34557
Asteraceae,Cineraria,46,1717,34557
Asteraceae,Cirsio-carduus,6,1717,34557
Asteraceae,Cirsium,495,1717,34557
Asteraceae,Cissampelopsis,11,1717,34557
Asteraceae,Cladanthus,5,1717,34557
Asteraceae,Cladochaeta,1,1717,34557
Asteraceae,Clappia,1,1717,34557
Asteraceae,Clibadium,40,1717,34557
Asteraceae,Cloiselia,1,1717,34557
Asteraceae,Cnicothamnus,2,1717,34557
Asteraceae,Coleocoma,1,1717,34557
Asteraceae,Coleostephus,3,1717,34557
Asteraceae,Colobanthera,1,1717,34557
Asteraceae,Cololobus,3,1717,34557
Asteraceae,Columbiadoria,1,1717,34557
Asteraceae,Comaclinium,1,1717,34557
Asteraceae,Commidendrum,5,1717,34557
Asteraceae,Condylidium,2,1717,34557
Asteraceae,Condylopodium,6,1717,34557
Asteraceae,Conoclinium,4,1717,34557
Asteraceae,Constancea,1,1717,34557
Asteraceae,Conyza,152,1717,34557
Asteraceae,Conyzigeron,1,1717,34557
Asteraceae,Cordiofontis,5,1717,34557
Asteraceae,Coreocarpus,6,1717,34557
Asteraceae,Coreopsis,100,1717,34557
Asteraceae,Corethamnium,1,1717,34557
Asteraceae,Corethrogyne,2,1717,34557
Asteraceae,Coronidium,20,1717,34557
Asteraceae,Corymbium,12,1717,34557
Asteraceae,Cosmos,38,1717,34557
Asteraceae,Cota,26,1717,34557
Asteraceae,Cotula,65,1717,34557
Asteraceae,Coulterella,1,1717,34557
Asteraceae,Cousinia,709,1717,34557
Asteraceae,Cousiniopsis,1,1717,34557
Asteraceae,Craspedia,25,1717,34557
Asteraceae,Crassocephalum,26,1717,34557
Asteraceae,Crassothonna,13,1717,34557
Asteraceae,Cratystylis,4,1717,34557
Asteraceae,Cremanthodium,76,1717,34557
Asteraceae,Cremnothamnus,1,1717,34557
Asteraceae,Crepidiastrum,22,1717,34557
Asteraceae,Crepis,219,1717,34557
Asteraceae,Criscia,1,1717,34557
Asteraceae,Critonia,43,1717,34557
Asteraceae,Critoniadelphus,2,1717,34557
Asteraceae,Critoniella,6,1717,34557
Asteraceae,Critoniopsis,68,1717,34557
Asteraceae,Crocidium,2,1717,34557
Asteraceae,Cronquistia,1,1717,34557
Asteraceae,Cronquistianthus,29,1717,34557
Asteraceae,Croptilon,3,1717,34557
Asteraceae,Crossostephium,2,1717,34557
Asteraceae,Crossothamnus,4,1717,34557
Asteraceae,Crupina,5,1717,34557
Asteraceae,Cuatrecasanthus,6,1717,34557
Asteraceae,Cuatrecasasiella,2,1717,34557
Asteraceae,Culcitium,9,1717,34557
Asteraceae,Cullumia,18,1717,34557
Asteraceae,Cuniculotinus,1,1717,34557
Asteraceae,Curio,5,1717,34557
Asteraceae,Cuspidia,1,1717,34557
Asteraceae,Cyanthillium,9,1717,34557
Asteraceae,Cyathocline,4,1717,34557
Asteraceae,Cyathomone,1,1717,34557
Asteraceae,Cyclolepis,1,1717,34557
Asteraceae,Cylindrocline,2,1717,34557
Asteraceae,Cymbonotus,3,1717,34557
Asteraceae,Cymbopappus,3,1717,34557
Asteraceae,Cymophora,5,1717,34557
Asteraceae,Cynara,12,1717,34557
Asteraceae,Cyrtocymura,7,1717,34557
Asteraceae,Dacryotrichia,1,1717,34557
Asteraceae,Dahlia,40,1717,34557
Asteraceae,Damnamenia,1,1717,34557
Asteraceae,Damnxanthodium,1,1717,34557
Asteraceae,Dasyandantha,1,1717,34557
Asteraceae,Dasyanthina,3,1717,34557
Asteraceae,Dasycondylus,8,1717,34557
Asteraceae,Dasyphyllum,40,1717,34557
Asteraceae,Dauresia,1,1717,34557
Asteraceae,Daveaua,1,1717,34557
Asteraceae,Davilanthus,7,1717,34557
Asteraceae,Decachaeta,9,1717,34557
Asteraceae,Decaneuropsis,12,1717,34557
Asteraceae,Decastylocarpus,1,1717,34557
Asteraceae,Decazesia,1,1717,34557
Asteraceae,Deinandra,22,1717,34557
Asteraceae,Delairea,2,1717,34557
Asteraceae,Delamerea,1,1717,34557
Asteraceae,Delilia,2,1717,34557
Asteraceae,Delwiensia,1,1717,34557
Asteraceae,Dendrocacalia,3,1717,34557
Asteraceae,Dendrophorbium,60,1717,34557
Asteraceae,Dendrosenecio,9,1717,34557
Asteraceae,Denekia,1,1717,34557
Asteraceae,Desmanthodium,8,1717,34557
Asteraceae,Dewildemania,7,1717,34557
Asteraceae,Diacranthera,3,1717,34557
Asteraceae,Diaperia,4,1717,34557
Asteraceae,Diaphractanthus,1,1717,34557
Asteraceae,Dicercoclados,1,1717,34557
Asteraceae,Dicerothamnus,2,1717,34557
Asteraceae,Dichaetophora,1,1717,34557
Asteraceae,Dichrocephala,4,1717,34557
Asteraceae,Dichromochlamys,1,1717,34557
Asteraceae,Dicoma,41,1717,34557
Asteraceae,Dicoria,3,1717,34557
Asteraceae,Dicranocarpus,1,1717,34557
Asteraceae,Didelta,2,1717,34557
Asteraceae,Dielitzia,1,1717,34557
Asteraceae,Dieteria,3,1717,34557
Asteraceae,Digitacalia,5,1717,34557
Asteraceae,Dillandia,2,1717,34557
Asteraceae,Dimeresia,1,1717,34557
Asteraceae,Dimerostemma,29,1717,34557
Asteraceae,Dimorphocoma,1,1717,34557
Asteraceae,Dimorphotheca,22,1717,34557
Asteraceae,Dinoseris,1,1717,34557
Asteraceae,Diodontium,1,1717,34557
Asteraceae,Diplostephium,113,1717,34557
Asteraceae,Dipterocome,1,1717,34557
Asteraceae,Dipterocypsela,1,1717,34557
Asteraceae,Disparago,10,1717,34557
Asteraceae,Dissothrix,2,1717,34557
Asteraceae,Distephanus,44,1717,34557
Asteraceae,Disynaphia,16,1717,34557
Asteraceae,Dithyrostegia,2,1717,34557
Asteraceae,Dittrichia,2,1717,34557
Asteraceae,Doellia,1,1717,34557
Asteraceae,Doellingeria,3,1717,34557
Asteraceae,Dolichlasium,1,1717,34557
Asteraceae,Dolichoglottis,2,1717,34557
Asteraceae,Dolichorrhiza,4,1717,34557
Asteraceae,Dolichothrix,1,1717,34557
Asteraceae,Dolomiaea,17,1717,34557
Asteraceae,Doniophyton,2,1717,34557
Asteraceae,Dorobaea,3,1717,34557
Asteraceae,Doronicum,41,1717,34557
Asteraceae,Dresslerothamnus,2,1717,34557
Asteraceae,Dubautia,33,1717,34557
Asteraceae,Dubyaea,12,1717,34557
Asteraceae,Dugesia,1,1717,34557
Asteraceae,Duhaldea,12,1717,34557
Asteraceae,Duidaea,4,1717,34557
Asteraceae,Duseniella,1,1717,34557
Asteraceae,Dymondia,1,1717,34557
Asteraceae,Dyscritogyne,2,1717,34557
Asteraceae,Dyscritothamnus,2,1717,34557
Asteraceae,Dysodiopsis,1,1717,34557
Asteraceae,Dyssodia,4,1717,34557
Asteraceae,Eastwoodia,1,1717,34557
Asteraceae,Eatonella,1,1717,34557
Asteraceae,Echinacea,10,1717,34557
Asteraceae,Echinocoryne,7,1717,34557
Asteraceae,Echinops,194,1717,34557
Asteraceae,Eclipta,9,1717,34557
Asteraceae,Edmondia,3,1717,34557
Asteraceae,Egletes,10,1717,34557
Asteraceae,Eirmocephala,3,1717,34557
Asteraceae,Eitenia,2,1717,34557
Asteraceae,Ekmania,1,1717,34557
Asteraceae,Ekmaniopappus,1,1717,34557
Asteraceae,Elachanthemum,1,1717,34557
Asteraceae,Elachanthus,1,1717,34557
Asteraceae,Elaphandra,14,1717,34557
Asteraceae,Electranthera,1,1717,34557
Asteraceae,Elekmania,1,1717,34557
Asteraceae,Elephantopus,29,1717,34557
Asteraceae,Eleutheranthera,3,1717,34557
Asteraceae,Ellenbergia,1,1717,34557
Asteraceae,Elytropappus,5,1717,34557
Asteraceae,Emilia,121,1717,34557
Asteraceae,Emiliella,6,1717,34557
Asteraceae,Encelia,22,1717,34557
Asteraceae,Enceliopsis,3,1717,34557
Asteraceae,Endocellion,1,1717,34557
Asteraceae,Endopappus,1,1717,34557
Asteraceae,Engelmannia,2,1717,34557
Asteraceae,Engleria,2,1717,34557
Asteraceae,Enydra,5,1717,34557
Asteraceae,Epaltes,10,1717,34557
Asteraceae,Ephedrides,1,1717,34557
Asteraceae,Epilasia,4,1717,34557
Asteraceae,Epitriche,1,1717,34557
Asteraceae,Erato,4,1717,34557
Asteraceae,Erechtites,21,1717,34557
Asteraceae,Eremanthus,33,1717,34557
Asteraceae,Eremosis,21,1717,34557
Asteraceae,Eremothamnus,1,1717,34557
Asteraceae,Eriachaenium,1,1717,34557
Asteraceae,Ericameria,38,1717,34557
Asteraceae,Erigeron,451,1717,34557
Asteraceae,Eriocephalus,36,1717,34557
Asteraceae,Eriochlamys,4,1717,34557
Asteraceae,Eriophyllum,14,1717,34557
Asteraceae,Eriotrix,2,1717,34557
Asteraceae,Erlangea,18,1717,34557
Asteraceae,Erodiophyllum,2,1717,34557
Asteraceae,Erymophyllum,5,1717,34557
Asteraceae,Erythradenia,1,1717,34557
Asteraceae,Erythrocephalum,15,1717,34557
Asteraceae,Erythroseris,2,1717,34557
Asteraceae,Eschenbachia,9,1717,34557
Asteraceae,Espejoa,1,1717,34557
Asteraceae,Espeletia,154,1717,34557
Asteraceae,Ethulia,19,1717,34557
Asteraceae,Eucephalus,10,1717,34557
Asteraceae,Euchiton,17,1717,34557
Asteraceae,Eumorphia,6,1717,34557
Asteraceae,Eupatoriastrum,7,1717,34557
Asteraceae,Eupatorina,2,1717,34557
Asteraceae,Eupatoriopsis,1,1717,34557
Asteraceae,Eupatorium,117,1717,34557
Asteraceae,Euphrosyne,4,1717,34557
Asteraceae,Eurybia,24,1717,34557
Asteraceae,Eurydochus,1,1717,34557
Asteraceae,Euryops,104,1717,34557
Asteraceae,Eutetras,2,1717,34557
Asteraceae,Euthamia,13,1717,34557
Asteraceae,Eutrochium,5,1717,34557
Asteraceae,Ewartia,5,1717,34557
Asteraceae,Exomiocarpon,1,1717,34557
Asteraceae,Exostigma,2,1717,34557
Asteraceae,Faberia,9,1717,34557
Asteraceae,Facelis,3,1717,34557
Asteraceae,Famatinanthus,1,1717,34557
Asteraceae,Farfugium,2,1717,34557
Asteraceae,Faujasia,5,1717,34557
Asteraceae,Faujasiopsis,2,1717,34557
Asteraceae,Faxonia,1,1717,34557
Asteraceae,Feddea,1,1717,34557
Asteraceae,Feldstonia,1,1717,34557
Asteraceae,Felicia,89,1717,34557
Asteraceae,Femeniasia,1,1717,34557
Asteraceae,Fenixia,1,1717,34557
Asteraceae,Ferreyranthus,8,1717,34557
Asteraceae,Ferreyrella,2,1717,34557
Asteraceae,Filago,52,1717,34557
Asteraceae,Filfia,1,1717,34557
Asteraceae,Filifolium,1,1717,34557
Asteraceae,Fitchia,7,1717,34557
Asteraceae,Fitzwillia,1,1717,34557
Asteraceae,Flaveria,21,1717,34557
Asteraceae,Fleischmannia,106,1717,34557
Asteraceae,Fleischmanniopsis,5,1717,34557
Asteraceae,Florestina,8,1717,34557
Asteraceae,Floscaldasia,2,1717,34557
Asteraceae,Flosmutisia,1,1717,34557
Asteraceae,Flourensia,33,1717,34557
Asteraceae,Fluminaria,1,1717,34557
Asteraceae,Flyriella,6,1717,34557
Asteraceae,Formania,1,1717,34557
Asteraceae,Foveolina,5,1717,34557
Asteraceae,Freya,1,1717,34557
Asteraceae,Fulcaldea,2,1717,34557
Asteraceae,Gaillardia,23,1717,34557
Asteraceae,Galactites,5,1717,34557
Asteraceae,Galatella,36,1717,34557
Asteraceae,Galeana,2,1717,34557
Asteraceae,Galeomma,2,1717,34557
Asteraceae,Galinsoga,15,1717,34557
Asteraceae,Gamochaeta,61,1717,34557
Asteraceae,Garberia,1,1717,34557
Asteraceae,Garcibarrigoa,2,1717,34557
Asteraceae,Gardnerina,1,1717,34557
Asteraceae,Garhadiolus,3,1717,34557
Asteraceae,Garuleum,8,1717,34557
Asteraceae,Gazania,20,1717,34557
Asteraceae,Geigeria,31,1717,34557
Asteraceae,Geissolepis,2,1717,34557
Asteraceae,Gelasia,44,1717,34557
Asteraceae,Geothamnus,1,1717,34557
Asteraceae,Geraea,2,1717,34557
Asteraceae,Gerbera,38,1717,34557
Asteraceae,Geropogon,1,1717,34557
Asteraceae,Gibbaria,1,1717,34557
Asteraceae,Gilberta,1,1717,34557
Asteraceae,Gilruthia,1,1717,34557
Asteraceae,Gladiopappus,1,1717,34557
Asteraceae,Glebionis,2,1717,34557
Asteraceae,Glossarion,2,1717,34557
Asteraceae,Glossocardia,12,1717,34557
Asteraceae,Glossopappus,1,1717,34557
Asteraceae,Glyptopleura,2,1717,34557
Asteraceae,Gnaphaliothamnus,9,1717,34557
Asteraceae,Gnaphalium,116,1717,34557
Asteraceae,Gnephosis,14,1717,34557
Asteraceae,Gnomophalium,1,1717,34557
Asteraceae,Gochnatia,54,1717,34557
Asteraceae,Goldmanella,1,1717,34557
Asteraceae,Gongrostylus,2,1717,34557
Asteraceae,Gongylolepis,15,1717,34557
Asteraceae,Goniocaulon,1,1717,34557
Asteraceae,Gonospermum,6,1717,34557
Asteraceae,Gorceixia,1,1717,34557
Asteraceae,Gorteria,4,1717,34557
Asteraceae,Goyazianthus,1,1717,34557
Asteraceae,Grangea,8,1717,34557
Asteraceae,Grangeopsis,1,1717,34557
Asteraceae,Graphistylis,9,1717,34557
Asteraceae,Gratwickia,1,1717,34557
Asteraceae,Grauanthus,2,1717,34557
Asteraceae,Grazielia,11,1717,34557
Asteraceae,Greenmaniella,1,1717,34557
Asteraceae,Griersonia,3,1717,34557
Asteraceae,Grindelia,68,1717,34557
Asteraceae,Grisebachianthus,8,1717,34557
Asteraceae,Grosvenoria,7,1717,34557
Asteraceae,Guardiola,15,1717,34557
Asteraceae,Guayania,6,1717,34557
Asteraceae,Guevaria,5,1717,34557
Asteraceae,Guizotia,10,1717,34557
Asteraceae,Gundelia,18,1717,34557
Asteraceae,Gundlachia,7,1717,34557
Asteraceae,Gutenbergia,28,1717,34557
Asteraceae,Gutierrezia,31,1717,34557
Asteraceae,Guynesomia,1,1717,34557
Asteraceae,Gymnanthemum,41,1717,34557
Asteraceae,Gymnarrhena,1,1717,34557
Asteraceae,Gymnocondylus,1,1717,34557
Asteraceae,Gymnocoronis,4,1717,34557
Asteraceae,Gymnodiscus,3,1717,34557
Asteraceae,Gymnolaena,3,1717,34557
Asteraceae,Gymnopentzia,1,1717,34557
Asteraceae,Gymnosperma,1,1717,34557
Asteraceae,Gymnostephium,8,1717,34557
Asteraceae,Gynoxys,124,1717,34557
Asteraceae,Gynura,56,1717,34557
Asteraceae,Gypothamnium,1,1717,34557
Asteraceae,Gyptidium,2,1717,34557
Asteraceae,Gyptis,8,1717,34557
Asteraceae,Gyrodoma,1,1717,34557
Asteraceae,Haastia,5,1717,34557
Asteraceae,Haeckeria,4,1717,34557
Asteraceae,Haegiela,1,1717,34557
Asteraceae,Hainanecio,1,1717,34557
Asteraceae,Handelia,1,1717,34557
Asteraceae,Haplocarpha,10,1717,34557
Asteraceae,Haploesthes,3,1717,34557
Asteraceae,Haplopappus,74,1717,34557
Asteraceae,Haptotrichion,2,1717,34557
Asteraceae,Harleya,1,1717,34557
Asteraceae,Harmonia,5,1717,34557
Asteraceae,Harnackia,1,1717,34557
Asteraceae,Haroldia,1,1717,34557
Asteraceae,Hartwrightia,1,1717,34557
Asteraceae,Hasteola,2,1717,34557
Asteraceae,Hatschbachiella,2,1717,34557
Asteraceae,Hazardia,10,1717,34557
Asteraceae,Hebeclinium,28,1717,34557
Asteraceae,Hecastocleis,1,1717,34557
Asteraceae,Hedosyne,1,1717,34557
Asteraceae,Hedypnois,5,1717,34557
Asteraceae,Helenium,39,1717,34557
Asteraceae,Helianthella,10,1717,34557
Asteraceae,Helianthus,78,1717,34557
Asteraceae,Helichrysopsis,1,1717,34557
Asteraceae,Helichrysum,580,1717,34557
Asteraceae,Heliocauta,1,1717,34557
Asteraceae,Heliomeris,7,1717,34557
Asteraceae,Heliopsis,15,1717,34557
Asteraceae,Helminthotheca,10,1717,34557
Asteraceae,Helodeaster,3,1717,34557
Asteraceae,Helogyne,8,1717,34557
Asteraceae,Hemizonella,1,1717,34557
Asteraceae,Hemizonia,1,1717,34557
Asteraceae,Henricksonia,1,1717,34557
Asteraceae,Heptanthus,6,1717,34557
Asteraceae,Herderia,1,1717,34557
Asteraceae,Herodotia,1,1717,34557
Asteraceae,Herrickia,4,1717,34557
Asteraceae,Hertia,10,1717,34557
Asteraceae,Hesperevax,3,1717,34557
Asteraceae,Hesperomannia,4,1717,34557
Asteraceae,Heteracia,1,1717,34557
Asteraceae,Heteranthemis,2,1717,34557
Asteraceae,Heterocoma,1,1717,34557
Asteraceae,Heterocondylus,14,1717,34557
Asteraceae,Heterocypsela,1,1717,34557
Asteraceae,Heteroderis,1,1717,34557
Asteraceae,Heterolepis,4,1717,34557
Asteraceae,Heteromera,2,1717,34557
Asteraceae,Heteromma,3,1717,34557
Asteraceae,Heteropappus,12,1717,34557
Asteraceae,Heteroplexis,2,1717,34557
Asteraceae,Heterorhachis,2,1717,34557
Asteraceae,Heterosperma,8,1717,34557
Asteraceae,Heterotheca,28,1717,34557
Asteraceae,Hidalgoa,3,1717,34557
Asteraceae,Hieracium,3235,1717,34557
Asteraceae,Hilliardia,1,1717,34557
Asteraceae,Hilliardiella,11,1717,34557
Asteraceae,Himalaiella,14,1717,34557
Asteraceae,Hinterhubera,8,1717,34557
Asteraceae,Hippia,8,1717,34557
Asteraceae,Hippolytia,16,1717,34557
Asteraceae,Hirpicium,13,1717,34557
Asteraceae,Hispidella,1,1717,34557
Asteraceae,Hoehnephytum,3,1717,34557
Asteraceae,Hoffmanniella,1,1717,34557
Asteraceae,Hofmeisteria,12,1717,34557
Asteraceae,Holocarpha,4,1717,34557
Asteraceae,Holocheilus,7,1717,34557
Asteraceae,Hololeion,3,1717,34557
Asteraceae,Hololepis,2,1717,34557
Asteraceae,Holoschkuhria,2,1717,34557
Asteraceae,Holozonia,1,1717,34557
Asteraceae,Homogyne,2,1717,34557
Asteraceae,Hoplophyllum,2,1717,34557
Asteraceae,Huarpea,1,1717,34557
Asteraceae,Huberopappus,1,1717,34557
Asteraceae,Hubertia,22,1717,34557
Asteraceae,Hughesia,1,1717,34557
Asteraceae,Hullsia,1,1717,34557
Asteraceae,Hulsea,7,1717,34557
Asteraceae,Humbertacalia,8,1717,34557
Asteraceae,Humeocline,1,1717,34557
Asteraceae,Hyalis,2,1717,34557
Asteraceae,Hyalochlamys,1,1717,34557
Asteraceae,Hyaloseris,10,1717,34557
Asteraceae,Hyalosperma,9,1717,34557
Asteraceae,Hybridella,1,1717,34557
Asteraceae,Hydroidea,1,1717,34557
Asteraceae,Hydropectis,3,1717,34557
Asteraceae,Hymenolepis,7,1717,34557
Asteraceae,Hymenonema,3,1717,34557
Asteraceae,Hymenopappus,14,1717,34557
Asteraceae,Hymenostemma,1,1717,34557
Asteraceae,Hymenostephium,11,1717,34557
Asteraceae,Hymenothrix,12,1717,34557
Asteraceae,Hymenoxys,32,1717,34557
Asteraceae,Hyoseris,6,1717,34557
Asteraceae,Hypericophyllum,11,1717,34557
Asteraceae,Hypochaeris,68,1717,34557
Asteraceae,Hysterionica,13,1717,34557
Asteraceae,Hystrichophora,1,1717,34557
Asteraceae,Ianthopappus,1,1717,34557
Asteraceae,Ichthyothere,27,1717,34557
Asteraceae,Idiopappus,1,1717,34557
Asteraceae,Idiothamnus,4,1717,34557
Asteraceae,Ifloga,16,1717,34557
