family,genus,n_accepted_species_in_genus,n_genera_in_family,n_accepted_species_in_family
Araceae,Zomicarpella,2,143,4506
Araliaceae,Anakasia,1,47,1733
Araliaceae,Aralia,88,47,1733
Araliaceae,Astropanax,15,47,1733
Araliaceae,Astrotricha,20,47,1733
Araliaceae,Brassaiopsis,46,47,1733
Araliaceae,Cephalaralia,1,47,1733
Araliaceae,Cephalopanax,2,47,1733
Araliaceae,Cheirodendron,6,47,1733
Araliaceae,Chengiopanax,2,47,1733
Araliaceae,Crepinella,33,47,1733
Araliaceae,Cussonia,20,47,1733
Araliaceae,Dendropanax,96,47,1733
Araliaceae,Didymopanax,40,47,1733
Araliaceae,Eleutherococcus,29,47,1733
Araliaceae,Fatshedera,1,47,1733
Araliaceae,Fatsia,3,47,1733
Araliaceae,Frodinia,2,47,1733
Araliaceae,Gamblea,4,47,1733
Araliaceae,Harmsiopanax,3,47,1733
Araliaceae,Hedera,23,47,1733
Araliaceae,Heptapleurum,321,47,1733
Araliaceae,Heteropanax,9,47,1733
Araliaceae,Hydrocotyle,191,47,1733
Araliaceae,Kalopanax,1,47,1733
Araliaceae,Macropanax,18,47,1733
Araliaceae,Merrilliopanax,3,47,1733
Araliaceae,Meryta,30,47,1733
Araliaceae,Metapanax,2,47,1733
Araliaceae,Motherwellia,1,47,1733
Araliaceae,Neocussonia,16,47,1733
Araliaceae,Neopanax,5,47,1733
Araliaceae,Oplopanax,3,47,1733
Araliaceae,Oreopanax,148,47,1733
Araliaceae,Osmoxylon,61,47,1733
Araliaceae,Panax,24,47,1733
Araliaceae,Plerandra,33,47,1733
Araliaceae,Polyscias,182,47,1733
Araliaceae,Pseudopanax,7,47,1733
Araliaceae,Raukaua,8,47,1733
Araliaceae,Schefflera,14,47,1733
Araliaceae,Sciodaphyllum,148,47,1733
Araliaceae,Seemannaralia,1,47,1733
Araliaceae,Sinopanax,1,47,1733
Araliaceae,Tetrapanax,1,47,1733
Araliaceae,Trachymene,61,47,1733
Araliaceae,Trevesia,8,47,1733
Araliaceae,Woodburnia,1,47,1733
Araucariaceae,Agathis,17,3,38
Araucariaceae,Araucaria,20,3,38
Araucariaceae,Wollemia,1,3,38
Arecaceae,Acanthophoenix,3,186,2560
Arecaceae,Acoelorraphe,1,186,2560
Arecaceae,Acrocomia,8,186,2560
Arecaceae,Actinorhytis,1,186,2560
Arecaceae,Adonidia,2,186,2560
Arecaceae,Aiphanes,37,186,2560
Arecaceae,Allagoptera,6,186,2560
Arecaceae,Ammandra,1,186,2560
Arecaceae,Aphandra,1,186,2560
Arecaceae,Archontophoenix,6,186,2560
Arecaceae,Areca,45,186,2560
Arecaceae,Arenga,24,186,2560
Arecaceae,Asterogyne,5,186,2560
Arecaceae,Astrocaryum,39,186,2560
Arecaceae,Attalea,41,186,2560
Arecaceae,Bactris,82,186,2560
Arecaceae,Balaka,11,186,2560
Arecaceae,Barcella,1,186,2560
Arecaceae,Basselinia,16,186,2560
Arecaceae,Beccariophoenix,3,186,2560
Arecaceae,Bentinckia,2,186,2560
Arecaceae,Bismarckia,1,186,2560
Arecaceae,Borassodendron,2,186,2560
Arecaceae,Borassus,5,186,2560
Arecaceae,Brahea,11,186,2560
Arecaceae,Brassiophoenix,2,186,2560
Arecaceae,Burretiokentia,5,186,2560
Arecaceae,Butia,25,186,2560
Arecaceae,Butyagrus,3,186,2560
Arecaceae,Calamus,434,186,2560
Arecaceae,Calyptrocalyx,28,186,2560
Arecaceae,Calyptrogyne,18,186,2560
Arecaceae,Calyptronoma,3,186,2560
Arecaceae,Campecarpus,1,186,2560
Arecaceae,Carpentaria,1,186,2560
Arecaceae,Carpoxylon,1,186,2560
Arecaceae,Caryota,15,186,2560
Arecaceae,Ceroxylon,13,186,2560
Arecaceae,Chamaedorea,106,186,2560
Arecaceae,Chamaerops,1,186,2560
Arecaceae,Chambeyronia,9,186,2560
Arecaceae,Chelyocarpus,4,186,2560
Arecaceae,Chrysalidocarpus,59,186,2560
Arecaceae,Chuniophoenix,3,186,2560
Arecaceae,Clinosperma,4,186,2560
Arecaceae,Clinostigma,11,186,2560
Arecaceae,Coccothrinax,63,186,2560
Arecaceae,Cocos,1,186,2560
Arecaceae,Colpothrinax,4,186,2560
Arecaceae,Copernicia,29,186,2560
Arecaceae,Corypha,5,186,2560
Arecaceae,Cryosophila,10,186,2560
Arecaceae,Cyphokentia,2,186,2560
Arecaceae,Cyphophoenix,2,186,2560
Arecaceae,Cyphosperma,5,186,2560
Arecaceae,Cyrtostachys,7,186,2560
Arecaceae,Deckenia,1,186,2560
Arecaceae,Desmoncus,24,186,2560
Arecaceae,Dictyocaryum,3,186,2560
Arecaceae,Dictyosperma,1,186,2560
Arecaceae,Dransfieldia,1,186,2560
Arecaceae,Drymophloeus,3,186,2560
Arecaceae,Dypsis,108,186,2560
Arecaceae,Elaeis,2,186,2560
Arecaceae,Eleiodoxa,1,186,2560
Arecaceae,Eremospatha,11,186,2560
Arecaceae,Eugeissona,7,186,2560
Arecaceae,Euterpe,7,186,2560
Arecaceae,Gaussia,5,186,2560
Arecaceae,Geonoma,68,186,2560
Arecaceae,Guihaia,4,186,2560
Arecaceae,Hedyscepe,1,186,2560
Arecaceae,Hemithrinax,3,186,2560
Arecaceae,Heterospathe,38,186,2560
Arecaceae,Howea,2,186,2560
Arecaceae,Hydriastele,39,186,2560
Arecaceae,Hyophorbe,5,186,2560
Arecaceae,Hyospathe,6,186,2560
Arecaceae,Hyphaene,8,186,2560
Arecaceae,Iguanura,27,186,2560
Arecaceae,Iriartea,1,186,2560
Arecaceae,Iriartella,2,186,2560
Arecaceae,Itaya,1,186,2560
Arecaceae,Jailoloa,1,186,2560
Arecaceae,Johannesteijsmannia,4,186,2560
Arecaceae,Juania,1,186,2560
Arecaceae,Jubaea,1,186,2560
Arecaceae,Jubaeopsis,1,186,2560
Arecaceae,Kerriodoxa,1,186,2560
Arecaceae,Korthalsia,27,186,2560
Arecaceae,Laccospadix,1,186,2560
Arecaceae,Laccosperma,7,186,2560
Arecaceae,Lanonia,19,186,2560
Arecaceae,Latania,3,186,2560
Arecaceae,Lemurophoenix,2,186,2560
Arecaceae,Leopoldinia,3,186,2560
Arecaceae,Lepidocaryum,1,186,2560
Arecaceae,Lepidorrhachis,1,186,2560
Arecaceae,Leucothrinax,1,186,2560
Arecaceae,Licuala,151,186,2560
Arecaceae,Linospadix,6,186,2560
Arecaceae,Livistona,28,186,2560
Arecaceae,Lodoicea,1,186,2560
Arecaceae,Loxococcus,1,186,2560
Arecaceae,Manicaria,2,186,2560
Arecaceae,Manjekia,1,186,2560
Arecaceae,Marojejya,2,186,2560
Arecaceae,Masoala,3,186,2560
Arecaceae,Mauritia,2,186,2560
Arecaceae,Mauritiella,5,186,2560
Arecaceae,Maxburretia,3,186,2560
Arecaceae,Medemia,1,186,2560
Arecaceae,Metroxylon,5,186,2560
Arecaceae,Myrialepis,1,186,2560
Arecaceae,Nannorrhops,2,186,2560
Arecaceae,Nenga,5,186,2560
Arecaceae,Neonicholsonia,1,186,2560
Arecaceae,Neoveitchia,2,186,2560
Arecaceae,Nephrosperma,1,186,2560
Arecaceae,Normanbya,1,186,2560
Arecaceae,Nypa,1,186,2560
Arecaceae,Oenocarpus,10,186,2560
Arecaceae,Oncocalamus,4,186,2560
Arecaceae,Oncosperma,5,186,2560
Arecaceae,Orania,30,186,2560
Arecaceae,Oraniopsis,1,186,2560
Arecaceae,Parajubaea,3,186,2560
Arecaceae,Pelagodoxa,2,186,2560
Arecaceae,Phoenicophorium,1,186,2560
Arecaceae,Phoenix,16,186,2560
Arecaceae,Pholidocarpus,6,186,2560
Arecaceae,Pholidostachys,8,186,2560
Arecaceae,Physokentia,7,186,2560
Arecaceae,Phytelephas,4,186,2560
Arecaceae,Pigafetta,2,186,2560
Arecaceae,Pinanga,146,186,2560
Arecaceae,Plectocomia,14,186,2560
Arecaceae,Plectocomiopsis,7,186,2560
Arecaceae,Podococcus,2,186,2560
Arecaceae,Ponapea,4,186,2560
Arecaceae,Prestoea,10,186,2560
Arecaceae,Pritchardia,29,186,2560
Arecaceae,Pseudophoenix,4,186,2560
Arecaceae,Ptychococcus,2,186,2560
Arecaceae,Ptychosperma,24,186,2560
Arecaceae,Raphia,22,186,2560
Arecaceae,Ravenea,23,186,2560
Arecaceae,Reinhardtia,6,186,2560
Arecaceae,Rhapidophyllum,1,186,2560
Arecaceae,Rhapis,11,186,2560
Arecaceae,Rhopaloblaste,6,186,2560
Arecaceae,Rhopalostylis,3,186,2560
Arecaceae,Roscheria,1,186,2560
Arecaceae,Roystonea,10,186,2560
Arecaceae,Sabal,18,186,2560
Arecaceae,Sabinaria,1,186,2560
Arecaceae,Salacca,23,186,2560
Arecaceae,Saribus,10,186,2560
Arecaceae,Satakentia,1,186,2560
Arecaceae,Satranala,1,186,2560
Arecaceae,Schippia,1,186,2560
Arecaceae,Sclerosperma,3,186,2560
Arecaceae,Serenoa,1,186,2560
Arecaceae,Socratea,5,186,2560
Arecaceae,Sommieria,1,186,2560
Arecaceae,Syagrus,81,186,2560
Arecaceae,Synechanthus,3,186,2560
Arecaceae,Tahina,1,186,2560
Arecaceae,Tectiphiala,1,186,2560
Arecaceae,Thrinax,4,186,2560
Arecaceae,Trachycarpus,10,186,2560
Arecaceae,Trithrinax,3,186,2560
Arecaceae,Truongsonia,1,186,2560
Arecaceae,Veillonia,1,186,2560
Arecaceae,Veitchia,11,186,2560
Arecaceae,Verschaffeltia,1,186,2560
Arecaceae,Voanioala,1,186,2560
Arecaceae,Vonitra,10,186,2560
Arecaceae,Wallaceodoxa,1,186,2560
Arecaceae,Wallichia,8,186,2560
Arecaceae,Washingtonia,1,186,2560
Arecaceae,Welfia,2,186,2560
Arecaceae,Wendlandiella,1,186,2560
Arecaceae,Wettinia,22,186,2560
Arecaceae,Wodyetia,1,186,2560
Arecaceae,Zombia,1,186,2560
Argophyllaceae,Argophyllum,18,2,25
Argophyllaceae,Corokia,7,2,25
Aristolochiaceae,Aristolochia,556,8,757
Aristolochiaceae,Asarum,135,8,757
Aristolochiaceae,Euglypha,1,8,757
Aristolochiaceae,Hydnora,10,8,757
Aristolochiaceae,Lactoris,1,8,757
Aristolochiaceae,Prosopanche,7,8,757
Aristolochiaceae,Saruma,1,8,757
Aristolochiaceae,Thottea,46,8,757
Asparagaceae,Acanthocarpus,7,159,3362
Asparagaceae,Agave,275,159,3362
Asparagaceae,Albuca,133,159,3362
Asparagaceae,Alrawia,2,159,3362
Asparagaceae,Androstephium,2,159,3362
Asparagaceae,Anemarrhena,1,159,3362
Asparagaceae,Anthericum,9,159,3362
Asparagaceae,Aphyllanthes,1,159,3362
Asparagaceae,Arthropodium,9,159,3362
Asparagaceae,Asparagus,217,159,3362
Asparagaceae,Aspidistra,147,159,3362
Asparagaceae,Aulostemon,1,159,3362
Asparagaceae,Austronea,22,159,3362
Asparagaceae,Avonsera,1,159,3362
Asparagaceae,Barnardia,2,159,3362
Asparagaceae,Battandiera,9,159,3362
Asparagaceae,Beaucarnea,12,159,3362
Asparagaceae,Behnia,1,159,3362
Asparagaceae,Bellevalia,74,159,3362
Asparagaceae,Beschorneria,8,159,3362
Asparagaceae,Bessera,3,159,3362
Asparagaceae,Bloomeria,3,159,3362
Asparagaceae,Boosia,11,159,3362
Asparagaceae,Bowiea,2,159,3362
Asparagaceae,Brimeura,3,159,3362
Asparagaceae,Brodiaea,19,159,3362
Asparagaceae,Camassia,6,159,3362
Asparagaceae,Cathissa,4,159,3362
Asparagaceae,Chamaexeros,4,159,3362
Asparagaceae,Chlorogalum,3,159,3362
Asparagaceae,Chlorophytum,196,159,3362
Asparagaceae,Clara,3,159,3362
Asparagaceae,Coilonox,29,159,3362
Asparagaceae,Comospermum,1,159,3362
Asparagaceae,Convallaria,4,159,3362
Asparagaceae,Cordyline,26,159,3362
Asparagaceae,Danae,1,159,3362
Asparagaceae,Dandya,4,159,3362
Asparagaceae,Dasylirion,23,159,3362
Asparagaceae,Daubenya,8,159,3362
Asparagaceae,Diamena,1,159,3362
Asparagaceae,Dichelostemma,6,159,3362
Asparagaceae,Dichopogon,5,159,3362
Asparagaceae,Diora,1,159,3362
Asparagaceae,Dipcadi,43,159,3362
Asparagaceae,Disporopsis,10,159,3362
Asparagaceae,Diuranthera,4,159,3362
Asparagaceae,Dracaena,177,159,3362
Asparagaceae,Drimia,18,159,3362
Asparagaceae,Drimiopsis,14,159,3362
Asparagaceae,Ebertia,2,159,3362
Asparagaceae,Echeandia,83,159,3362
Asparagaceae,Eliokarmos,34,159,3362
Asparagaceae,Elsiea,1,159,3362
Asparagaceae,Eremocrinum,1,159,3362
Asparagaceae,Eriospermum,119,159,3362
Asparagaceae,Ethesia,5,159,3362
Asparagaceae,Eucomis,13,159,3362
Asparagaceae,Eustrephus,1,159,3362
Asparagaceae,Fessia,11,159,3362
Asparagaceae,Furcraea,25,159,3362
Asparagaceae,Fusifilum,17,159,3362
Asparagaceae,Galtonia,6,159,3362
Asparagaceae,Geschollia,9,159,3362
Asparagaceae,Hagenbachia,6,159,3362
Asparagaceae,Hastingsia,4,159,3362
Asparagaceae,Hemiphylacus,5,159,3362
Asparagaceae,Herreria,8,159,3362
Asparagaceae,Herreriopsis,1,159,3362
Asparagaceae,Hesperaloe,8,159,3362
Asparagaceae,Hesperocallis,1,159,3362
Asparagaceae,Hesperoyucca,2,159,3362
Asparagaceae,Heteropolygonatum,10,159,3362
Asparagaceae,Honorius,6,159,3362
Asparagaceae,Hooveria,2,159,3362
Asparagaceae,Hosta,22,159,3362
Asparagaceae,Hyacinthella,17,159,3362
Asparagaceae,Hyacinthoides,13,159,3362
Asparagaceae,Hyacinthus,4,159,3362
Asparagaceae,Igidia,1,159,3362
Asparagaceae,Indurgia,10,159,3362
Asparagaceae,Iosanthus,4,159,3362
Asparagaceae,Jaimehintonia,1,159,3362
Asparagaceae,Lachenalia,135,159,3362
Asparagaceae,Laxmannia,15,159,3362
Asparagaceae,Ledebouria,61,159,3362
Asparagaceae,Ledurgia,1,159,3362
Asparagaceae,Leucocrinum,1,159,3362
Asparagaceae,Liriope,7,159,3362
Asparagaceae,Litanthus,2,159,3362
Asparagaceae,Lomandra,53,159,3362
Asparagaceae,Loncomelos,35,159,3362
Asparagaceae,Maianthemum,40,159,3362
Asparagaceae,Massonia,29,159,3362
Asparagaceae,Melomphis,3,159,3362
Asparagaceae,Merwilla,3,159,3362
Asparagaceae,Milla,11,159,3362
Asparagaceae,Mucinaea,1,159,3362
Asparagaceae,Muilla,4,159,3362
Asparagaceae,Muscari,83,159,3362
Asparagaceae,Namophila,1,159,3362
Asparagaceae,Neopatersonia,4,159,3362
Asparagaceae,Nicipe,48,159,3362
Asparagaceae,Nolina,30,159,3362
Asparagaceae,Ophiopogon,77,159,3362
Asparagaceae,Ornithogalum,98,159,3362
Asparagaceae,Oziroe,5,159,3362
Asparagaceae,Paradisea,2,159,3362
Asparagaceae,Peliosanthes,38,159,3362
Asparagaceae,Petronymphe,2,159,3362
Asparagaceae,Polygonatum,80,159,3362
Asparagaceae,Prospero,18,159,3362
Asparagaceae,Pseudogaltonia,2,159,3362
Asparagaceae,Pseudoprospero,1,159,3362
Asparagaceae,Puschkinia,3,159,3362
Asparagaceae,Reineckea,1,159,3362
Asparagaceae,Resnova,6,159,3362
Asparagaceae,Rhadamanthopsis,5,159,3362
Asparagaceae,Rhadamanthus,12,159,3362
Asparagaceae,Rhodocodon,19,159,3362
Asparagaceae,Rohdea,19,159,3362
Asparagaceae,Romnalda,4,159,3362
Asparagaceae,Ruscus,7,159,3362
Asparagaceae,Sagittanthera,1,159,3362
Asparagaceae,Schizobasis,12,159,3362
Asparagaceae,Schizocarphus,1,159,3362
Asparagaceae,Schoenolirion,3,159,3362
Asparagaceae,Scilla,89,159,3362
Asparagaceae,Sekanama,4,159,3362
Asparagaceae,Semele,3,159,3362
Asparagaceae,Sowerbaea,5,159,3362
Asparagaceae,Speirantha,1,159,3362
Asparagaceae,Spetaea,1,159,3362
Asparagaceae,Spirophyllos,1,159,3362
Asparagaceae,Squilla,12,159,3362
Asparagaceae,Stellarioides,14,159,3362
Asparagaceae,Striatula,2,159,3362
Asparagaceae,Tenicroa,12,159,3362
Asparagaceae,Theropogon,1,159,3362
Asparagaceae,Thuranthos,8,159,3362
Asparagaceae,Thysanotus,53,159,3362
Asparagaceae,Triandra,1,159,3362
Asparagaceae,Trichopetalum,2,159,3362
Asparagaceae,Trihesperus,2,159,3362
Asparagaceae,Trimelopter,13,159,3362
Asparagaceae,Triteleia,18,159,3362
Asparagaceae,Triteleiopsis,1,159,3362
Asparagaceae,Tupistra,26,159,3362
Asparagaceae,Urginavia,16,159,3362
Asparagaceae,Urginea,4,159,3362
Asparagaceae,Urgineopsis,7,159,3362
Asparagaceae,Veltheimia,2,159,3362
Asparagaceae,Vera-duthiea,6,159,3362
Asparagaceae,Whiteheadia,1,159,3362
Asparagaceae,Xerolirion,1,159,3362
Asparagaceae,Yucca,51,159,3362
Asparagaceae,Zagrosia,1,159,3362
Asparagaceae,Zingela,1,159,3362
Asparagaceae,Zulusia,3,159,3362
Asphodelaceae,Agrostocrinum,2,48,1295
Asphodelaceae,Aloe,625,48,1295
Asphodelaceae,Aloestrela,1,48,1295
Asphodelaceae,Aloiampelos,7,48,1295
Asphodelaceae,Aloidendron,6,48,1295
Asphodelaceae,Alonialoe,1,48,1295
Asphodelaceae,Aristaloe,1,48,1295
Asphodelaceae,Aristeria,4,48,1295
Asphodelaceae,Arnocrinum,3,48,1295
Asphodelaceae,Asphodeline,17,48,1295
Asphodelaceae,Asphodelus,18,48,1295
Asphodelaceae,Astrolista,1,48,1295
Asphodelaceae,Astroloba,11,48,1295
Asphodelaceae,Astroworthia,1,48,1295
Asphodelaceae,Bulbine,84,48,1295
Asphodelaceae,Bulbinella,25,48,1295
Asphodelaceae,Caesia,13,48,1295
Asphodelaceae,Chamaescilla,3,48,1295
Asphodelaceae,Corynotheca,6,48,1295
Asphodelaceae,Dianella,40,48,1295
Asphodelaceae,Eremurus,64,48,1295
Asphodelaceae,Excremis,1,48,1295
Asphodelaceae,Gasteraloe,8,48,1295
Asphodelaceae,Gasterhaworthia,4,48,1295
Asphodelaceae,Gasteria,31,48,1295
Asphodelaceae,Gastonialoe,5,48,1295
Asphodelaceae,Geitonoplesium,2,48,1295
Asphodelaceae,Gonialoe,4,48,1295
Asphodelaceae,Gonimara,1,48,1295
Asphodelaceae,Haworthia,57,48,1295
Asphodelaceae,Haworthiopsis,34,48,1295
Asphodelaceae,Hemerocallis,18,48,1295
Asphodelaceae,Hensmania,3,48,1295
Asphodelaceae,Herpolirion,1,48,1295
Asphodelaceae,Hodgsoniola,1,48,1295
Asphodelaceae,Johnsonia,5,48,1295
Asphodelaceae,Kniphofia,73,48,1295
Asphodelaceae,Kumara,2,48,1295
Asphodelaceae,Pasithea,1,48,1295
Asphodelaceae,Phormium,2,48,1295
Asphodelaceae,Simethis,1,48,1295
Asphodelaceae,Stawellia,2,48,1295
Asphodelaceae,Stypandra,2,48,1295
Asphodelaceae,Thelionema,3,48,1295
Asphodelaceae,Trachyandra,59,48,1295
Asphodelaceae,Tricoryne,10,48,1295
Asphodelaceae,Tulista,4,48,1295
Asphodelaceae,Xanthorrhoea,28,48,1295
Aspleniaceae,Asplenium,957,2,1028
Aspleniaceae,Hymenasplenium,71,2,1028
Asteliaceae,Astelia,31,3,37
Asteliaceae,Milligania,5,3,37
Asteliaceae,Neoastelia,1,3,37
Asteraceae,Aaronsohnia,2,1717,34557
Asteraceae,Abrotanella,18,1717,34557
Asteraceae,Acamptopappus,2,1717,34557
Asteraceae,Acanthocephalus,2,1717,34557
Asteraceae,Acanthocladium,1,1717,34557
Asteraceae,Acanthodesmos,1,1717,34557
Asteraceae,Acanthospermum,6,1717,34557
Asteraceae,Acanthostyles,2,1717,34557
Asteraceae,Achillea,154,1717,34557
Asteraceae,Achnophora,1,1717,34557
Asteraceae,Achnopogon,2,1717,34557
Asteraceae,Achyrachaena,1,1717,34557
Asteraceae,Achyranthemum,7,1717,34557
Asteraceae,Achyrocline,47,1717,34557
Asteraceae,Achyropappus,3,1717,34557
Asteraceae,Acilepidopsis,1,1717,34557
Asteraceae,Acilepis,33,1717,34557
Asteraceae,Acmella,30,1717,34557
Asteraceae,Acomis,4,1717,34557
Asteraceae,Acourtia,82,1717,34557
Asteraceae,Acrisione,1,1717,34557
Asteraceae,Acritopappus,16,1717,34557
Asteraceae,Actinobole,5,1717,34557
Asteraceae,Acunniana,1,1717,34557
Asteraceae,Adeia,2,1717,34557
Asteraceae,Adelostigma,2,1717,34557
Asteraceae,Adenanthellum,1,1717,34557
Asteraceae,Adenocaulon,5,1717,34557
Asteraceae,Adenocritonia,3,1717,34557
Asteraceae,Adenoglossa,1,1717,34557
Asteraceae,Adenoon,1,1717,34557
Asteraceae,Adenophyllum,10,1717,34557
Asteraceae,Adenostemma,30,1717,34557
Asteraceae,Adenostyles,8,1717,34557
Asteraceae,Adenothamnus,1,1717,34557
Asteraceae,Adiaphila,1,1717,34557
Asteraceae,Aedesia,3,1717,34557
Asteraceae,Aequatorium,19,1717,34557
Asteraceae,Aetheolaena,2,1717,34557
Asteraceae,Afroaster,18,1717,34557
Asteraceae,Ageratella,2,1717,34557
Asteraceae,Ageratina,336,1717,34557
Asteraceae,Ageratinastrum,6,1717,34557
Asteraceae,Ageratum,54,1717,34557
Asteraceae,Agnorhiza,5,1717,34557
Asteraceae,Agoseris,14,1717,34557
Asteraceae,Agrianthus,8,1717,34557
Asteraceae,Ainsliaea,70,1717,34557
Asteraceae,Ajania,35,1717,34557
Asteraceae,Ajaniopsis,1,1717,34557
Asteraceae,Akeassia,1,1717,34557
Asteraceae,Alatoseta,1,1717,34557
Asteraceae,Albertinia,1,1717,34557
Asteraceae,Aldama,46,1717,34557
Asteraceae,Alepidocline,6,1717,34557
Asteraceae,Alfredia,8,1717,34557
Asteraceae,Allagopappus,2,1717,34557
Asteraceae,Allardia,9,1717,34557
Asteraceae,Allocephalus,1,1717,34557
Asteraceae,Alloispermum,17,1717,34557
Asteraceae,Allopterigeron,1,1717,34557
Asteraceae,Almutaster,1,1717,34557
Asteraceae,Alomia,5,1717,34557
Asteraceae,Alomiella,2,1717,34557
Asteraceae,Alvordia,2,1717,34557
Asteraceae,Amauria,4,1717,34557
Asteraceae,Ambassa,1,1717,34557
Asteraceae,Amberboa,10,1717,34557
Asteraceae,Amblyocarpum,1,1717,34557
Asteraceae,Amblyolepis,1,1717,34557
Asteraceae,Amblyopappus,1,1717,34557
Asteraceae,Amblysperma,1,1717,34557
Asteraceae,Amboroa,2,1717,34557
Asteraceae,Ambrosia,53,1717,34557
Asteraceae,Ameghinoa,1,1717,34557
Asteraceae,Amellus,12,1717,34557
Asteraceae,Ammobium,2,1717,34557
Asteraceae,Amolinia,1,1717,34557
Asteraceae,Ampelaster,1,1717,34557
Asteraceae,Amphiachyris,1,1717,34557
Asteraceae,Amphiglossa,11,1717,34557
Asteraceae,Amphipappus,1,1717,34557
Asteraceae,Amphoricarpos,5,1717,34557
Asteraceae,Anacyclus,12,1717,34557
Asteraceae,Ananthura,1,1717,34557
Asteraceae,Anaphalioides,8,1717,34557
Asteraceae,Anaphalis,119,1717,34557
Asteraceae,Anastraphia,12,1717,34557
Asteraceae,Anaxeton,10,1717,34557
Asteraceae,Ancathia,1,1717,34557
Asteraceae,Ancistrocarphus,2,1717,34557
Asteraceae,Anderbergia,6,1717,34557
Asteraceae,Andryala,29,1717,34557
Asteraceae,Anemocarpa,3,1717,34557
Asteraceae,Angeldiazia,1,1717,34557
Asteraceae,Angianthus,21,1717,34557
Asteraceae,Anisocarpus,2,1717,34557
Asteraceae,Anisochaeta,1,1717,34557
Asteraceae,Anisocoma,1,1717,34557
Asteraceae,Anisopappus,39,1717,34557
Asteraceae,Antennaria,60,1717,34557
Asteraceae,Anteremanthus,1,1717,34557
Asteraceae,Anthematricaria,1,1717,34557
Asteraceae,Anthemimatricaria,3,1717,34557
Asteraceae,Anthemis,183,1717,34557
Asteraceae,Antillanthus,4,1717,34557
Asteraceae,Antillia,1,1717,34557
Asteraceae,Antiphiona,2,1717,34557
Asteraceae,Anvillea,2,1717,34557
Asteraceae,Apalochlamys,1,1717,34557
Asteraceae,Aphanactis,11,1717,34557
Asteraceae,Aphanostephus,8,1717,34557
Asteraceae,Aphyllocladus,5,1717,34557
Asteraceae,Apodocephala,9,1717,34557
Asteraceae,Apopyros,3,1717,34557
Asteraceae,Aposeris,1,1717,34557
Asteraceae,Apostates,1,1717,34557
Asteraceae,Apowollastonia,2,1717,34557
Asteraceae,Aquilula,1,1717,34557
Asteraceae,Arbelaezaster,1,1717,34557
Asteraceae,Archibaccharis,38,1717,34557
Asteraceae,Arctanthemum,2,1717,34557
Asteraceae,Arctium,30,1717,34557
Asteraceae,Arctogeron,1,1717,34557
Asteraceae,Arctotheca,5,1717,34557
Asteraceae,Arctotis,75,1717,34557
Asteraceae,Argentipallium,5,1717,34557
Asteraceae,Argyranthemum,25,1717,34557
Asteraceae,Argyrautia,1,1717,34557
Asteraceae,Argyroglottis,1,1717,34557
Asteraceae,Argyrotegium,4,1717,34557
Asteraceae,Argyroxiphium,5,1717,34557
Asteraceae,Aristeguietia,20,1717,34557
Asteraceae,Arnaldoa,4,1717,34557
Asteraceae,Arnica,33,1717,34557
Asteraceae,Arnicastrum,2,1717,34557
Asteraceae,Arnoglossum,8,1717,34557
Asteraceae,Arnoseris,1,1717,34557
Asteraceae,Arrhenechthites,8,1717,34557
Asteraceae,Arrojadocharis,2,1717,34557
Asteraceae,Arrowsmithia,12,1717,34557
Asteraceae,Artemisia,522,1717,34557
Asteraceae,Artemisiella,1,1717,34557
Asteraceae,Artemisiopsis,1,1717,34557
Asteraceae,Asanthus,3,1717,34557
Asteraceae,Ascidiogyne,2,1717,34557
Asteraceae,Askellia,11,1717,34557
Asteraceae,Aspilia,106,1717,34557
Asteraceae,Asplundianthus,11,1717,34557
Asteraceae,Astartoseris,1,1717,34557
Asteraceae,Aster,254,1717,34557
Asteraceae,Asteridea,10,1717,34557
Asteraceae,Asteriscus,9,1717,34557
Asteraceae,Asteropsis,1,1717,34557
Asteraceae,Asterothamnus,7,1717,34557
Asteraceae,Astranthium,12,1717,34557
Asteraceae,Athanasia,39,1717,34557
Asteraceae,Athrixia,15,1717,34557
Asteraceae,Athroisma,12,1717,34557
Asteraceae,Atractylis,31,1717,34557
Asteraceae,Atractylodes,8,1717,34557
Asteraceae,Atrichantha,1,1717,34557
Asteraceae,Atrichoseris,1,1717,34557
Asteraceae,Austrobrickellia,3,1717,34557
Asteraceae,Austrocritonia,4,1717,34557
Asteraceae,Austroeupatorium,17,1717,34557
Asteraceae,Austroliabum,1,1717,34557
Asteraceae,Austrosynotis,1,1717,34557
Asteraceae,Avellara,1,1717,34557
Asteraceae,Axiniphyllum,6,1717,34557
Asteraceae,Ayapana,17,1717,34557
Asteraceae,Ayapanopsis,20,1717,34557
Asteraceae,Aylacophora,1,1717,34557
Asteraceae,Aynia,1,1717,34557
Asteraceae,Aztecaster,2,1717,34557
Asteraceae,Baccharis,480,1717,34557
Asteraceae,Baccharoides,25,1717,34557
Asteraceae,Badilloa,11,1717,34557
Asteraceae,Baeriopsis,1,1717,34557
Asteraceae,Bafutia,1,1717,34557
Asteraceae,Bahia,1,1717,34557
Asteraceae,Bahianthus,1,1717,34557
Asteraceae,Bahiopsis,9,1717,34557
Asteraceae,Baileya,3,1717,34557
Asteraceae,Bajacalia,2,1717,34557
Asteraceae,Balduina,3,1717,34557
Asteraceae,Balladonia,2,1717,34557
Asteraceae,Balsamorhiza,15,1717,34557
