AccNoFull,ItemAccNoFull,GenusSpecies,Genus,ItemLocationCode,LocationName,ManagedBy,LocationCoordY,LocationCoordX,LifeForm,ProvenanceCode,LocationCoordLatDD,LocationCoordLongDD,LocComment,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,TaxonName,TaxonNameFull,ClimateRating_current,ClimateRating_emissions-limited_2050,ClimateRating_business-as-usual_2090,ClimateRating_bau-plus-1-degree_2090,Family
1995-0815,1995-0815.09,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1310 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0816,1995-0816.05,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0816,1995-0816.06,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0816,1995-0816.07,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0816,1995-0816.08,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0816,1995-0816.09,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0816,1995-0816.10,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0816,1995-0816.11,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0816,1995-0816.12,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0816,1995-0816.13,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.02,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.03,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.04,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.05,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.06,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.07,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.08,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.09,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.10,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.11,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0826,1995-0826.12,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village., 1360 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0828,1995-0828.01,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1340 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0828,1995-0828.04,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1340 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0828,1995-0828.05,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1340 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0828,1995-0828.06,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1340 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0828,1995-0828.07,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1340 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0828,1995-0828.08,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1340 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0828,1995-0828.09,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1340 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0828,1995-0828.10,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1340 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
2000-0632,2000-0632.01,Rhododendron longipes,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,southern Sichuan,"CHN: Sichuan Province, southern Sichuan",Rhododendron longipes,Rhododendron longipes Rehder & E.H.Wilson,9,8,11,11,Ericaceae
2000-0631,2000-0631.01,Rhododendron ochraceum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,southern Sichuan,"CHN: Sichuan Province, southern Sichuan",Rhododendron ochraceum,Rhododendron ochraceum Rehder & E.H.Wilson,9,9,11,11,Ericaceae
2000-0631,2000-0631.02,Rhododendron ochraceum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,southern Sichuan,"CHN: Sichuan Province, southern Sichuan",Rhododendron ochraceum,Rhododendron ochraceum Rehder & E.H.Wilson,9,9,11,11,Ericaceae
