AccNoFull,ItemAccNoFull,GenusSpecies,Genus,ItemLocationCode,LocationName,ManagedBy,LocationCoordY,LocationCoordX,LifeForm,ProvenanceCode,LocationCoordLatDD,LocationCoordLongDD,LocComment,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,TaxonName,TaxonNameFull,ClimateRating_current,ClimateRating_emissions-limited_2050,ClimateRating_business-as-usual_2090,ClimateRating_bau-plus-1-degree_2090,Family
1998-0862,1998-0862.02,Rhododendron hirtipes,Rhododendron,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Shrub,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Gyala to Namche Barwa, top point of ridge","CHN: Xizang (Tibet), Gyala to Namche Barwa, top point of ridge, 3600 - 4065 m",Rhododendron hirtipes,Rhododendron hirtipes Tagg,9,3,2,2,Ericaceae
2018-0560,2018-0560.02,Rhododendron sp.,Rhododendron,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Shrub or Tree,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Mengshan,"CHN: Hunan Province, Mengshan, 1829 m",Rhododendron sp.,Rhododendron sp.,,,,,Ericaceae
2015-0035,2015-0035.02,Rhododendron venator,Rhododendron,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Shrub,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"no data, location assumed","CHN: Xizang (Tibet), no data, location assumed",Rhododendron venator,Rhododendron venator Tagg,9,9,6,6,Ericaceae
2015-0035,2015-0035.04,Rhododendron venator,Rhododendron,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Shrub,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"no data, location assumed","CHN: Xizang (Tibet), no data, location assumed",Rhododendron venator,Rhododendron venator Tagg,9,9,6,6,Ericaceae
2001-0601,2001-0601.01,Styrax perkinsiae,Styrax,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Shrub or Tree,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Gongshan, Qiqi","CHN: Yunnan Province, Gongshan, Qiqi, 2600 m",Styrax perkinsiae,Styrax perkinsiae Rehder,11,11,11,11,Styracaceae
2001-0601,2001-0601.08,Styrax perkinsiae,Styrax,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Shrub or Tree,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Gongshan, Qiqi","CHN: Yunnan Province, Gongshan, Qiqi, 2600 m",Styrax perkinsiae,Styrax perkinsiae Rehder,11,11,11,11,Styracaceae
2001-0601,2001-0601.09,Styrax perkinsiae,Styrax,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Shrub or Tree,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Gongshan, Qiqi","CHN: Yunnan Province, Gongshan, Qiqi, 2600 m",Styrax perkinsiae,Styrax perkinsiae Rehder,11,11,11,11,Styracaceae
1990-0495,1990-0495.03,Taiwania cryptomerioides,Taiwania,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Tree,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,Vulnerable,,,Tachien,"TWN: Tachien, 2200 m",Taiwania cryptomerioides,Taiwania cryptomerioides Hayata,9,11,11,11,Cupressaceae
1990-0495,1990-0495.04,Taiwania cryptomerioides,Taiwania,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Tree,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,Vulnerable,,,Tachien,"TWN: Tachien, 2200 m",Taiwania cryptomerioides,Taiwania cryptomerioides Hayata,9,11,11,11,Cupressaceae
1990-0495,1990-0495.05,Taiwania cryptomerioides,Taiwania,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Tree,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,Vulnerable,,,Tachien,"TWN: Tachien, 2200 m",Taiwania cryptomerioides,Taiwania cryptomerioides Hayata,9,11,11,11,Cupressaceae
1990-0495,1990-0495.06,Taiwania cryptomerioides,Taiwania,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Tree,W,49.250721,-123.246064,Original locality is batch imported on 2019 Aug 16;,Planting,Vulnerable,,,Tachien,"TWN: Tachien, 2200 m",Taiwania cryptomerioides,Taiwania cryptomerioides Hayata,9,11,11,11,Cupressaceae
2016-0421,2016-0421.88,Thuja plicata,Thuja,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Tree,W,49.250721,-123.246064,,Flora (On-Site Origin),Least concern,,Yellow-listed British Columbia,,,Thuja plicata,Thuja plicata Donn ex D.Don,11,9,6,6,Cupressaceae
2016-0421,2016-0421.89,Thuja plicata,Thuja,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Tree,W,49.250721,-123.246064,,Flora (On-Site Origin),Least concern,,Yellow-listed British Columbia,,,Thuja plicata,Thuja plicata Donn ex D.Don,11,9,6,6,Cupressaceae
2016-0421,2016-0421.90,Thuja plicata,Thuja,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Tree,W,49.250721,-123.246064,,Flora (On-Site Origin),Least concern,,Yellow-listed British Columbia,,,Thuja plicata,Thuja plicata Donn ex D.Don,11,9,6,6,Cupressaceae
2016-0421,2016-0421.91,Thuja plicata,Thuja,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Tree,W,49.250721,-123.246064,,Flora (On-Site Origin),Least concern,,Yellow-listed British Columbia,,,Thuja plicata,Thuja plicata Donn ex D.Don,11,9,6,6,Cupressaceae
2016-0421,2016-0421.92,Thuja plicata,Thuja,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Tree,W,49.250721,-123.246064,,Flora (On-Site Origin),Least concern,,Yellow-listed British Columbia,,,Thuja plicata,Thuja plicata Donn ex D.Don,11,9,6,6,Cupressaceae
2018-0569,2018-0569.01,Zanthoxylum dissitum,Zanthoxylum,3AGB,Asian Garden,Andy Hill,-123.2460636,49.25072079,Climber_Liana_Vine,G,49.250721,-123.246064,,Planting,,,,,,Zanthoxylum dissitum,Zanthoxylum dissitum Hemsl. ex F.B.Forbes & Hemsl.,6,6,9,11,Rutaceae
1986-0567,1986-0567.01,Aria keissleri,Aria,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Tree,G,49.251302,-123.248108,,Planting,,,,,,Aria keissleri,Aria keissleri (C.K.Schneid.) H.Ohashi & Iketani,,,,,Rosaceae
2002-0313,2002-0313.03,Cornus macrophylla,Cornus,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub or Tree,W,49.251302,-123.248108,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Track along Dulong Jiang north of Kongdang,"CHN: Yunnan Province, Track along Dulong Jiang north of Kongdang, 1850 m, 28°4.017' N | 98°20.002' E",Cornus macrophylla,Cornus macrophylla Wall.,9,11,11,11,Cornaceae
1983-0498,1983-0498.08,Lonicera ligustrina,Lonicera,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,G,49.251302,-123.248108,,Planting,,,,,,Lonicera ligustrina var. pileata ‘Maigrün’,Lonicera ligustrina var. pileata ‘Maigrün’,11,11,11,11,Caprifoliaceae
2024-0257,2024-0257.01,Podocarpus pilgeri,Podocarpus,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,G,49.251302,-123.248108,,Planting,Least concern,,,,,Podocarpus pilgeri,Podocarpus pilgeri Foxw.,,,,,Podocarpaceae
2010-0473,2010-0473.01,Rhododendron auriculatum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,U,49.251302,-123.248108,,Planting,,,,,,Rhododendron auriculatum,Rhododendron auriculatum Hemsl.,9,8,11,11,Ericaceae
1982-1439,1982-1439.01,Rhododendron calophytum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,G,49.251302,-123.248108,,Planting,,,,,,Rhododendron calophytum var. calophytum,Rhododendron calophytum Franch. var. calophytum,9,11,11,11,Ericaceae
1975-0896,1975-0896.01,Rhododendron decorum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,G,49.251302,-123.248108,,Planting,,,,,,Rhododendron decorum subsp. diaprepes 'Gargantua',Rhododendron decorum Franch subsp. diaprepes (Balf.f. & W.W.Sm.) T.L.Ming 'Gargantua',11,11,11,11,Ericaceae
1982-1030,1982-1030.01,Rhododendron degronianum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub or Tree,G,49.251302,-123.248108,,Planting,,,,,,Rhododendron degronianum subsp. heptamerum,Rhododendron degronianum Carrière subsp. heptamerum,9,6,5,5,Ericaceae
2010-0445,2010-0445.01,Rhododendron falconeri,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Tree,U,49.251302,-123.248108,,Planting,,,,,,Rhododendron falconeri,Rhododendron falconeri Hook.f.,11,6,3,3,Ericaceae
1989-0542,1989-0542.02,Rhododendron kesangiae,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,W,49.251302,-123.248108,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Thrumsing La,"BTN: Thrumsing La, 3475 m",Rhododendron kesangiae,Rhododendron kesangiae D.G.Long & Rushforth,11,6,3,2,Ericaceae
1989-0542,1989-0542.04,Rhododendron kesangiae,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,W,49.251302,-123.248108,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Thrumsing La,"BTN: Thrumsing La, 3475 m",Rhododendron kesangiae,Rhododendron kesangiae D.G.Long & Rushforth,11,6,3,2,Ericaceae
1993-0431,1993-0431.01,Rhododendron pingianum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,W,49.251302,-123.248108,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Muli,"CHN: Sichuan Province, Muli, 2800 m",Rhododendron pingianum,Rhododendron pingianum Fang,9,8,11,11,Ericaceae
1993-0431,1993-0431.02,Rhododendron pingianum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,W,49.251302,-123.248108,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Muli,"CHN: Sichuan Province, Muli, 2800 m",Rhododendron pingianum,Rhododendron pingianum Fang,9,8,11,11,Ericaceae
1993-0431,1993-0431.03,Rhododendron pingianum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,W,49.251302,-123.248108,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Muli,"CHN: Sichuan Province, Muli, 2800 m",Rhododendron pingianum,Rhododendron pingianum Fang,9,8,11,11,Ericaceae
1993-0431,1993-0431.04,Rhododendron pingianum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,W,49.251302,-123.248108,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Muli,"CHN: Sichuan Province, Muli, 2800 m",Rhododendron pingianum,Rhododendron pingianum Fang,9,8,11,11,Ericaceae
1993-0431,1993-0431.05,Rhododendron pingianum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,W,49.251302,-123.248108,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Muli,"CHN: Sichuan Province, Muli, 2800 m",Rhododendron pingianum,Rhododendron pingianum Fang,9,8,11,11,Ericaceae
1993-0431,1993-0431.06,Rhododendron pingianum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,W,49.251302,-123.248108,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Muli,"CHN: Sichuan Province, Muli, 2800 m",Rhododendron pingianum,Rhododendron pingianum Fang,9,8,11,11,Ericaceae
1976-0459,1976-0459.02,Rhododendron rex,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Tree,G,49.251302,-123.248108,,Planting,,,,,,Rhododendron rex subsp. fictolacteum,Rhododendron rex Lév. subsp. fictolacteum (Balf.f.) D.F.Chamb.,11,11,11,11,Ericaceae
1981-0126,1981-0126.01,Rhododendron vernicosum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,G,49.251302,-123.248108,,Planting,,,,,,Rhododendron vernicosum 'Loch Eck',Rhododendron vernicosum Franch. 'Loch Eck',11,11,11,8,Ericaceae
1991-0363,1991-0363.02,Rhododendron watsonii,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub or Tree,W,49.251302,-123.248108,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Erlangshan ridge,"CHN: Sichuan Province, Erlangshan ridge, 3200 m",Rhododendron watsonii,Rhododendron watsonii Hemsl. & E.H.Wilson,11,11,11,8,Ericaceae
1982-1014,1982-1014.01,Rhododendron yakushimanum,Rhododendron,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,G,49.251302,-123.248108,,Planting,,,,,,Rhododendron yakushimanum,Rhododendron yakushimanum Nakai,9,11,11,11,Ericaceae
1979-0312,1979-0312.01,Rubus bambusarum,Rubus,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,G,49.251302,-123.248108,,Planting,,,,,,Rubus bambusarum,Rubus bambusarum Focke,9,9,11,11,Rosaceae
2023-0179,2023-0179.01,Rubus ichangensis,Rubus,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Shrub,U,49.251302,-123.248108,,Planting,,,,,,Rubus ichangensis,Rubus ichangensis Hemsl. & Kuntze,9,9,8,11,Rosaceae
2016-0421,2016-0421.190,Thuja plicata,Thuja,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Tree,W,49.251302,-123.248108,,Flora (On-Site Origin),Least concern,,Yellow-listed British Columbia,,,Thuja plicata,Thuja plicata Donn ex D.Don,11,9,6,6,Cupressaceae
2016-0421,2016-0421.191,Thuja plicata,Thuja,3AH1,Asian Garden,Andy Hill,-123.2481083,49.25130233,Tree,W,49.251302,-123.248108,,Flora (On-Site Origin),Least concern,,Yellow-listed British Columbia,,,Thuja plicata,Thuja plicata Donn ex D.Don,11,9,6,6,Cupressaceae
1982-1483,1982-1483.02,Acer davidii,Acer,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,Least concern,,,"Shennongjia Forest District, Vicinity of Qiujiaping in side canyons on the east side of the Mengjia River","CHN: Hubei Province, Shennongjia Forest District, Vicinity of Qiujiaping in side canyons on the east side of the Mengjia River, 1500 - 1900 m",Acer davidii,Acer davidii Franch.,9,11,11,11,Sapindaceae
2016-0417,2016-0417.08,Acer macrophyllum,Acer,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Tree,W,49.251778,-123.249186,,Flora (On-Site Origin),,,Yellow-listed British Columbia,,,Acer macrophyllum,Acer macrophyllum Pursh,11,11,11,8,Sapindaceae
2008-0130,2008-0130.02,Acer stachyophyllum,Acer,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Dafengding,"CHN: Sichuan Province, Dafengding",Acer stachyophyllum subsp. betulifolium,Acer stachyophyllum Hiern subsp. betulifolium (Maxim.) P.C.de Jong,11,11,11,8,Sapindaceae
2001-0561,2001-0561.02,Aria thibetica,Aria,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Zhongdian to Lijiang,"CHN: Yunnan Province, Zhongdian to Lijiang",Aria thibetica,Aria thibetica (Cardot) H.Ohashi & Iketani,11,8,8,5,Rosaceae
2002-0354,2002-0354.02,Aria thibetica,Aria,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Gongshan, Dulong Pass Road","CHN: Yunnan Province, Gongshan, Dulong Pass Road",Aria thibetica,Aria thibetica (Cardot) H.Ohashi & Iketani,11,8,8,5,Rosaceae
1998-0321,1998-0321.01,Carpinus rankanensis,Carpinus,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,Least concern,,,,TWN:,Carpinus rankanensis,Carpinus rankanensis Hayata,9,11,11,11,Betulaceae
1988-0635,1988-0635.01,Cleyera japonica,Cleyera,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Huangshan,"CHN: Anhui Province, Huangshan",Cleyera japonica,Cleyera japonica Thunb.,9,9,11,11,Pentaphylacaceae
1993-0460,1993-0460.01,Euonymus myrianthus,Euonymus,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub,G,49.251778,-123.249186,,Planting,,,,,,Euonymus myrianthus,Euonymus myrianthus Hemsl.,9,9,8,11,Celastraceae
1995-0331,1995-0331.01,Fagus longipetiolata,Fagus,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,Vulnerable,,,"Daozhen county, Dashahe Cathaya Reserve, 3 km. north of Dashahe village, western tributary of Dashahe River, along trail named Chang Bin Shan Mao Gu.","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve, 3 km. north of Dashahe village, western tributary of Dashahe River, along trail named Chang Bin Shan Mao Gu., 1290 m",Fagus longipetiolata,Fagus longipetiolata Seemen,9,9,9,9,Fagaceae
1987-0385,1987-0385.01,Hydrangea heteromalla,Hydrangea,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub,G,49.251778,-123.249186,,Planting,,,,,,Hydrangea heteromalla 'Snowcap',Hydrangea heteromalla D.Don 'Snowcap',11,11,11,8,Hydrangeaceae
1993-0511,1993-0511.02,Ilex corallina,Ilex,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Muli,"CHN: Sichuan Province, Muli, 1500 - 1900 m",Ilex corallina,Ilex corallina Franch.,9,9,11,11,Aquifoliaceae
1993-0563,1993-0563.01,Ilex litseifolia,Ilex,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Tree,G,49.251778,-123.249186,,Planting,,,,,,Ilex litseifolia,Ilex litseifolia Hu & Tang,2,2,9,5,Aquifoliaceae
1999-0396,1999-0396.03,Impatiens omeiana,Impatiens,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Herbaceous Perennial,G,49.251778,-123.249186,,Planting,Endangered,,,,,Impatiens omeiana,Impatiens omeiana Hook.f.,9,9,11,11,Balsaminaceae
1995-0492,1995-0492.01,Ligustrum compactum,Ligustrum,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,G,49.251778,-123.249186,,Planting,,,,,,Ligustrum compactum var. compactum,Ligustrum compactum (Wall. ex G.Don) Hook.f. & Thomson ex Brandis var. compactum,11,11,11,11,Oleaceae
1998-0393,1998-0393.01,Phyllostachys vivax,Phyllostachys,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Herbaceous Perennial,G,49.251778,-123.249186,,Planting,,,,,,Phyllostachys vivax,Phyllostachys vivax McClure,11,11,11,11,Poaceae
1993-0433,1993-0433.04,Rhododendron asterochnoum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Wolong Reserve,"CHN: Sichuan Province, Wolong Reserve",Rhododendron asterochnoum,Rhododendron asterochnoum Diels,11,11,11,8,Ericaceae
1993-0433,1993-0433.07,Rhododendron asterochnoum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Wolong Reserve,"CHN: Sichuan Province, Wolong Reserve",Rhododendron asterochnoum,Rhododendron asterochnoum Diels,11,11,11,8,Ericaceae
1993-0433,1993-0433.08,Rhododendron asterochnoum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Wolong Reserve,"CHN: Sichuan Province, Wolong Reserve",Rhododendron asterochnoum,Rhododendron asterochnoum Diels,11,11,11,8,Ericaceae
1972-0202,1972-0202.01,Rhododendron cinnabarinum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16; 12500',Planting,,,,Thudam,"NPL: Thudam, 3810 m",Rhododendron cinnabarinum subsp. cinnabarinum,Rhododendron cinnabarinum Hook.f. subsp. cinnabarinum,9,8,5,5,Ericaceae
1972-0202,1972-0202.02,Rhododendron cinnabarinum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16; 12500',Planting,,,,Thudam,"NPL: Thudam, 3810 m",Rhododendron cinnabarinum subsp. cinnabarinum,Rhododendron cinnabarinum Hook.f. subsp. cinnabarinum,9,8,5,5,Ericaceae
1995-0815,1995-0815.01,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1310 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0815,1995-0815.02,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1310 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0815,1995-0815.03,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1310 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0815,1995-0815.04,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1310 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0815,1995-0815.05,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1310 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0815,1995-0815.06,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1310 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0815,1995-0815.07,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1310 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
1995-0815,1995-0815.08,Rhododendron glanduliferum,Rhododendron,3AH2,Asian Garden,Andy Hill,-123.2491856,49.25177768,Shrub or Tree,W,49.251778,-123.249186,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base","CHN: Guizhou Province, Daozhen county, Dashahe Cathaya Reserve,  along reserve access road 2 km south of Dashahe village close to Communist Red Army Memorial which faces east across the valley and is below a limestone cliff. All collections were made between road and cliff base, 1310 m",Rhododendron glanduliferum,Rhododendron glanduliferum Franch.,9,9,11,11,Ericaceae
