AccNoFull,ItemAccNoFull,Family,Genus,GenusSpecies,TaxonName,ItemLocationCode,LocationName,LocationCoordLatDD,LocationCoordLongDD,ManagedBy,ItemType,ProvenanceCode,IUCNRedList,NationalRedList,RegionalRedList,ClimateRating_current,ClimateRating_emissions-limited_2050,ClimateRating_business-as-usual_2090,ClimateRating_bau-plus-1-degree_2090,LocalityFull,LifeForm,LocComment,TaxonNameFull,LocationCoordX,LocationCoordY,Locality
2016-0421,2016-0421.125,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,3AL4,Asian Garden,49.250523,-123.245235,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.250523,-123.245235,
2018-0563,2018-0563.02,Trochodendraceae,Trochodendron,Trochodendron aralioides,Trochodendron aralioides,3AL4,Asian Garden,49.250523,-123.245235,Andy Hill,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub or Tree,,Trochodendron aralioides Siebold & Zucc.,49.250523,-123.245235,
2018-0563,2018-0563.03,Trochodendraceae,Trochodendron,Trochodendron aralioides,Trochodendron aralioides,3AL4,Asian Garden,49.250523,-123.245235,Andy Hill,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub or Tree,,Trochodendron aralioides Siebold & Zucc.,49.250523,-123.245235,
1995-0940,1995-0940.05,Pinaceae,Tsuga,Tsuga chinensis,Tsuga chinensis,3AL4,Asian Garden,49.250523,-123.245235,Andy Hill,Planting,W,Least concern,,,11.0,11.0,11.0,11.0,"CHN: Shaanxi Province, Ningshan Co., 1600 - 1900 m",Tree,Original locality is batch imported on 2019 Aug 16;,Tsuga chinensis (Franch.) E.Pritz. in Diels,49.250523,-123.245235,Ningshan Co.
2016-0419,2016-0419.64,Pinaceae,Abies,Abies grandis,Abies grandis,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,11.0,5.0,5.0,,Tree,,Abies grandis (Douglas ex D.Don) Lindl.,49.250669,-123.245521,
2016-0419,2016-0419.65,Pinaceae,Abies,Abies grandis,Abies grandis,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,11.0,5.0,5.0,,Tree,,Abies grandis (Douglas ex D.Don) Lindl.,49.250669,-123.245521,
2016-0417,2016-0417.34,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250669,-123.245521,
2016-0417,2016-0417.35,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250669,-123.245521,
2016-0417,2016-0417.36,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250669,-123.245521,
2016-0417,2016-0417.37,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250669,-123.245521,
2016-0417,2016-0417.38,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250669,-123.245521,
2016-0417,2016-0417.39,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250669,-123.245521,
2016-0417,2016-0417.40,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250669,-123.245521,
2016-0417,2016-0417.41,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250669,-123.245521,
2016-0417,2016-0417.42,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250669,-123.245521,
2012-0561,2012-0561.01,Sapindaceae,Acer,Acer morifolium,Acer morifolium,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Planting,W,Least concern,,,9.0,5.0,8.0,11.0,JPN: Yakushima,Tree,Original locality is batch imported on 2019 Aug 16;,Acer morifolium Koidz.,49.250669,-123.245521,Yakushima
2016-0422,2016-0422.23,Betulaceae,Alnus,Alnus rubra,Alnus rubra,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,11.0,5.0,5.0,,Tree,,Alnus rubra Bong.,49.250669,-123.245521,
2012-0560,2012-0560.12,Sciadopityaceae,Sciadopitys,Sciadopitys verticillata,Sciadopitys verticillata,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Planting,G,Near threatened,,,11.0,11.0,8.0,5.0,,Tree,,Sciadopitys verticillata Siebold & Zucc.,49.250669,-123.245521,
2012-0560,2012-0560.14,Sciadopityaceae,Sciadopitys,Sciadopitys verticillata,Sciadopitys verticillata,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Planting,G,Near threatened,,,11.0,11.0,8.0,5.0,,Tree,,Sciadopitys verticillata Siebold & Zucc.,49.250669,-123.245521,
2012-0560,2012-0560.16,Sciadopityaceae,Sciadopitys,Sciadopitys verticillata,Sciadopitys verticillata,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Planting,G,Near threatened,,,11.0,11.0,8.0,5.0,,Tree,,Sciadopitys verticillata Siebold & Zucc.,49.250669,-123.245521,
2012-0560,2012-0560.17,Sciadopityaceae,Sciadopitys,Sciadopitys verticillata,Sciadopitys verticillata,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Planting,G,Near threatened,,,11.0,11.0,8.0,5.0,,Tree,,Sciadopitys verticillata Siebold & Zucc.,49.250669,-123.245521,
2016-0421,2016-0421.126,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.250669,-123.245521,
2016-0421,2016-0421.127,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.250669,-123.245521,
2016-0421,2016-0421.128,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.250669,-123.245521,
2018-0563,2018-0563.01,Trochodendraceae,Trochodendron,Trochodendron aralioides,Trochodendron aralioides,3AL5,Asian Garden,49.250669,-123.245521,Andy Hill,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub or Tree,,Trochodendron aralioides Siebold & Zucc.,49.250669,-123.245521,
2016-0419,2016-0419.83,Pinaceae,Abies,Abies grandis,Abies grandis,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,11.0,5.0,5.0,,Tree,,Abies grandis (Douglas ex D.Don) Lindl.,49.250404,-123.245621,
2016-0419,2016-0419.84,Pinaceae,Abies,Abies grandis,Abies grandis,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,11.0,5.0,5.0,,Tree,,Abies grandis (Douglas ex D.Don) Lindl.,49.250404,-123.245621,
2016-0419,2016-0419.85,Pinaceae,Abies,Abies grandis,Abies grandis,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,11.0,5.0,5.0,,Tree,,Abies grandis (Douglas ex D.Don) Lindl.,49.250404,-123.245621,
2016-0419,2016-0419.86,Pinaceae,Abies,Abies grandis,Abies grandis,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,11.0,5.0,5.0,,Tree,,Abies grandis (Douglas ex D.Don) Lindl.,49.250404,-123.245621,
2016-0419,2016-0419.87,Pinaceae,Abies,Abies grandis,Abies grandis,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,11.0,5.0,5.0,,Tree,,Abies grandis (Douglas ex D.Don) Lindl.,49.250404,-123.245621,
2011-0222,2011-0222.01,Sapindaceae,Acer,Acer chienii,Acer chienii,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,Least concern,,,11.0,11.0,9.0,5.0,"IND: Arunachal Pradesh, Anjaw district, Krang Ti Campsite (27.46'32.5'N, 96.51'16.1'E, 3078m) to AA7 Campsite (27.48'28.3'N, 96.49'48.1'E, 2050m), 2520 - 3078 m, 27 46'32.5""N | 96 51'16.1""E",Tree,"Locality, original GPS, Altitude is updated from the info in the Bauble database (2019 Aug 23); Original locality is batch imported on 2019 Aug 16;",Acer chienii Hu & W.C.Cheng,49.250404,-123.245621,"Anjaw district, Krang Ti Campsite (27.46'32.5'N, 96.51'16.1'E, 3078m) to AA7 Campsite (27.48'28.3'N, 96.49'48.1'E, 2050m)"
2016-0216,2016-0216.01,Sapindaceae,Acer,Acer flabellatum,Acer flabellatum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,Least concern,,,9.0,9.0,9.0,9.0,VNM:,Tree,Original locality is batch imported on 2019 Aug 16;,Acer flabellatum Rehder,49.250404,-123.245621,
2016-0417,2016-0417.107,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250404,-123.245621,
2016-0417,2016-0417.108,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250404,-123.245621,
2016-0417,2016-0417.109,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250404,-123.245621,
2016-0417,2016-0417.110,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250404,-123.245621,
2016-0417,2016-0417.111,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250404,-123.245621,
2016-0417,2016-0417.112,Sapindaceae,Acer,Acer macrophyllum,Acer macrophyllum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,,,Yellow-listed British Columbia,11.0,11.0,11.0,8.0,,Tree,,Acer macrophyllum Pursh,49.250404,-123.245621,
2016-0217,2016-0217.01,Sapindaceae,Acer,Acer sp.,Acer sp.,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,,,,,"CHN: Guangdong Province, Guangzhou",Tree,Original locality is batch imported on 2019 Aug 16;,Acer sp.,49.250404,-123.245621,Guangzhou
2010-0182,2010-0182.04,Sapindaceae,Acer,Acer sterculiaceum,Acer sterculiaceum subsp. franchetii,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,11.0,11.0,11.0,11.0,"CHN: Shaanxi Province, Nan Wu Tai, 1375 m, 33.9935 | 108°58.31",Tree,Original locality is batch imported on 2019 Aug 16;,Acer sterculiaceum Wall. subsp. franchetii (Pax) A.E.Murray,49.250404,-123.245621,Nan Wu Tai
2010-0182,2010-0182.06,Sapindaceae,Acer,Acer sterculiaceum,Acer sterculiaceum subsp. franchetii,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,11.0,11.0,11.0,11.0,"CHN: Shaanxi Province, Nan Wu Tai, 1375 m, 33.9935 | 108°58.31",Tree,Original locality is batch imported on 2019 Aug 16;,Acer sterculiaceum Wall. subsp. franchetii (Pax) A.E.Murray,49.250404,-123.245621,Nan Wu Tai
2010-0182,2010-0182.07,Sapindaceae,Acer,Acer sterculiaceum,Acer sterculiaceum subsp. franchetii,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,11.0,11.0,11.0,11.0,"CHN: Shaanxi Province, Nan Wu Tai, 1375 m, 33.9935 | 108°58.31",Tree,Original locality is batch imported on 2019 Aug 16;,Acer sterculiaceum Wall. subsp. franchetii (Pax) A.E.Murray,49.250404,-123.245621,Nan Wu Tai
2010-0737,2010-0737.02,Oleaceae,Fraxinus,Fraxinus chinensis,Fraxinus chinensis,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,11.0,11.0,11.0,11.0,CHN: Shaanxi Province,Tree,Original locality is batch imported on 2019 Aug 16;,Fraxinus chinensis Roxb.,49.250404,-123.245621,
2010-0737,2010-0737.03,Oleaceae,Fraxinus,Fraxinus chinensis,Fraxinus chinensis,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,11.0,11.0,11.0,11.0,CHN: Shaanxi Province,Tree,Original locality is batch imported on 2019 Aug 16;,Fraxinus chinensis Roxb.,49.250404,-123.245621,
2018-0568,2018-0568.01,Aquifoliaceae,Ilex,Ilex triflora,Ilex triflora,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,G,,,,3.0,6.0,6.0,9.0,,Shrub or Tree,,Ilex triflora Brandegee,49.250404,-123.245621,
2016-0236,2016-0236.01,Magnoliaceae,Magnolia,Magnolia insignis,Magnolia insignis,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,Least concern,,,9.0,9.0,11.0,11.0,,Tree,,Magnolia insignis Wall.,49.250404,-123.245621,
2011-0231,2011-0231.02,Magnoliaceae,Magnolia,Magnolia sapaensis,Magnolia sapaensis,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,Vulnerable,,,9.0,11.0,6.0,3.0,"VNM: Lao Cai, Sa Pa, Phan Xi P?ng (Fansipan)",Tree,Original locality is batch imported on 2019 Aug 16;,Magnolia sapaensis (N.H.Xia & Q.N.Vu) Grimshaw & Macer,49.250404,-123.245621,"Sa Pa, Phan Xi P?ng (Fansipan)"
2014-0263,2014-0263.01,Magnoliaceae,Magnolia,Magnolia sp.,Magnolia sp.,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,,,,,"CHN: Sichuan Province, Leigongping",Shrub or Tree,Original locality is batch imported on 2019 Aug 16;,Magnolia sp.,49.250404,-123.245621,Leigongping
2014-0263,2014-0263.02,Magnoliaceae,Magnolia,Magnolia sp.,Magnolia sp.,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,,,,,"CHN: Sichuan Province, Leigongping",Shrub or Tree,Original locality is batch imported on 2019 Aug 16;,Magnolia sp.,49.250404,-123.245621,Leigongping
2012-0149,2012-0149.02,Rosaceae,Neillia,Neillia incisa,Neillia incisa,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,11.0,11.0,8.0,5.0,"JPN: Mt. Iwaguroyama, Saizyo-shi, Ehime Prefecture, Shikoku District",Shrub,Original locality is batch imported on 2019 Aug 16;,Neillia incisa (Thunb.) S.H.Oh,49.250404,-123.245621,"Mt. Iwaguroyama, Saizyo-shi, Ehime Prefecture, Shikoku District"
2012-0149,2012-0149.02,Rosaceae,Neillia,Neillia incisa,Neillia incisa,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,11.0,11.0,8.0,5.0,"JPN: Mt. Iwaguroyama, Saizyo-shi, Ehime Prefecture, Shikoku District",Shrub,Original locality is batch imported on 2019 Aug 16;,Neillia incisa (Thunb.) S.H.Oh,49.250404,-123.245621,"Mt. Iwaguroyama, Saizyo-shi, Ehime Prefecture, Shikoku District"
2018-0558,2018-0558.02,Pittosporaceae,Pittosporum,Pittosporum sp.,Pittosporum sp.,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,,,,,,Shrub,,Pittosporum sp.,49.250404,-123.245621,
2023-0066,2023-0066.01,Ericaceae,Rhododendron,Rhododendron callimorphum,Rhododendron callimorphum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub,,Rhododendron callimorphum Balf.f. & W.W.Sm.,49.250404,-123.245621,
2023-0070,2023-0070.04,Ericaceae,Rhododendron,Rhododendron campanulatum,Rhododendron campanulatum subsp. aeruginosum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,9.0,8.0,8.0,5.0,"IND: Sikkim, DK, Yabuk, 4000 m",Shrub,,Rhododendron campanulatum D.Don subsp. aeruginosum (Hook.f.) D.F.Chamb.,49.250404,-123.245621,"DK, Yabuk"
2015-0021,2015-0021.01,Ericaceae,Rhododendron,Rhododendron griffithianum,Rhododendron griffithianum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,9.0,9.0,11.0,11.0,,Shrub,,Rhododendron griffithianum Wight,49.250404,-123.245621,
2015-0021,2015-0021.02,Ericaceae,Rhododendron,Rhododendron griffithianum,Rhododendron griffithianum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,9.0,9.0,11.0,11.0,,Shrub,,Rhododendron griffithianum Wight,49.250404,-123.245621,
2018-0559,2018-0559.03,Ericaceae,Rhododendron,Rhododendron sinofalconeri,Rhododendron sinofalconeri,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,11.0,11.0,11.0,11.0,"VNM: Lao Cai, Sa Pa, Phan Xi P?ng (Fansipan)",Shrub or Tree,Original locality is batch imported on 2019 Aug 16;,Rhododendron sinofalconeri Balf.f.,49.250404,-123.245621,"Sa Pa, Phan Xi P?ng (Fansipan)"
2012-0560,2012-0560.19,Sciadopityaceae,Sciadopitys,Sciadopitys verticillata,Sciadopitys verticillata,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,G,Near threatened,,,11.0,11.0,8.0,5.0,,Tree,,Sciadopitys verticillata Siebold & Zucc.,49.250404,-123.245621,
2012-0560,2012-0560.21,Sciadopityaceae,Sciadopitys,Sciadopitys verticillata,Sciadopitys verticillata,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,G,Near threatened,,,11.0,11.0,8.0,5.0,,Tree,,Sciadopitys verticillata Siebold & Zucc.,49.250404,-123.245621,
2012-0560,2012-0560.22,Sciadopityaceae,Sciadopitys,Sciadopitys verticillata,Sciadopitys verticillata,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,G,Near threatened,,,11.0,11.0,8.0,5.0,,Tree,,Sciadopitys verticillata Siebold & Zucc.,49.250404,-123.245621,
2012-0560,2012-0560.23,Sciadopityaceae,Sciadopitys,Sciadopitys verticillata,Sciadopitys verticillata,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,G,Near threatened,,,11.0,11.0,8.0,5.0,,Tree,,Sciadopitys verticillata Siebold & Zucc.,49.250404,-123.245621,
2019-0050,2019-0050.01,Styracaceae,Styrax,Styrax japonicus,Styrax japonicus,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,9.0,11.0,11.0,11.0,"CHN: Hubei Province, Shennongjia, Muyuping, Shennongjia Nat. Pk., Guanmenshan, 1324 m, 31°26.494' N | 110°23.181' E",Shrub or Tree,Original locality is batch imported on 2019 Aug 16;,Styrax japonicus Siebold & Zucc.,49.250404,-123.245621,"Shennongjia, Muyuping, Shennongjia Nat. Pk., Guanmenshan"
2018-0561,2018-0561.01,Styracaceae,Styrax,Styrax sp.,Styrax sp.,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,,,,,,Shrub or Tree,,Styrax sp.,49.250404,-123.245621,
2016-0421,2016-0421.221,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.250404,-123.245621,
2016-0421,2016-0421.222,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.250404,-123.245621,
2016-0421,2016-0421.223,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.250404,-123.245621,
1995-0940,1995-0940.01,Pinaceae,Tsuga,Tsuga chinensis,Tsuga chinensis,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,Least concern,,,11.0,11.0,11.0,11.0,"CHN: Shaanxi Province, Ningshan Co., 1600 - 1900 m",Tree,Original locality is batch imported on 2019 Aug 16;,Tsuga chinensis (Franch.) E.Pritz. in Diels,49.250404,-123.245621,Ningshan Co.
2016-0420,2016-0420.63,Pinaceae,Tsuga,Tsuga heterophylla,Tsuga heterophylla,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,8.0,6.0,3.0,,Tree,,Tsuga heterophylla Sarg.,49.250404,-123.245621,
2016-0420,2016-0420.64,Pinaceae,Tsuga,Tsuga heterophylla,Tsuga heterophylla,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,8.0,6.0,3.0,,Tree,,Tsuga heterophylla Sarg.,49.250404,-123.245621,
2016-0420,2016-0420.65,Pinaceae,Tsuga,Tsuga heterophylla,Tsuga heterophylla,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Flora (On-Site Origin),W,Least concern,,Yellow-listed British Columbia,11.0,8.0,6.0,3.0,,Tree,,Tsuga heterophylla Sarg.,49.250404,-123.245621,
2014-0264,2014-0264.01,Viburnaceae,Viburnum,Viburnum cylindricum,Viburnum cylindricum,3AL6,Asian Garden,49.250404,-123.245621,Andy Hill,Planting,W,,,,9.0,11.0,11.0,11.0,"VNM: Lao Cai, Phansi Pu",Shrub or Tree,Original locality is batch imported on 2019 Aug 16;,Viburnum cylindricum Buch.-Ham. ex D.Don,49.250404,-123.245621,Phansi Pu
2023-0056,2023-0056.02,Ericaceae,Rhododendron,Rhododendron albrechtii,Rhododendron albrechtii,3AL7,Asian Garden,49.24975,-123.245369,Andy Hill,Planting,W,,,,9.0,6.0,3.0,3.0,"JPN: Mt. Zaou, 3000 ft",Shrub,,Rhododendron albrechtii Maxim.,49.24975,-123.245369,Mt. Zaou
2008-0048,2008-0048.01,Ericaceae,Rhododendron,Rhododendron sinofalconeri,Rhododendron sinofalconeri,3AL7,Asian Garden,49.24975,-123.245369,Andy Hill,Planting,W,,,,11.0,11.0,11.0,11.0,"VNM: Lao Cai, Sa Pa, 1750 m",Shrub or Tree,Original locality is batch imported on 2019 Aug 16;,Rhododendron sinofalconeri Balf.f.,49.24975,-123.245369,Sa Pa
