taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree,obs_record1,obs_record2,obs_record3,obs_record4,obs_record5
Magnolia cavaleriei,15.3,9,16.7321,31.38,6.58458,1452.5,183.625,TRUE,GBIF_BGCI=72,GBIF_CURRENT=26,MODEL=0,URBANPLANTS=1,PLANTSEARCH=8
Magnolia chevalieri,15.3,2,19.6573,29.3,13.2528,1525,102,TRUE,GBIF_BGCI=5,GBIF_CURRENT=2,MODEL=0,PLANTSEARCH=6,
Magnolia conifera,15.3,9,17.3692,30.3,8.23889,1406.83,159.5,TRUE,GBIF_BGCI=165,GBIF_CURRENT=60,MODEL=0,PLANTSEARCH=6,
Magnolia cylindrica,15.3,11,14.3079,28.6281,4.86189,1445.25,164,TRUE,GBIF_BGCI=19,MODEL=0,GBIF_CURRENT=57,URBANPLANTS=2,PLANTSEARCH=79
Magnolia dawsoniana,15.3,11,13.0375,25.3667,5.35,1016.33,84,TRUE,GBIF_BGCI=40,MODEL=0,GBIF_CURRENT=18,PLANTSEARCH=32,
Magnolia denudata,15.3,11,15.4261,30.076,5.05731,1205.25,136.25,TRUE,GBIF_BGCI=109,GBIF_CURRENT=140,MODEL=0,URBANPLANTS=44,PLANTSEARCH=142
Magnolia ernestii,15.3,11,13.4783,25.9011,5.43921,1434,121.875,TRUE,GBIF_BGCI=17,GBIF_CURRENT=8,MODEL=0,URBANPLANTS=1,PLANTSEARCH=16
Magnolia fordiana,15.3,9,18.0923,31.205,9.46525,1367.75,152.375,TRUE,GBIF_BGCI=128,GBIF_CURRENT=72,MODEL=0,URBANPLANTS=5,PLANTSEARCH=16
Magnolia foveolata,15.3,9,17.4471,30.405,8.27417,1481.88,147.5,TRUE,GBIF_BGCI=133,GBIF_CURRENT=63,MODEL=0,URBANPLANTS=1,PLANTSEARCH=23
Magnolia fraseri,15.3,8,11.7111,27.5993,2.61955,1268.5,262.333,TRUE,GBIF_BGCI=158,GBIF_CURRENT=453,MODEL=0,PLANTSEARCH=60,
Magnolia globosa,15.3,8,10.549,20.5667,3.12222,991.333,93.6667,TRUE,GBIF_BGCI=47,GBIF_CURRENT=20,MODEL=0,PLANTSEARCH=30,
Magnolia grandiflora,15.3,11,16.6733,30.989,8.0865,1111.5,192.75,TRUE,GBIF_BGCI=505,GBIF_CURRENT=3768,MODEL=0,URBANPLANTS=107,PLANTSEARCH=237
Magnolia insignis,15.3,11,14.0638,24.0521,7.12931,1304.62,101.875,TRUE,GBIF_BGCI=150,GBIF_CURRENT=97,MODEL=0,URBANPLANTS=2,PLANTSEARCH=35
Magnolia laevifolia,15.3,11,14.8026,24.728,8.334,942.75,73.75,TRUE,GBIF_BGCI=172,GBIF_CURRENT=30,MODEL=0,URBANPLANTS=1,PLANTSEARCH=31
Magnolia lotungensis,15.3,9,17.4334,31.3333,8.24721,1381.17,165.167,TRUE,GBIF_BGCI=10,MODEL=0,GBIF_CURRENT=36,PLANTSEARCH=10,
Magnolia macrophylla,15.3,11,14.3672,30.877,4.60917,1242.25,247,TRUE,GBIF_BGCI=109,GBIF_CURRENT=733,MODEL=0,URBANPLANTS=1,PLANTSEARCH=140
Magnolia martini,15.3,11,15.4162,28.212,6.98933,1217.88,99.625,TRUE,GBIF_BGCI=42,GBIF_CURRENT=13,MODEL=0,URBANPLANTS=2,PLANTSEARCH=7
Magnolia maudiae,15.3,9,17.4557,30.6635,7.46425,1394.75,158.875,TRUE,GBIF_BGCI=246,GBIF_CURRENT=97,MODEL=0,URBANPLANTS=12,PLANTSEARCH=26
Magnolia nitida,15.3,11,14.4635,24.55,7.77778,1348,120.167,TRUE,GBIF_BGCI=49,MODEL=0,GBIF_CURRENT=43,PLANTSEARCH=9,
Magnolia obovata,15.3,8,11.5435,25.7135,2.85983,1264,152.75,TRUE,GBIF_BGCI=422,GBIF_CURRENT=689,MODEL=0,URBANPLANTS=1,PLANTSEARCH=96
Magnolia officinalis,15.3,11,14.8917,29.892,5.51583,1219,110,TRUE,GBIF_BGCI=36,MODEL=0,GBIF_CURRENT=217,URBANPLANTS=9,PLANTSEARCH=77
Magnolia patungensis,15.3,11,16.0744,31.2,6.02311,1283,94.8333,TRUE,GBIF_BGCI=4,MODEL=0,GBIF_CURRENT=19,URBANPLANTS=2,PLANTSEARCH=1
Magnolia salicifolia,15.3,5,10.5119,26.422,0.695333,1470.5,222.667,TRUE,GBIF_BGCI=542,GBIF_CURRENT=417,MODEL=0,PLANTSEARCH=94,
Magnolia sapaensis,15.3,3,12.1114,21.1333,6.3,1614,69.6667,TRUE,GBIF_BGCI=5,MODEL=0,GBIF_CURRENT=8,PLANTSEARCH=16,
Magnolia sargentiana,15.3,11,12.95,25.3261,4.96212,1230.25,109.5,TRUE,GBIF_BGCI=11,MODEL=0,GBIF_CURRENT=41,URBANPLANTS=1,PLANTSEARCH=20
Magnolia sieboldii,15.3,8,9.43841,25.66,-1.08169,1105.88,106.25,TRUE,GBIF_BGCI=158,GBIF_CURRENT=282,MODEL=0,URBANPLANTS=4,PLANTSEARCH=155
Magnolia sprengeri,15.3,11,14.3055,29.1235,4.6994,1198.12,111.375,TRUE,GBIF_BGCI=40,GBIF_CURRENT=42,MODEL=0,URBANPLANTS=4,PLANTSEARCH=44
Magnolia stellata,15.3,11,12.995,28.5885,3.22925,1232,176.25,TRUE,GBIF_BGCI=9,MODEL=0,GBIF_CURRENT=385,URBANPLANTS=24,PLANTSEARCH=231
Magnolia tripetala,15.3,11,12.8333,29.514,2.86375,1108.5,231.75,TRUE,GBIF_BGCI=151,GBIF_CURRENT=1087,MODEL=0,URBANPLANTS=6,PLANTSEARCH=168
Magnolia virginiana,15.3,11,14.4431,30.9425,4.38017,1179.5,230.5,TRUE,GBIF_BGCI=319,GBIF_CURRENT=1308,MODEL=0,URBANPLANTS=14,PLANTSEARCH=172
Magnolia wilsonii,15.3,11,13.4539,25.116,7.38333,834.125,91.75,TRUE,GBIF_BGCI=50,MODEL=0,GBIF_CURRENT=32,URBANPLANTS=3,PLANTSEARCH=73
Magnolia yunnanensis,15.3,9,15.6255,26.1405,8.87358,1251.12,74.125,TRUE,GBIF_BGCI=16,GBIF_CURRENT=6,MODEL=0,URBANPLANTS=1,PLANTSEARCH=14
Magnolia zenii,15.3,11,14.5801,30.7625,4.04981,1051.62,135.25,TRUE,GBIF_BGCI=11,MODEL=0,GBIF_CURRENT=17,URBANPLANTS=4,PLANTSEARCH=51
Mahonia bealei,15.3,11,15.2041,29.7145,5.48292,1239.38,133.75,TRUE,GBIF_BGCI=98,GBIF_CURRENT=112,MODEL=0,URBANPLANTS=17,PLANTSEARCH=102
Malus asiatica,15.3,11,12.7371,26.934,3.34358,775.25,56.125,TRUE,GBIF_BGCI=123,GBIF_CURRENT=68,MODEL=0,URBANPLANTS=1,PLANTSEARCH=17
Malus baccata,15.3,5,8.20047,25.971,-3.74233,805.5,73.25,TRUE,GBIF_BGCI=305,GBIF_CURRENT=1157,MODEL=0,URBANPLANTS=15,PLANTSEARCH=114
Malus doumeri,15.3,11,17.0581,29.762,8.06917,1466.38,148.25,TRUE,GBIF_BGCI=288,GBIF_CURRENT=106,MODEL=0,URBANPLANTS=1,PLANTSEARCH=18
Malus fusca,15.3,5,10.1483,22.1406,4.07381,1470,140,TRUE,GBIF_BGCI=906,GBIF_CURRENT=930,MODEL=0,URBANPLANTS=2,PLANTSEARCH=62
Malus halliana,15.3,11,14.7014,28.0565,5.01308,1049.12,98.25,TRUE,GBIF_BGCI=77,GBIF_CURRENT=73,MODEL=0,URBANPLANTS=24,PLANTSEARCH=43
Malus prattii,15.3,11,10.7302,24.0333,3.24167,906.667,69.8333,TRUE,GBIF_BGCI=383,GBIF_CURRENT=45,MODEL=0,PLANTSEARCH=28,
Malus rockii,15.3,11,11.7349,23.5833,4.22222,857.333,72.3333,TRUE,GBIF_BGCI=218,GBIF_CURRENT=49,MODEL=0,PLANTSEARCH=30,
Malus sieboldii,15.3,8,9.69098,23.7607,1.31656,1012.17,137,TRUE,GBIF_BGCI=921,GBIF_CURRENT=1276,MODEL=0,PLANTSEARCH=74,
Malus sieversii,15.3,2,7.03009,26.861,-4.504,527.25,68,TRUE,GBIF_BGCI=7887,GBIF_CURRENT=304,MODEL=0,URBANPLANTS=1,PLANTSEARCH=50
Malus sylvestris,15.3,6,9.40924,23.376,3.13967,730.75,125.5,TRUE,GBIF_BGCI=53240,GBIF_CURRENT=19900,MODEL=0,URBANPLANTS=19,PLANTSEARCH=108
Malus yunnanensis,15.3,11,13.051,24.4715,6.15207,870.5,90.375,TRUE,GBIF_BGCI=331,GBIF_CURRENT=70,MODEL=0,URBANPLANTS=3,PLANTSEARCH=45
Maytenus boaria,15.3,8,11.727,24.182,6.76438,720.5,89.25,TRUE,GBIF_BGCI=146,GBIF_CURRENT=613,MODEL=0,URBANPLANTS=9,PLANTSEARCH=75
Meliosma alba,15.3,9,14.2524,25.0947,8.87879,1249.83,112.5,TRUE,GBIF_BGCI=13,GBIF_CURRENT=142,MODEL=0,PLANTSEARCH=7,
Meliosma cuneifolia,15.3,11,13.1583,27.7185,3.90681,857.5,67.125,TRUE,GBIF_BGCI=500,GBIF_CURRENT=131,MODEL=0,URBANPLANTS=1,PLANTSEARCH=19
Meliosma dilleniifolia,15.3,11,10.4021,21.2,3.92778,974,78.6667,TRUE,GBIF_BGCI=15,GBIF_CURRENT=19,MODEL=0,PLANTSEARCH=8,
Meliosma myriantha,15.3,8,12.194,27.1627,2.88089,1352.33,162.667,TRUE,GBIF_BGCI=686,GBIF_CURRENT=402,MODEL=0,PLANTSEARCH=20,
Meliosma oldhamii,15.3,11,14.6908,29.9885,4.1285,1323,130,TRUE,GBIF_BGCI=95,GBIF_CURRENT=9,MODEL=0,URBANPLANTS=3,PLANTSEARCH=22
Meliosma veitchiorum,15.3,11,13.7013,27.36,5.414,1112.38,106.25,TRUE,GBIF_BGCI=47,GBIF_CURRENT=27,MODEL=0,URBANPLANTS=1,PLANTSEARCH=24
Melliodendron xylocarpum,15.3,9,15.2783,28.5165,6.81783,1234.88,132.25,TRUE,GBIF_BGCI=165,GBIF_CURRENT=55,MODEL=0,URBANPLANTS=1,PLANTSEARCH=27
Merrilliopanax alpinus,15.3,8,12.601,23.0667,4.56111,1063.67,83.6667,TRUE,GBIF_BGCI=1,GBIF_CURRENT=3,MODEL=0,PLANTSEARCH=2,
Mespilus germanica,15.3,6,10.7868,25.0459,3.39767,710.75,131,TRUE,GBIF_BGCI=102,GBIF_CURRENT=13666,MODEL=0,URBANPLANTS=12,PLANTSEARCH=136
Metapanax davidii,15.3,11,15.0888,27.143,6.7405,1051.5,72.25,TRUE,GBIF_BGCI=510,GBIF_CURRENT=134,MODEL=0,URBANPLANTS=1,PLANTSEARCH=17
Metasequoia glyptostroboides,15.3,11,12.9763,28.728,3.441,1121.5,155,TRUE,GBIF_BGCI=110,MODEL=0,GBIF_CURRENT=4769,URBANPLANTS=87,PLANTSEARCH=355
Morella californica,15.3,9,12.7177,23.384,8.45903,941.25,38.25,TRUE,GBIF_CURRENT=741,MODEL=0,PLANTSEARCH=20,,
Morella cerifera,15.3,9,18.2024,32.1911,9.42133,1196.33,225.833,TRUE,GBIF_CURRENT=4127,MODEL=0,URBANPLANTS=6,PLANTSEARCH=35,
Morus nigra,15.3,11,12.8519,26.4973,6.48943,745.667,128,TRUE,GBIF_CURRENT=1472,MODEL=0,URBANPLANTS=25,PLANTSEARCH=130,
Myrceugenia ovata,15.3,11,13.7063,23.002,9.27956,1431.33,203.5,TRUE,GBIF_BGCI=340,GBIF_CURRENT=185,MODEL=0,PLANTSEARCH=6,
Myrtus communis,15.3,11,15.2857,28.737,8.8168,650.5,53,TRUE,GBIF_BGCI=8838,GBIF_CURRENT=14729,MODEL=0,URBANPLANTS=15,PLANTSEARCH=176
Neolitsea aciculata,15.3,11,13.9906,27.7153,5.96556,1758.17,185.5,TRUE,GBIF_BGCI=574,GBIF_CURRENT=207,MODEL=0,PLANTSEARCH=10,
Neolitsea sericea,15.3,11,14.1294,28.8925,5.077,1393.62,176.5,TRUE,GBIF_BGCI=986,GBIF_CURRENT=647,MODEL=0,URBANPLANTS=2,PLANTSEARCH=74
Neoshirakia japonica,15.3,11,13.6379,28.296,4.78283,1377.62,162.375,TRUE,GBIF_BGCI=871,GBIF_CURRENT=522,MODEL=0,URBANPLANTS=2,PLANTSEARCH=27
Nolina hibernica,15.3,11,14.0058,23.6,9.30557,593.333,79.6667,TRUE,GBIF_BGCI=7,GBIF_CURRENT=16,MODEL=0,PLANTSEARCH=6,
Nothofagus antarctica,15.3,5,8.40143,20.9801,3.131,930.5,127.25,TRUE,GBIF_BGCI=154,GBIF_CURRENT=297,MODEL=0,URBANPLANTS=3,PLANTSEARCH=89
Notholithocarpus densiflorus,15.3,9,13.3851,25.713,9.21399,899.5,23.75,TRUE,GBIF_BGCI=1829,GBIF_CURRENT=2103,MODEL=0,URBANPLANTS=4,PLANTSEARCH=15
Nyssa ogeche,15.3,9,16.9107,32.357,7.44083,1116.62,195.625,TRUE,GBIF_BGCI=35,GBIF_CURRENT=88,MODEL=0,URBANPLANTS=1,PLANTSEARCH=27
Nyssa sinensis,15.3,9,16.3972,30.1965,6.86358,1346.25,151,TRUE,GBIF_BGCI=325,GBIF_CURRENT=152,MODEL=0,URBANPLANTS=6,PLANTSEARCH=60
Nyssa sylvatica,15.3,11,12.6707,29.0333,2.81325,1092.88,211.875,TRUE,GBIF_BGCI=1229,GBIF_CURRENT=2565,MODEL=0,URBANPLANTS=43,PLANTSEARCH=220
Oemleria cerasiformis,15.3,5,10.3832,23.462,4.3125,917.25,115.5,TRUE,GBIF_CURRENT=2701,MODEL=0,PLANTSEARCH=84,,
Opuntia galapageia,15.3,6,19.8844,28.3667,15.3917,441.833,63.3333,TRUE,GBIF_BGCI=32,MODEL=0,GBIF_CURRENT=1466,PLANTSEARCH=22,
Orixa japonica,15.3,11,13.3003,28.581,3.71575,1323.12,161.25,TRUE,GBIF_BGCI=661,GBIF_CURRENT=308,MODEL=0,URBANPLANTS=2,PLANTSEARCH=100
Osmanthus heterophyllus,15.3,11,13.3781,27.115,6.10933,1238.25,172,TRUE,GBIF_BGCI=506,GBIF_CURRENT=594,MODEL=0,URBANPLANTS=5,PLANTSEARCH=120
Osmanthus serrulatus,15.3,11,13.6979,25.9667,5.26667,1049,82.8333,TRUE,GBIF_BGCI=13,GBIF_CURRENT=13,MODEL=0,PLANTSEARCH=21,
Osmanthus suavis,15.3,6,11.7427,16.6667,5.58332,633,70,TRUE,GBIF_BGCI=7,GBIF_CURRENT=1,MODEL=0,PLANTSEARCH=20,
Osmanthus yunnanensis,15.3,11,13.3054,24.253,6.97567,868.5,67.875,TRUE,GBIF_BGCI=462,GBIF_CURRENT=25,MODEL=0,URBANPLANTS=1,PLANTSEARCH=39
Ostrya carpinifolia,15.3,6,11.5181,24.6231,4.47354,920,148.25,TRUE,GBIF_BGCI=2993,GBIF_CURRENT=2627,MODEL=0,URBANPLANTS=3,PLANTSEARCH=156
Ostrya japonica,15.3,6,11.6442,27.1115,1.83525,1089.5,121.5,TRUE,GBIF_BGCI=271,GBIF_CURRENT=187,MODEL=0,URBANPLANTS=1,PLANTSEARCH=60
Ostrya virginiana,15.3,11,10.25,27.7955,-1.26,1001.62,178.25,TRUE,GBIF_BGCI=2236,GBIF_CURRENT=5467,MODEL=0,URBANPLANTS=26,PLANTSEARCH=180
Oxydendrum arboreum,15.3,11,13.1757,30.459,3.52092,1163.25,238.625,TRUE,GBIF_BGCI=248,GBIF_CURRENT=1113,MODEL=0,URBANPLANTS=13,PLANTSEARCH=146
Parrotia persica,15.3,11,12.459,26.8125,3.872,921.75,142.375,TRUE,GBIF_BGCI=10,GBIF_CURRENT=92,MODEL=0,URBANPLANTS=17,PLANTSEARCH=236
Parrotia subaequalis,15.3,8,14.6057,30.35,4.03333,1038.83,137.333,TRUE,GBIF_BGCI=3,MODEL=0,GBIF_CURRENT=10,PLANTSEARCH=50,
Parrotiopsis jacquemontiana,15.3,5,10.8403,23.325,2.80834,905.25,138.25,TRUE,GBIF_CURRENT=9,MODEL=0,PLANTSEARCH=97,,
Paulownia fargesii,15.3,11,14.6428,27.416,6.0725,1080,91.25,TRUE,GBIF_BGCI=78,GBIF_CURRENT=47,MODEL=0,URBANPLANTS=2,PLANTSEARCH=24
Paulownia kawakamii,15.3,11,16.6018,28.7595,8.84576,1606.38,161.5,TRUE,GBIF_BGCI=21,MODEL=0,GBIF_CURRENT=194,URBANPLANTS=2,PLANTSEARCH=26
Paulownia tomentosa,15.3,11,12.9132,27.255,3.5,829.75,117.125,TRUE,GBIF_BGCI=32,GBIF_CURRENT=10284,MODEL=0,URBANPLANTS=64,PLANTSEARCH=197
Persea borbonia,15.3,9,19.1016,32.4658,11.1727,1232.75,209.5,TRUE,GBIF_BGCI=160,GBIF_CURRENT=376,MODEL=0,URBANPLANTS=3,PLANTSEARCH=40
Persea humilis,15.3,9,19.7588,32.5333,11.0361,1195.83,182.833,TRUE,GBIF_BGCI=34,GBIF_CURRENT=67,MODEL=0,PLANTSEARCH=2,
Persea palustris,15.3,9,18.0275,32.2027,9.18999,1272,238,TRUE,GBIF_BGCI=126,GBIF_CURRENT=427,MODEL=0,PLANTSEARCH=22,
Phellodendron amurense,15.3,5,9.94002,26.871,-0.9815,1132.38,159.5,TRUE,GBIF_BGCI=390,GBIF_CURRENT=987,MODEL=0,URBANPLANTS=28,PLANTSEARCH=208
Phillyrea latifolia,15.3,11,13.4001,27.192,6.53344,700.333,107.667,TRUE,GBIF_BGCI=13743,GBIF_CURRENT=7994,MODEL=0,PLANTSEARCH=92,
Phoebe sheareri,15.3,9,16.9326,30.6555,6.75425,1345.12,142.75,TRUE,GBIF_BGCI=365,GBIF_CURRENT=159,MODEL=0,URBANPLANTS=8,PLANTSEARCH=15
Photinia beauverdiana,15.3,11,15.4692,29.084,6.08058,1317,136.5,TRUE,GBIF_BGCI=696,GBIF_CURRENT=340,MODEL=0,URBANPLANTS=5,PLANTSEARCH=45
Photinia glabra,15.3,11,15.4128,29.034,7.00533,1211,150.25,TRUE,GBIF_BGCI=612,GBIF_CURRENT=502,MODEL=0,URBANPLANTS=17,PLANTSEARCH=34
Photinia serratifolia,15.3,11,15.6924,29.314,7.23358,1064.12,130.625,TRUE,GBIF_BGCI=762,GBIF_CURRENT=1086,MODEL=0,URBANPLANTS=44,PLANTSEARCH=53
Photinia villosa,15.3,11,13.9668,28.8762,4.30167,1311.62,162.375,TRUE,GBIF_BGCI=926,GBIF_CURRENT=1013,MODEL=0,URBANPLANTS=2,PLANTSEARCH=108
Picea abies,15.3,3,7.80089,23.641,-0.453499,781,141,TRUE,GBIF_BGCI=213041,GBIF_CURRENT=55864,MODEL=0,URBANPLANTS=71,PLANTSEARCH=265
Picea alcoquiana,15.3,5,9.79271,24.2,0.333332,1427,145,TRUE,GBIF_BGCI=43,MODEL=0,GBIF_CURRENT=74,PLANTSEARCH=34,
Picea asperata,15.3,5,9.13077,24.5075,-1.01942,691.75,50.75,TRUE,GBIF_BGCI=154,MODEL=0,GBIF_CURRENT=185,URBANPLANTS=10,PLANTSEARCH=115
Picea brachytyla,15.3,8,11.3588,23.4833,3.45,883.5,83.8333,TRUE,GBIF_BGCI=393,MODEL=0,GBIF_CURRENT=258,PLANTSEARCH=53,
Picea breweriana,15.3,3,8.49646,23.258,3.18567,1130.25,108.25,TRUE,GBIF_BGCI=289,MODEL=0,GBIF_CURRENT=513,URBANPLANTS=1,PLANTSEARCH=93
Picea crassifolia,15.3,6,5.95295,24.031,-4.7855,574.75,51,TRUE,GBIF_BGCI=22,GBIF_CURRENT=28,MODEL=0,URBANPLANTS=2,PLANTSEARCH=29
Picea engelmannii,15.3,5,5.92987,24.054,-2.355,625.75,98.25,TRUE,GBIF_BGCI=393,GBIF_CURRENT=901,MODEL=0,URBANPLANTS=7,PLANTSEARCH=108
Picea glauca,15.3,3,6.36495,24.7305,-3.71756,847.125,144.375,TRUE,GBIF_BGCI=1414,GBIF_CURRENT=5940,MODEL=0,URBANPLANTS=35,PLANTSEARCH=171
Picea jezoensis,15.3,3,7.49955,24.256,-3.22956,1089.88,161,TRUE,GBIF_BGCI=222,GBIF_CURRENT=318,MODEL=0,URBANPLANTS=2,PLANTSEARCH=77
Picea koraiensis,15.3,3,4.45403,24.6615,-9.75082,698,56,TRUE,GBIF_BGCI=13,GBIF_CURRENT=57,MODEL=0,URBANPLANTS=14,PLANTSEARCH=50
Picea likiangensis,15.3,5,9.27083,22.2011,1.92879,997.25,91.375,TRUE,GBIF_BGCI=654,MODEL=0,GBIF_CURRENT=236,URBANPLANTS=1,PLANTSEARCH=63
Picea mariana,15.3,3,5.4967,24.7579,-5.79215,869.625,158.875,TRUE,GBIF_BGCI=1075,GBIF_CURRENT=2610,MODEL=0,URBANPLANTS=10,PLANTSEARCH=122
Picea pungens,15.3,5,7.86825,25.5305,-0.450846,739,132.125,TRUE,GBIF_BGCI=120,GBIF_CURRENT=6558,MODEL=0,URBANPLANTS=74,PLANTSEARCH=200
Picea rubens,15.3,3,6.90282,25.3915,-4.66883,1036,204.25,TRUE,GBIF_BGCI=911,GBIF_CURRENT=2140,MODEL=0,URBANPLANTS=7,PLANTSEARCH=105
Picea sitchensis,15.3,3,9.88287,21.26,4.08634,1199.75,153.5,TRUE,GBIF_BGCI=704,GBIF_CURRENT=30016,MODEL=0,URBANPLANTS=9,PLANTSEARCH=125
Picea smithiana,15.3,8,10.5683,23.881,3.66508,799,107.625,TRUE,GBIF_BGCI=24,GBIF_CURRENT=94,MODEL=0,URBANPLANTS=4,PLANTSEARCH=89
Picea spinulosa,15.3,5,8.79584,19.9167,2.71389,935,68.1667,TRUE,GBIF_BGCI=19,GBIF_CURRENT=22,MODEL=0,PLANTSEARCH=17,
Picea wilsonii,15.3,8,8.86228,26.2825,-1.64409,704.5,50.875,TRUE,GBIF_BGCI=183,GBIF_CURRENT=82,MODEL=0,URBANPLANTS=9,PLANTSEARCH=82
Picrasma quassioides,15.3,11,12.8618,28.216,3.175,1068.17,130.333,TRUE,GBIF_CURRENT=455,MODEL=0,URBANPLANTS=2,PLANTSEARCH=52,
Pieris formosa,15.3,11,14,24.8135,6.0575,1040.12,107.375,TRUE,GBIF_BGCI=538,GBIF_CURRENT=243,MODEL=0,URBANPLANTS=4,PLANTSEARCH=49
Pieris japonica,15.3,11,13.276,26.638,4.94875,1436.62,174.75,TRUE,GBIF_BGCI=1124,GBIF_CURRENT=1778,MODEL=0,URBANPLANTS=5,PLANTSEARCH=171
Pilgerodendron uviferum,15.3,6,8.92708,18.7833,4.80555,1613,219,TRUE,GBIF_BGCI=202,MODEL=0,GBIF_CURRENT=261,PLANTSEARCH=31,
Pinus albicaulis,15.3,3,3.95469,22.6667,-3.28333,832.5,115.833,TRUE,GBIF_BGCI=685,MODEL=0,GBIF_CURRENT=3246,PLANTSEARCH=26,
Pinus aristata,15.3,3,5.09189,23.48,-2.73675,616.25,106.5,TRUE,GBIF_BGCI=116,GBIF_CURRENT=312,MODEL=0,URBANPLANTS=5,PLANTSEARCH=103
Pinus armandii,15.3,11,12.6472,25.7535,3.94067,1000.75,78.5,TRUE,GBIF_BGCI=523,MODEL=0,GBIF_CURRENT=660,URBANPLANTS=18,PLANTSEARCH=112
Pinus balfouriana,15.3,6,4.93958,22.2167,-1.44444,745.5,72.1667,TRUE,GBIF_BGCI=409,MODEL=0,GBIF_CURRENT=573,PLANTSEARCH=12,
Pinus brutia,15.3,11,15.0867,29.9095,7.42467,628.25,50,TRUE,GBIF_BGCI=206,GBIF_CURRENT=436,MODEL=0,URBANPLANTS=25,PLANTSEARCH=54
Pinus cembra,15.3,3,5.7048,21.8225,-2.38008,984.875,170.875,TRUE,GBIF_BGCI=4089,GBIF_CURRENT=2870,MODEL=0,URBANPLANTS=6,PLANTSEARCH=172
Pinus contorta,15.3,5,8.1024,22.69,1.79431,767,99.625,TRUE,GBIF_BGCI=2282,GBIF_CURRENT=8389,MODEL=0,URBANPLANTS=14,PLANTSEARCH=87
Pinus densata,15.3,8,7.90442,21.1115,0.787083,670,50.25,TRUE,GBIF_BGCI=258,GBIF_CURRENT=76,MODEL=0,URBANPLANTS=1,PLANTSEARCH=21
Pinus densiflora,15.3,11,12.1344,28.2524,2.54283,1202.75,135.375,TRUE,GBIF_BGCI=561,GBIF_CURRENT=1067,MODEL=0,URBANPLANTS=11,PLANTSEARCH=155
Pinus flexilis,15.3,6,7.16413,26.411,-1.4095,597.25,80.875,TRUE,GBIF_BGCI=787,GBIF_CURRENT=1194,MODEL=0,URBANPLANTS=10,PLANTSEARCH=107
Pinus halepensis,15.3,11,14.4003,28.826,7.70866,533.5,74.25,TRUE,GBIF_BGCI=60917,GBIF_CURRENT=20704,MODEL=0,URBANPLANTS=39,PLANTSEARCH=108
Pinus heldreichii,15.3,5,8.78568,24.714,0.9275,908.125,129.25,TRUE,GBIF_BGCI=30,GBIF_CURRENT=65,MODEL=0,URBANPLANTS=3,PLANTSEARCH=99
Pinus jeffreyi,15.3,6,9.24894,25.6545,2.76239,767.875,83.125,TRUE,GBIF_BGCI=975,GBIF_CURRENT=1071,MODEL=0,URBANPLANTS=4,PLANTSEARCH=115
Pinus koraiensis,15.3,5,6.8896,26.124,-5.24958,925.375,80.75,TRUE,GBIF_BGCI=84,GBIF_CURRENT=241,MODEL=0,URBANPLANTS=5,PLANTSEARCH=157
Pinus lambertiana,15.3,6,10.075,26.7187,3.46178,832.333,73.3333,TRUE,GBIF_BGCI=843,GBIF_CURRENT=797,MODEL=0,PLANTSEARCH=40,
Pinus monticola,15.3,5,7.57666,24.445,0.0470817,924.25,95,TRUE,GBIF_BGCI=669,MODEL=0,GBIF_CURRENT=3813,URBANPLANTS=7,PLANTSEARCH=85
Pinus mugo,15.3,3,8.07305,23.308,0.49375,965.625,165.125,TRUE,GBIF_BGCI=12125,GBIF_CURRENT=11083,MODEL=0,URBANPLANTS=28,PLANTSEARCH=196
Pinus muricata,15.3,11,13.6155,24.2465,9.48191,675.875,44.125,TRUE,GBIF_BGCI=916,MODEL=0,GBIF_CURRENT=1008,URBANPLANTS=2,PLANTSEARCH=54
Pinus nigra,15.3,6,10.4436,26.7485,2.32166,743,136.375,TRUE,GBIF_BGCI=24356,GBIF_CURRENT=16634,MODEL=0,URBANPLANTS=58,PLANTSEARCH=211
Pinus parviflora,15.3,5,11.1274,27.7465,1.05506,1325.12,187.75,TRUE,GBIF_BGCI=401,GBIF_CURRENT=367,MODEL=0,URBANPLANTS=26,PLANTSEARCH=118
Pinus pinea,15.3,11,14.6669,28.9735,8.44724,621.5,81.75,TRUE,GBIF_BGCI=10807,GBIF_CURRENT=190346,MODEL=0,URBANPLANTS=34,PLANTSEARCH=158
Pinus ponderosa,15.3,6,9.6901,27.246,1.63525,616.5,79.125,TRUE,GBIF_BGCI=2083,GBIF_CURRENT=9540,MODEL=0,URBANPLANTS=27,PLANTSEARCH=182
Pinus resinosa,15.3,3,7.24707,26.805,-4.625,933.75,174,TRUE,GBIF_BGCI=789,GBIF_CURRENT=2536,MODEL=0,URBANPLANTS=21,PLANTSEARCH=115
Pinus rigida,15.3,3,11.1862,28.27,1.19875,1068.25,205.5,TRUE,GBIF_BGCI=705,GBIF_CURRENT=2999,MODEL=0,URBANPLANTS=7,PLANTSEARCH=120
Pinus strobiformis,15.3,11,11.2159,27.8115,3.69642,658.25,73.625,TRUE,GBIF_BGCI=366,GBIF_CURRENT=541,MODEL=0,URBANPLANTS=4,PLANTSEARCH=69
